Rank	#Visits	Model_size	log_Post_Prob	Model_Post_Prob	Jeffreys_scale	Model
1	22056	2	-21929.36995198148	0.4476125527258793	16.69643014374705	4	10	
2	12209	2	-21929.97017392125	0.2456004628363034	16.43575706738427	3	10	
3	9994	2	-21930.18804504641	0.1975190342465788	16.34113683996363	5	10	
4	1382	2	-21932.13367089293	0.02822502819882281	15.49616227097096	10	13	
5	329	2	-21933.65336263662	0.006175052382165903	14.83616853249339	2	10	
6	165	3	-21934.29335887637	0.003256070582783805	15.31884860252809	3	4	10	
7	164	3	-21934.37905523561	0.002988658924121998	15.28163114659193	4	6	10	
8	125	3	-21934.42933495139	0.002842105215542689	15.25979494347598	3	6	10	
9	150	3	-21934.55853931764	0.002497626009188515	15.2036822001771	3	5	10	
10	128	3	-21934.63330157141	0.002317707221972703	15.17121336591127	4	8	10	
11	117	3	-21934.70843116836	0.002149959132185831	15.13858499652537	3	10	13	
12	112	3	-21934.73385273224	0.002095992671013863	15.12754455161342	4	10	14	
13	110	3	-21934.73861720128	0.002086030130765912	15.12547536899765	4	10	13	
14	130	3	-21934.74680880321	0.002069012000373895	15.12191780148472	4	10	16	
15	114	3	-21934.75226407856	0.002057755701223259	15.11954860550139	4	9	10	
16	99	3	-21934.76135560979	0.002039132336732398	15.11560020365681	3	8	10	
17	107	3	-21934.76272416607	0.002036343578094844	15.11500584721747	4	10	17	
18	107	3	-21934.76875311273	0.002024103505727979	15.1123875089513	2	4	10	
19	104	3	-21934.77228854837	0.002016960053088246	15.11085208875834	4	10	11	
20	118	3	-21934.7971743821	0.001967385728213349	15.10004430849225	4	10	15	
21	92	3	-21934.80072077689	0.001960420958927772	15.09850412880442	4	5	10	
22	118	3	-21934.81306481372	0.001936370197545386	15.09314318172485	1	4	10	
23	91	3	-21934.82785091166	0.001907949471775031	15.0867216609816	4	10	12	
24	111	3	-21934.8278691629	0.001907914649646661	15.08671373456823	4	10	18	
25	102	3	-21934.83927993894	0.001886267602556103	15.081758097499	4	7	10	
26	69	3	-21934.86554595138	0.001837367885842352	15.07035091323672	1	3	10	
27	96	3	-21935.08481094656	0.001475606446519861	14.97512533575418	3	10	11	
28	63	3	-21935.20993194647	0.001302060559744996	14.92078597592305	3	10	12	
29	60	3	-21935.22401485386	0.001283852275197199	14.91466984695608	3	7	10	
30	87	3	-21935.23397536383	0.001271127927504719	14.91034405243861	5	6	10	
31	71	3	-21935.28161716615	0.001211989029312384	14.88965348058115	3	10	14	
32	62	3	-21935.2996724842	0.001190302549206968	14.88181215558586	2	3	10	
33	55	3	-21935.30050933284	0.001189306862808893	14.8814487168371	3	9	10	
34	46	3	-21935.3595255383	0.001121149461287508	14.85581830446393	3	10	15	
35	67	3	-21935.36588496961	0.001114042211282442	14.85305643853614	3	10	16	
36	56	3	-21935.3680548383	0.001111627506719682	14.85211407654054	3	10	17	
37	63	3	-21935.43455392651	0.001040109582647738	14.82323388948068	3	10	18	
38	30	3	-21935.51868549051	0.0009561834524488488	14.78669601547882	5	8	10	
39	55	3	-21935.53897483267	0.0009369786048903573	14.77788446613762	5	10	17	
40	40	3	-21935.56246537405	0.0009152249728011022	14.7676826536386	5	10	14	
41	32	3	-21935.56588546328	0.0009121001683332265	14.76619732776014	5	10	16	
42	36	3	-21935.5824031739	0.0008971581057496161	14.75902377718219	5	9	10	
43	62	3	-21935.60178878798	0.0008799336378031107	14.75060471196073	1	5	10	
44	53	3	-21935.6099360279	0.0008727937321005406	14.74706641062165	5	10	13	
45	56	3	-21935.6100732587	0.0008726739661334816	14.747006812041	2	5	10	
46	32	3	-21935.62064229421	0.0008634992135459377	14.74241673824061	5	10	15	
47	39	3	-21935.62667975512	0.0008583015768513559	14.739794702283	5	10	11	
48	43	3	-21935.64437370798	0.0008432483970640589	14.73211031619083	5	10	18	
49	33	3	-21935.66290428612	0.0008277664049000244	14.72406258835749	5	10	12	
50	45	3	-21935.66554764176	0.0008255812133015927	14.72291459359191	5	7	10	
51	16	3	-21936.41800218428	0.0003890209105262112	14.3961277378915	6	10	13	
52	16	3	-21936.61029434163	0.000320967842631547	14.31261631504288	2	10	13	
53	10	3	-21937.10979936082	0.0001947732224874803	14.09568404152248	8	10	13	
54	8	3	-21937.12938124417	0.000190996296317564	14.08717973764031	2	6	10	
55	10	3	-21937.24018747878	0.0001709631100015905	14.03905720139019	10	13	17	
56	2	3	-21937.39368279937	0.0001466358762651406	13.97239503065758	7	10	13	
57	4	3	-21937.41588792021	0.0001434156935002384	13.96275146920826	1	10	13	
58	7	3	-21937.51101345193	0.0001304019794349054	13.92143897569435	10	13	16	
59	8	2	-21937.51500299575	0.0001298827714134549	13.15907943342696	6	10	
60	3	3	-21937.52289887217	0.0001288612712279176	13.916277203267	10	13	14	
61	4	3	-21937.54232024699	0.0001263827541895051	13.90784260735248	9	10	13	
62	9	3	-21937.57023386876	0.0001229037356869968	13.89571987544841	10	13	15	
63	6	3	-21937.59140236105	0.0001203293925184548	13.88652651605797	10	13	18	
64	14	3	-21937.60401616408	0.0001188211138248113	13.88104841100226	10	11	13	
65	4	3	-21937.6064825531	0.0001185284158373472	13.87997727186464	10	12	13	
66	4	2	-21937.62685231974	0.0001161384438900915	13.11050388921582	1	10	
67	5	3	-21938.38861595269	5.4218345461699e-05	13.54030105230778	2	10	11	
68	1	3	-21938.44777556256	5.110384395031678e-05	13.5146083601892	2	7	10	
69	1	3	-21938.46776500682	5.009244880108036e-05	13.50592705485102	2	8	10	
70	1	3	-21938.61711334826	4.314307563767709e-05	13.44106589428158	1	2	10	
71	2	4	-21939.01626899639	2.894409713564789e-05	13.95503387995206	1	3	5	10	
72	1	3	-21939.02972200227	2.855731952073379e-05	13.26187223266148	2	10	14	
73	2	3	-21939.05131191952	2.79473773482279e-05	13.25249585073628	2	10	16	
74	3	4	-21939.05887985871	2.773667160555815e-05	13.93652821757513	1	3	4	10	
75	3	3	-21939.08792731971	2.694258071504439e-05	13.23659398447973	2	10	15	
76	2	4	-21939.11586740036	2.620022191204377e-05	13.91177884269873	3	4	6	10	
77	1	3	-21939.11828396757	2.61369837552483e-05	13.22341025982283	2	10	18	
78	0	1	-21939.14028131718	2.556831689828883e-05	11.60937460424955	6	
79	1	4	-21939.30479438652	2.16897737670481e-05	13.82972889512667	1	3	8	10	
80	1	4	-21939.3657438982	2.040727352845919e-05	13.80325885852912	3	6	10	13	
81	1	4	-21939.3782929579	2.015278159174729e-05	13.79780887115063	3	5	6	10	
82	2	4	-21939.45016158062	1.875524975945157e-05	13.76659672488012	3	4	9	10	
83	2	4	-21939.46341801825	1.850826266229714e-05	13.76083952716814	2	3	5	10	
84	1	4	-21939.46379354931	1.850131353967237e-05	13.76067643610063	3	6	7	10	
85	2	4	-21939.47298121508	1.833210814623144e-05	13.75668628355761	2	3	4	10	
86	1	4	-21939.50747887495	1.771047736662224e-05	13.74170414023517	3	4	10	15	
87	3	4	-21939.51119378657	1.764480656463223e-05	13.74009077461877	3	4	10	16	
88	3	3	-21939.51966890764	1.749589659904244e-05	13.04909099523339	1	6	10	
89	1	4	-21939.5225291368	1.744592582334049e-05	13.73516789456139	3	4	10	13	
90	3	4	-21939.54556056549	1.704871297472169e-05	13.72516547217135	2	3	6	10	
91	1	4	-21939.54842275258	1.699998613451147e-05	13.72392244011291	3	8	10	13	
92	1	4	-21939.55386102242	1.690778655297024e-05	13.72156062953032	3	5	8	10	
93	2	4	-21939.56914127799	1.665139510547666e-05	13.7149244988568	3	6	10	14	
94	3	4	-21939.58295039643	1.64230343771615e-05	13.70892727491446	3	4	7	10	
95	1	4	-21939.58510443876	1.638769653919743e-05	13.70799178621698	4	6	9	10	
96	3	4	-21939.61912142618	1.583961142504925e-05	13.69321839629037	4	6	10	13	
97	1	4	-21939.62101251269	1.580968565468736e-05	13.69239710785699	2	4	6	10	
98	7	4	-21939.64376260201	1.54540743261351e-05	13.68251686959946	4	6	7	10	
99	3	4	-21939.64716585194	1.540156964281051e-05	13.68103885693679	1	4	6	10	
100	1	4	-21939.6764525592	1.495704942008316e-05	13.66831980157736	3	6	10	11	
101	1	4	-21939.68244723814	1.48676549243234e-05	13.66571634559424	4	6	10	18	
102	2	4	-21939.68443269785	1.483816507970168e-05	13.66485407140037	4	6	10	15	
103	1	4	-21939.69262532549	1.471709812374908e-05	13.66129605842412	3	6	10	16	
104	1	4	-21939.70601415079	1.45213666988718e-05	13.65548136547701	3	5	9	10	
105	1	4	-21939.71797225788	1.434875276561089e-05	13.65028802555209	2	3	10	13	
106	1	4	-21939.7375056219	1.40711930176141e-05	13.64180479334424	3	6	10	18	
107	1	4	-21939.76151599474	1.373736216615331e-05	13.63137722091171	3	5	10	11	
108	1	4	-21939.7623139531	1.372640469564368e-05	13.63103067200206	3	5	10	15	
109	2	4	-21939.80162085335	1.319732856501283e-05	13.61395990212146	3	10	13	14	
110	1	4	-21939.83647890833	1.274522093475773e-05	13.59882124119383	4	8	10	16	
111	1	4	-21939.85589603272	1.250013255059004e-05	13.59038849121555	3	5	7	10	
112	1	4	-21939.87089091295	1.231409286743611e-05	13.58387629747723	2	4	8	10	
113	1	4	-21939.8944843402	1.202696173611982e-05	13.57362980221355	3	10	13	17	
114	2	4	-21939.91124303591	1.182708505817864e-05	13.56635159313945	1	3	7	10	
115	1	4	-21939.9191631201	1.173378351459285e-05	13.56291194428105	4	8	10	18	
116	2	4	-21939.92966683945	1.161118016847056e-05	13.55835023692955	4	8	10	15	
117	1	4	-21939.9329327719	1.157332069522945e-05	13.55693186048679	3	10	13	16	
118	1	4	-21939.93679540755	1.152870339980702e-05	13.55525433913959	4	8	10	11	
119	3	4	-21939.937081089	1.152541033346879e-05	13.55513026926074	2	4	10	14	
120	1	4	-21939.93874143562	1.150629003496113e-05	13.55440918988675	4	10	14	16	
121	7	4	-21939.94623592825	1.142037856265116e-05	13.55115437309246	3	7	10	13	
122	3	4	-21939.9563890624	1.130501258117532e-05	13.54674492295405	2	4	9	10	
123	1	4	-21939.95746806913	1.129282097517532e-05	13.54627631628768	4	9	10	16	
124	1	4	-21939.98102224259	1.10299360830981e-05	13.53604686872581	2	4	10	16	
125	3	4	-21940.0040287961	1.077907209147303e-05	13.52605524949011	4	10	15	16	
126	2	4	-21940.00786795327	1.073776887508036e-05	13.52438792471652	4	9	10	17	
127	1	4	-21940.00935187935	1.072184663639825e-05	13.52374346380673	4	5	10	16	
128	2	4	-21940.01493113237	1.066219330648002e-05	13.52132042500929	1	3	10	14	
129	2	4	-21940.02623511983	1.054234665573659e-05	13.51641116563211	4	10	14	15	
130	1	4	-21940.02789632613	1.052484818131929e-05	13.51568971290074	4	10	13	18	
131	1	4	-21940.03303516965	1.047090136428274e-05	13.51345794151646	1	4	10	17	
132	1	4	-21940.03722970387	1.042707279471181e-05	13.51163627845214	1	3	9	10	
133	4	4	-21940.03741230444	1.042516897911879e-05	13.51155697603297	1	4	5	10	
