Sweep	Move_type	nBreakpoints	Chain_l	Chain_r
28023	1	1	1	2
28026	2	2	1	2
28028	1	1	1	2
28031	2	2	1	2
28036	3	3	1	2
28039	3	7	1	2
28046	2	2	2	1
28050	1	1	1	2
28055	2	2	2	1
28056	3	7	2	1
28058	2	2	1	2
28061	3	4	1	2
28064	1	1	1	2
28065	2	2	2	1
28066	2	2	2	1
28067	2	2	1	2
28070	1	1	1	2
28072	1	1	1	2
28073	1	1	1	2
28074	2	2	1	2
28077	1	1	1	3
28082	2	2	1	2
28086	2	2	1	2
28088	3	7	2	1
28090	2	2	1	2
28092	2	2	1	2
28093	1	1	1	2
28094	1	1	2	1
28096	2	2	1	2
28097	3	7	2	1
28098	2	2	2	1
28099	1	1	1	2
28100	1	1	2	1
28101	2	2	2	1
28103	3	4	1	2
28107	3	8	2	1
28108	1	1	2	1
28109	2	2	2	1
28114	2	2	1	2
28118	1	1	2	1
28121	3	2	1	2
28122	1	1	2	1
28128	3	3	1	2
28129	2	2	1	2
28135	3	3	1	2
28136	2	2	2	1
28138	1	1	1	2
28141	3	7	1	2
28142	1	1	2	1
28148	1	1	1	2
28149	3	8	1	2
28150	1	1	1	2
28151	2	2	1	2
28156	3	1	1	2
28161	1	1	1	2
28164	3	2	1	2
28171	2	2	2	1
28175	1	1	1	2
28177	3	7	2	1
28181	2	2	1	2
28186	1	1	1	2
28191	3	3	2	1
28193	2	2	1	2
28209	1	1	1	2
28210	3	2	1	2
28216	2	2	1	2
28229	3	3	1	2
28231	2	2	1	2
28234	2	2	1	2
28237	3	7	1	2
28244	3	1	1	2
28250	3	4	2	1
28251	2	2	2	1
28255	3	3	1	2
28258	1	1	1	2
28260	3	3	1	2
28270	2	2	1	2
28275	1	1	1	3
28277	3	3	1	2
28278	1	1	1	2
28280	2	2	1	3
28282	2	2	2	1
28286	3	1	1	2
28290	2	2	2	1
28295	1	1	2	1
28301	2	2	1	2
28303	2	2	2	1
28305	2	2	1	3
28306	3	3	1	3
28308	2	2	1	3
28309	3	7	1	3
28310	1	1	3	1
28318	1	1	1	2
28322	1	1	2	1
28339	3	3	1	3
28341	3	7	1	2
28342	2	2	1	2
28345	1	1	1	3
28354	2	2	1	2
28365	1	1	1	2
28373	1	1	1	2
28374	1	1	1	2
28377	3	3	2	3
28380	1	1	1	2
28381	2	2	1	3
28383	1	1	1	2
28398	1	1	1	2
28421	3	2	1	3
28423	1	1	1	3
28431	1	1	1	2
28438	2	2	1	2
28441	3	4	1	2
28450	3	7	1	2
28451	1	1	1	3
28452	3	7	1	2
28458	3	2	1	3
28468	3	7	2	1
28470	3	1	2	1
28471	1	1	1	2
28475	3	4	2	1
28477	1	1	1	2
28478	3	7	2	1
28484	1	1	2	1
28485	2	2	2	3
28491	3	4	1	2
28499	3	4	1	2
28501	1	1	1	3
28503	1	1	1	2
28504	3	7	1	2
28514	1	1	1	2
28516	1	1	1	2
28518	2	2	1	2
28523	3	1	1	2
28528	3	7	1	2
28532	2	2	1	2
28540	3	7	1	2
28544	2	2	1	2
28551	3	1	1	3
28556	3	3	1	2
28557	1	1	2	1
28561	3	2	1	2
28564	2	2	1	3
28567	2	2	1	2
28570	3	2	1	3
28614	3	4	1	2
28615	3	3	1	2
28620	1	1	1	2
28621	1	1	2	1
28623	3	3	1	2
28625	1	1	1	2
28626	2	2	1	2
28632	2	2	1	2
28633	2	2	1	2
28637	3	2	2	1
28645	3	2	1	2
28658	2	2	1	2
28663	3	2	1	2
28668	1	1	1	2
28671	3	7	2	1
28673	2	2	1	2
28675	3	7	1	2
28676	3	7	1	2
28677	3	7	1	2
28679	3	2	2	1
28680	1	1	2	1
28681	2	2	1	2
28684	3	4	2	1
28685	2	2	2	1
28686	1	1	1	2
28687	2	2	2	1
28691	3	1	1	2
28696	3	1	1	3
28698	2	2	1	2
28710	3	2	2	1
28714	3	2	1	3
28726	3	2	1	2
28730	1	1	2	1
28733	1	1	1	2
28735	1	1	2	1
28737	3	2	1	2
28740	3	3	1	2
28743	3	1	1	2
28747	2	2	1	2
28752	2	2	2	1
28754	2	2	1	2
28757	2	2	1	2
28759	1	1	2	1
28761	3	3	1	2
28764	1	1	1	3
28766	3	7	1	3
28775	2	2	1	2
28779	2	2	1	3
28792	2	2	3	1
28793	2	2	1	2
28794	1	1	1	2
28802	2	2	2	1
28805	3	3	2	1
28806	3	6	1	2
28808	3	7	1	2
28813	2	2	2	1
28815	1	1	2	1
28818	1	1	2	1
28820	3	2	1	2
28822	2	2	1	2
28826	2	2	1	2
28830	3	2	1	2
28837	3	3	1	2
28839	3	2	1	2
28840	2	2	1	2
28843	2	2	1	2
28848	3	3	1	2
28854	2	2	1	3
28855	2	2	1	2
28856	1	1	1	2
28857	3	2	1	3
28858	3	2	1	2
28860	2	2	1	2
28863	1	1	2	1
28866	3	2	1	2
28873	3	8	2	1
28874	1	1	1	2
28875	1	1	2	1
28877	2	2	2	1
28878	3	7	1	2
28879	2	2	2	1
28881	2	2	1	2
28884	3	6	1	2
28885	1	1	1	2
28886	1	1	1	2
28888	2	2	1	3
28891	2	2	2	1
28893	1	1	1	2
28894	1	1	1	3
28896	2	2	1	2
28898	1	1	1	2
28914	2	2	1	2
28925	2	2	1	2
28926	2	2	1	2
28927	3	3	1	2
28935	3	4	1	2
28938	2	2	1	2
28943	3	1	1	2
28959	3	3	2	1
28964	2	2	2	1
28966	1	1	1	2
28970	1	1	1	2
28971	2	2	1	2
28974	3	1	1	2
28976	3	4	2	1
28977	1	1	2	1
28978	3	3	1	2
28979	1	1	2	1
28981	1	1	1	2
28982	2	2	1	2
28983	1	1	1	2
28984	2	2	1	2
28992	3	7	2	1
28994	3	2	1	2
29000	1	1	1	2
29001	3	4	1	2
29003	3	7	2	1
29004	3	2	1	2
29007	3	7	2	1
29009	3	3	2	1
29011	1	1	2	1
29012	2	2	1	2
29018	3	1	2	1
29019	1	1	2	1
29021	3	4	2	1
29027	2	2	2	1
29035	3	7	2	1
29038	1	1	1	2
29039	1	1	1	2
29042	3	7	2	1
29046	3	2	1	3
29056	2	2	2	1
29060	3	1	2	1
29061	1	1	2	1
29064	3	3	1	2
29068	2	2	1	2
29081	2	2	1	2
29082	3	4	2	1
29083	2	2	1	2
29084	3	7	1	2
29092	1	1	2	1
29098	1	1	1	2
29103	1	1	3	1
29106	3	3	1	3
29109	2	2	1	2
29111	3	2	1	2
29112	3	1	1	2
29114	1	1	2	1
29115	3	3	1	2
29121	3	3	2	1
29122	2	2	2	1
29127	1	1	1	2
29132	3	3	2	1
29144	3	3	2	1
29145	1	1	2	1
29146	1	1	2	1
29156	1	1	3	1
29162	2	2	2	1
29165	3	3	2	1
29169	1	1	2	1
29173	1	1	1	2
29174	2	2	1	2
29179	3	3	1	2
29185	1	1	2	1
29187	2	2	1	2
29188	2	2	1	2
29194	2	2	1	2
29212	3	2	1	2
29214	3	2	1	2
29216	3	4	1	2
29220	1	1	1	3
29226	1	1	1	2
29232	2	2	2	1
29234	3	2	1	2
29252	3	2	1	3
29259	3	2	1	2
29260	2	2	3	1
29261	3	7	1	3
29266	3	3	1	2
29268	1	1	1	2
29269	3	4	2	1
29270	1	1	1	2
29271	1	1	2	1
29272	1	1	1	2
29279	1	1	2	1
29281	3	2	1	2
29284	2	2	1	2
29288	2	2	2	1
29289	2	2	1	2
29296	1	1	2	1
29297	3	3	1	2
29300	3	4	1	2
29302	3	4	1	2
29308	2	2	1	2
29314	2	2	1	2
29330	1	1	1	2
29331	2	2	1	2
29332	1	1	1	2
29333	1	1	2	1
29335	2	2	1	2
29337	2	2	1	2
29338	3	2	2	1
29339	2	2	1	2
29340	1	1	1	2
29346	2	2	3	1
29351	3	2	1	3
29355	1	1	2	1
29356	3	2	1	2
29358	1	1	1	2
29361	1	1	2	1
29363	2	2	2	1
29369	3	3	1	2
29372	2	2	1	3
29377	1	1	1	2
29378	3	2	2	1
29382	3	2	2	1
29383	3	3	2	1
29392	1	1	1	2
29394	2	2	1	2
29402	3	3	1	2
29408	3	3	1	3
29417	3	7	1	2
29423	2	2	1	3
29427	3	4	1	2
29428	3	3	1	2
29432	1	1	1	2
29437	2	2	1	2
29438	2	2	1	2
29440	2	2	1	2
29447	1	1	2	1
29449	3	2	1	2
29451	1	1	1	2
29461	2	2	1	2
29464	1	1	1	2
29467	3	1	1	2
29471	3	1	2	1
29477	3	1	2	1
29478	3	8	1	2
29483	1	1	2	1
29484	3	7	2	1
29485	1	1	1	2
29486	2	2	1	2
29488	1	1	2	1
29489	2	2	2	1
29491	1	1	1	3
29499	2	2	1	2
29506	1	1	1	2
29507	2	2	1	2
29509	3	2	1	2
29510	3	2	1	2
29515	1	1	1	2
29516	1	1	1	2
29517	1	1	2	1
29518	3	2	1	2
29520	3	2	2	1
29523	1	1	1	2
29524	3	2	1	3
29529	3	7	1	3
29530	1	1	1	2
29533	3	2	2	1
29535	3	7	1	2
29539	2	2	1	2
29540	2	2	2	1
29544	1	1	2	1
29548	1	1	1	2
29550	3	7	2	1
29555	2	2	1	2
29564	3	3	1	2
29565	1	1	1	2
29566	1	1	1	2
29567	3	8	1	2
29568	2	2	1	2
29574	3	7	1	2
29581	3	2	1	2
29582	2	2	1	2
29583	2	2	2	1
29584	1	1	1	2
29586	1	1	2	1
29588	1	1	1	2
29594	3	1	1	2
29595	2	2	1	2
29596	1	1	1	2
29609	3	2	1	2
29610	1	1	1	2
29617	3	1	1	2
29621	2	2	1	2
29622	2	2	1	2
29623	2	2	1	2
29629	1	1	1	2
29631	1	1	1	2
29632	2	2	1	2
29633	2	2	1	2
29637	1	1	1	3
29643	3	7	1	3
29644	3	2	1	2
29645	2	2	1	2
29648	1	1	1	2
29649	2	2	1	2
29651	3	4	1	2
29652	2	2	1	2
29656	3	7	1	2
29658	3	7	1	2
29663	3	3	1	2
29664	2	2	2	1
29665	3	2	3	1
29666	3	4	2	1
29670	3	2	1	2
29674	2	2	1	2
29684	1	1	2	1
29688	1	1	1	2
29689	3	1	1	2
29691	1	1	1	2
29701	2	2	1	2
29703	2	2	2	1
29704	1	1	2	1
29709	3	6	1	2
29710	2	2	1	2
29711	3	1	2	1
29712	2	2	1	2
29714	3	3	3	1
29715	3	1	1	2
29716	1	1	2	1
29717	3	7	2	1
29719	3	3	1	2
29720	1	1	3	1
29723	3	3	1	2
29724	1	1	1	2
29727	1	1	1	2
29728	3	7	1	2
29735	1	1	2	1
29736	2	2	1	2
29737	1	1	1	2
29738	3	6	1	2
29739	1	1	1	2
29745	3	2	1	2
29747	2	2	1	3
29757	2	2	1	2
29759	2	2	1	2
29767	1	1	1	2
29768	3	7	1	2
29773	3	2	1	2
29779	3	4	1	2
29781	1	1	1	2
29782	3	7	2	1
29788	3	4	1	2
29792	3	3	1	3
29797	1	1	2	1
29803	2	2	1	2
29810	3	3	2	1
29811	2	2	1	2
29812	2	2	1	2
29815	1	1	1	2
29816	2	2	2	1
29817	1	1	2	1
29818	2	2	2	1
29819	2	2	1	2
29822	3	8	3	1
29825	2	2	1	3
29826	2	2	1	2
29827	3	8	2	1
29828	1	1	3	1
29830	2	2	1	2
29837	1	1	1	2
29839	2	2	1	2
29841	1	1	1	2
29844	2	2	1	2
29845	1	1	1	2
29847	3	3	1	2
29848	1	1	1	2
29858	1	1	1	2
29859	3	2	3	1
29864	2	2	1	3
29872	3	7	1	2
29880	1	1	1	3
29883	1	1	1	3
29886	2	2	1	2
29891	1	1	3	1
29896	3	2	1	2
29900	1	1	1	2
29906	3	2	1	2
29915	2	2	1	2
29920	3	7	1	2
29922	2	2	1	2
29924	2	2	1	2
29927	2	2	1	2
29930	3	3	1	2
29935	3	3	2	1
29937	3	3	1	2
29941	1	1	2	1
29943	3	3	1	2
29948	2	2	2	1
29951	2	2	1	2
29952	3	3	1	2
29958	3	2	1	2
29959	1	1	1	2
29971	3	4	1	2
29972	1	1	1	3
29973	1	1	1	3
29974	2	2	1	2
29980	1	1	1	2
29988	2	2	1	3
29995	3	2	1	2
30003	1	1	1	3
30006	2	2	1	2
30008	2	2	1	2
30009	1	1	2	1
30012	3	2	2	1
30019	1	1	2	1
30021	1	1	1	2
30028	2	2	1	2
30030	3	7	2	1
30032	3	7	1	2
30035	2	2	1	2
30043	2	2	1	2
30044	3	8	2	1
30045	1	1	1	2
30048	3	3	1	2
30051	3	3	1	2
30062	2	2	2	1
30063	1	1	1	2
30064	2	2	1	2
30065	2	2	1	2
30066	2	2	2	1
30067	1	1	3	1
30070	1	1	1	2
30071	3	2	1	2
30084	2	2	1	2
30086	2	2	1	3
30087	3	2	2	1
30091	2	2	1	3
30094	1	1	1	2
30095	1	1	1	2
30096	1	1	1	2
30103	1	1	1	2
30107	3	3	1	2
30114	3	3	3	1
30115	3	7	2	1
30118	2	2	1	2
30121	1	1	1	2
30130	3	3	1	2
30131	1	1	1	2
30139	3	1	1	2
30142	1	1	2	1
30156	1	1	1	2
30167	2	2	1	3
30168	2	2	1	2
30176	3	2	1	2
30177	1	1	1	2
30179	3	2	1	2
30181	2	2	1	2
30182	2	2	2	1
30183	2	2	2	1
30184	2	2	2	1
30185	3	2	2	1
30186	3	7	1	2
30187	2	2	1	2
30188	2	2	1	2
30194	1	1	1	2
30195	1	1	1	2
30196	3	2	1	2
30208	1	1	2	1
30210	3	4	1	2
30211	3	3	1	2
30212	2	2	1	2
30213	2	2	1	2
30218	3	2	2	1
30219	1	1	2	1
30225	3	2	1	2
30226	1	1	1	2
30229	2	2	1	2
30232	3	1	1	2
30238	3	2	1	2
30240	2	2	1	2
30246	3	2	1	3
30248	1	1	1	3
30250	1	1	1	2
30252	2	2	1	2
30255	1	1	1	2
30263	2	2	2	1
30265	3	4	1	2
30270	3	6	2	1
30274	1	1	1	2
30277	1	1	1	2
30280	3	6	1	2
30288	2	2	1	2
30290	1	1	3	1
30293	3	3	1	2
30294	1	1	1	2
30296	1	1	1	2
30297	3	2	1	2
30299	2	2	1	2
30300	1	1	1	2
30301	3	2	1	2
30302	3	2	1	2
30304	1	1	1	2
30309	3	3	1	2
30313	3	2	1	2
30317	2	2	2	1
30318	3	4	1	2
30319	2	2	2	1
30323	2	2	2	1
30324	1	1	2	1
30327	2	2	1	2
30328	1	1	2	1
30329	3	7	2	1
30333	2	2	1	2
30335	1	1	1	2
30341	2	2	1	2
30345	2	2	1	2
30347	3	7	1	2
30351	2	2	1	2
30353	3	1	1	3
30354	2	2	1	2
30365	2	2	1	2
30374	2	2	2	1
30377	2	2	1	2
30382	3	2	2	1
30383	3	7	1	2
30385	3	6	1	2
30386	1	1	2	1
30394	3	1	2	1
30395	2	2	1	2
30397	1	1	1	3
30399	2	2	2	1
30400	3	4	2	1
30401	2	2	1	2
30403	1	1	1	2
30407	2	2	1	2
30409	2	2	1	2
30412	3	7	1	2
30418	3	3	2	1
30422	2	2	1	2
30430	2	2	1	2
30431	3	1	2	1
30435	3	3	2	1
30453	3	4	1	2
30460	3	2	1	2
30465	2	2	1	2
30466	1	1	1	2
30467	1	1	2	1
30468	1	1	1	2
30469	3	3	2	1
30470	1	1	1	2
30473	1	1	1	2
30480	1	1	1	2
30483	2	2	1	2
30485	1	1	1	2
30491	2	2	1	2
30494	2	2	1	2
30499	3	2	1	2
30503	1	1	1	2
30506	2	2	1	2
30507	3	7	1	2
30511	3	2	1	2
30514	3	2	1	2
30528	3	2	1	2
30529	1	1	1	2
30541	3	3	1	2
30543	1	1	1	3
30544	1	1	1	3
30546	2	2	1	2
30555	1	1	1	2
30559	3	2	2	1
30560	2	2	1	2
30562	2	2	1	2
30564	2	2	2	1
30570	3	1	1	2
30573	2	2	1	2
30576	2	2	1	3
30579	1	1	1	3
30582	1	1	1	3
30587	2	2	1	2
30588	2	2	2	1
30590	1	1	1	2
30597	3	6	1	2
30600	3	7	1	2
30601	1	1	2	1
30603	2	2	1	2
30604	1	1	1	2
30605	3	2	2	1
30606	1	1	1	2
30607	1	1	2	1
30614	1	1	1	2
30616	2	2	1	2
30617	3	3	2	1
30627	1	1	2	1
30628	3	4	1	2
30632	1	1	1	2
30634	1	1	2	1
30639	2	2	2	1
30641	1	1	1	2
30647	3	8	1	2
30653	2	2	1	2
30654	1	1	1	2
30656	3	3	2	1
30658	1	1	1	2
30659	1	1	2	1
30660	3	3	1	2
30661	2	2	1	2
30667	1	1	1	2
30668	1	1	2	1
30669	3	1	2	1
30675	2	2	1	2
30685	2	2	1	2
30688	2	2	1	2
30698	2	2	2	1
30701	2	2	2	1
30702	2	2	2	1
30705	3	7	2	1
30712	1	1	1	3
30715	3	3	2	1
30718	3	3	2	1
30720	1	1	1	2
30721	1	1	1	2
30722	2	2	1	2
30726	1	1	2	1
30728	3	7	1	2
30729	2	2	1	3
30735	1	1	1	3
30739	1	1	1	2
30740	2	2	1	2
30747	3	2	1	3
30749	3	2	1	2
30751	2	2	2	1
30754	3	1	1	2
30767	1	1	2	1
30768	1	1	2	1
30771	3	7	1	2
30777	2	2	1	2
30781	3	7	1	2
30782	2	2	1	2
30783	3	7	1	2
30795	3	2	1	3
30799	1	1	1	3
30804	2	2	1	2
30805	2	2	2	1
30818	3	2	1	3
30826	2	2	2	1
30829	3	4	1	2
30832	1	1	1	2
30834	2	2	2	1
30836	1	1	1	2
30837	2	2	1	2
30851	1	1	1	2
30852	1	1	1	2
30860	1	1	2	1
30861	3	2	2	1
30862	1	1	2	1
30873	1	1	1	2
30883	3	4	1	3
30898	1	1	1	2
30899	2	2	1	2
30900	3	1	1	2
30903	3	4	1	3
30907	1	1	1	2
30911	1	1	2	1
30920	3	1	1	3
30944	3	2	1	2
30948	3	2	1	2
30960	1	1	1	2
30962	2	2	1	2
30965	3	2	1	2
30968	1	1	2	1
30969	2	2	1	2
30970	1	1	1	2
30976	1	1	1	2
30982	1	1	1	2
30985	1	1	2	1
30986	2	2	2	1
30990	2	2	1	3
30991	2	2	1	2
30992	2	2	1	2
30995	3	7	1	2
30996	3	7	1	2
31002	3	7	1	2
31004	3	2	1	3
31005	1	1	1	3
31017	3	4	1	2
31021	2	2	1	2
31025	3	1	1	2
31026	2	2	1	2
31029	2	2	1	2
31030	3	1	1	2
31032	1	1	1	2
31033	1	1	1	2
31036	1	1	1	2
31039	3	2	2	1
31040	2	2	2	1
31041	2	2	1	2
31045	1	1	2	1
31046	3	3	2	1
31047	3	4	1	2
31048	1	1	1	2
31050	1	1	1	2
31054	3	4	1	2
31056	2	2	1	3
31057	2	2	1	3
31058	3	4	1	2
31059	1	1	1	2
31064	1	1	2	1
31071	2	2	2	1
31076	2	2	1	2
31081	1	1	1	2
31085	3	6	1	2
31088	2	2	1	2
31096	3	2	2	1
31097	1	1	2	1
31101	3	3	1	2
31104	1	1	2	1
31105	1	1	1	2
31107	1	1	1	2
31115	1	1	1	3
31120	2	2	1	3
31121	2	2	1	3
31123	2	2	1	2
31124	2	2	1	2
31125	3	2	2	1
31129	1	1	2	1
31132	2	2	1	2
31133	2	2	1	2
31134	2	2	2	1
31136	3	2	1	2
31140	1	1	1	2
31142	2	2	1	2
31143	2	2	1	2
31144	2	2	2	1
31148	2	2	1	2
31150	1	1	1	2
31152	1	1	1	2
31158	3	3	2	1
31159	2	2	2	1
31164	3	2	2	1
31170	1	1	1	2
31173	3	4	2	1
31177	2	2	1	2
31178	2	2	2	1
31180	3	6	1	2
31185	3	1	2	1
31186	3	1	1	2
31207	2	2	1	2
31210	3	7	2	1
31214	1	1	1	2
31215	2	2	1	2
31218	1	1	2	1
31222	3	4	2	1
31223	2	2	1	2
31224	2	2	2	1
31226	3	1	1	2
31230	1	1	1	2
31243	3	4	1	2
31244	3	3	1	2
31247	3	2	1	2
31250	2	2	2	1
31251	1	1	1	2
31253	1	1	1	2
31254	3	2	1	2
31255	1	1	2	1
31256	1	1	2	1
31257	2	2	2	1
31272	1	1	1	2
31277	3	3	1	2
31278	2	2	1	2
31284	2	2	1	3
31288	2	2	1	2
31291	1	1	1	2
31293	3	3	1	2
31296	1	1	1	2
31301	3	1	1	2
31302	2	2	1	2
31309	1	1	1	2
31311	1	1	1	2
31316	2	2	1	2
31330	2	2	1	2
31334	3	2	1	2
31335	2	2	1	2
31337	1	1	1	2
31343	1	1	1	2
31344	1	1	2	1
31348	3	1	1	3
31352	2	2	1	2
31354	2	2	1	2
31355	2	2	1	2
31358	2	2	3	1
31363	1	1	1	2
31364	3	4	1	2
31366	2	2	1	2
31369	2	2	1	2
31372	2	2	1	2
31374	1	1	1	2
31375	1	1	1	2
31376	1	1	1	2
31383	3	2	1	2
31385	2	2	1	2
31386	3	3	1	2
31393	3	3	2	1
31394	2	2	1	2
31395	3	2	1	2
31396	1	1	1	2
31398	2	2	2	1
31400	2	2	2	1
31401	1	1	1	2
31406	2	2	2	1
31412	3	3	1	3
31414	2	2	1	3
31415	2	2	1	2
31422	3	8	1	2
31423	1	1	1	2
31431	2	2	1	2
31433	1	1	1	2
31436	3	6	1	2
31437	3	3	2	1
31442	1	1	1	2
31444	2	2	1	2
31447	1	1	1	2
31452	1	1	2	1
31458	3	6	1	2
31467	1	1	2	1
31469	3	2	1	2
31471	3	3	1	2
31477	2	2	1	2
31480	3	7	1	2
31483	2	2	1	2
31485	1	1	1	2
31489	1	1	1	2
31491	1	1	1	3
31493	3	7	1	3
31496	3	4	1	3
31498	1	1	1	2
31511	1	1	1	2
31512	1	1	1	2
31514	3	7	2	1
31519	3	3	1	2
31522	3	3	1	2
31525	2	2	1	2
31527	1	1	1	2
31529	3	2	1	2
31531	2	2	1	2
31532	1	1	1	2
31533	2	2	1	3
31541	1	1	1	2
31542	2	2	1	2
31543	3	1	1	2
31544	1	1	1	2
31546	1	1	2	1
31549	3	3	1	2
31550	2	2	1	2
31551	1	1	2	1
31558	1	1	1	2
31561	1	1	1	2
31563	2	2	1	2
31566	2	2	1	2
31567	2	2	2	1
31569	3	3	1	2
31570	3	2	1	2
31577	3	3	1	2
31581	1	1	2	1
31582	1	1	2	1
31583	3	8	1	2
31586	2	2	1	3
31593	2	2	1	2
31597	1	1	1	2
31598	3	8	1	2
31599	3	2	1	2
31600	1	1	2	1
31601	2	2	2	1
31603	1	1	1	2
31610	2	2	1	3
31614	1	1	2	1
31615	1	1	1	2
31616	2	2	2	1
31619	2	2	1	2
31622	1	1	1	2
31627	3	4	1	2
31629	3	3	1	2
31630	2	2	1	3
31633	3	3	2	1
31634	1	1	2	1
31639	3	7	2	1
31641	3	2	1	2
31642	2	2	1	3
31647	2	2	1	2
31649	3	2	1	2
31650	1	1	1	2
31652	1	1	1	2
31653	2	2	2	1
31654	2	2	1	2
31655	2	2	1	2
31660	2	2	1	2
31673	3	3	1	3
31679	1	1	2	1
31684	3	2	2	1
31685	3	3	1	2
31686	2	2	1	2
31688	2	2	1	2
31689	1	1	1	2
31692	3	2	1	2
31700	3	2	1	2
31702	3	2	2	1
31706	2	2	2	1
31708	3	7	2	1
31709	1	1	1	2
31710	3	2	1	2
31712	2	2	1	2
31713	3	2	1	2
31715	3	7	1	2
31720	3	3	1	2
31726	3	7	1	2
31729	3	2	2	1
31730	1	1	2	1
31736	2	2	1	2
31739	2	2	1	2
31750	1	1	2	1
31752	2	2	1	2
31753	3	7	1	2
31754	2	2	1	2
31756	3	3	1	2
31768	2	2	1	2
31772	1	1	1	2
31777	2	2	1	2
31779	1	1	1	2
31781	2	2	2	1
31789	2	2	2	1
31804	3	4	1	2
31808	1	1	1	2
31809	3	2	1	2
31816	1	1	1	2
31820	2	2	1	2
31821	3	2	1	2
31823	3	3	2	1
31828	3	4	1	2
31829	2	2	2	1
31830	1	1	1	2
31831	1	1	1	2
31833	3	8	2	1
31834	1	1	2	1
31847	3	4	1	2
31851	1	1	1	2
31856	1	1	1	2
31859	3	2	1	2
31861	3	4	2	1
31862	2	2	1	2
31867	3	3	1	2
31869	1	1	1	2
31873	1	1	1	2
31875	1	1	2	1
31876	2	2	2	1
31881	3	3	1	2
31889	3	2	2	1
31891	1	1	2	3
31903	3	3	1	2
31904	3	4	1	2
31912	1	1	1	2
31914	2	2	1	2
31919	2	2	1	2
31924	1	1	1	3
31930	3	2	1	2
31934	1	1	1	2
31936	3	3	1	2
31944	3	2	1	2
31946	3	8	1	2
31948	1	1	2	1
31950	2	2	1	2
31953	2	2	1	2
31954	3	2	1	2
31962	1	1	1	2
31963	1	1	1	2
31965	1	1	1	2
31966	3	3	1	2
31967	3	3	1	2
31972	2	2	2	1
31980	2	2	2	1
31988	1	1	1	2
31992	1	1	1	2
31996	3	2	2	1
31998	3	2	2	1
32005	1	1	2	1
32012	3	1	1	2
32021	3	3	2	1
32023	2	2	1	2
32024	3	2	1	2
32025	1	1	1	2
32026	2	2	2	1
32027	3	8	2	1
32028	2	2	2	1
32029	2	2	1	2
32032	1	1	2	1
32033	3	3	1	2
32034	2	2	1	2
32035	2	2	2	1
32041	3	4	1	3
32044	3	2	1	3
32045	3	2	1	2
32046	2	2	1	3
32048	2	2	1	2
32049	2	2	2	1
32053	3	7	2	1
32056	1	1	1	2
32058	3	3	1	2
32060	1	1	2	1
32061	2	2	2	1
32066	3	3	1	2
32068	2	2	1	2
32069	2	2	2	1
32070	1	1	1	2
32079	1	1	1	2
32083	2	2	1	2
32089	3	4	2	1
32095	1	1	1	2
32097	2	2	1	2
32098	3	2	1	2
32101	2	2	2	1
32104	2	2	1	2
32110	3	3	1	2
32113	1	1	1	2
32114	1	1	1	2
32124	3	7	1	2
32127	3	3	1	2
32128	2	2	1	2
32129	1	1	1	3
32134	1	1	1	2
32136	1	1	1	3
32137	1	1	1	2
32140	3	7	2	1
32143	1	1	2	1
32144	1	1	1	2
32153	3	7	1	2
32154	1	1	1	2
32155	1	1	1	2
32156	2	2	1	2
32160	3	3	1	2
32167	3	2	1	2
32168	1	1	2	1
32170	2	2	2	1
32173	3	3	2	1
32175	2	2	2	1
32184	2	2	2	1
32190	3	1	1	2
32194	3	3	1	2
32198	3	3	1	2
32200	3	3	1	2
32206	2	2	1	2
32210	3	2	1	2
32215	2	2	1	2
32219	1	1	2	1
32220	3	3	1	2
32226	2	2	1	2
32228	1	1	1	2
32229	3	2	2	1
32233	3	2	1	3
32235	1	1	1	2
32239	2	2	1	2
32263	3	3	1	2
32266	1	1	1	2
32268	2	2	2	1
32270	2	2	1	2
32275	3	3	1	2
32280	2	2	1	2
32281	1	1	1	2
32284	3	2	1	2
32288	3	2	1	3
32289	1	1	1	2
32293	3	2	1	2
32295	2	2	1	2
32297	3	3	1	2
32299	2	2	1	2
32301	3	2	1	2
32305	2	2	1	2
32309	1	1	1	3
32310	1	1	1	3
32312	2	2	1	2
32314	2	2	1	2
32315	3	2	2	1
32321	3	3	2	1
32327	3	2	2	1
32329	1	1	1	2
32333	3	3	1	2
32339	1	1	1	2
32340	3	1	1	2
32343	1	1	2	1
32347	1	1	1	2
32348	2	2	1	2
32351	2	2	1	2
32352	3	3	2	1
32367	2	2	1	2
32372	3	6	1	2
32373	1	1	1	2
32374	1	1	1	2
32382	3	1	1	2
32383	1	1	2	1
32385	2	2	3	1
32386	3	7	3	1
32387	2	2	1	3
32388	3	8	1	2
32390	3	8	2	3
32393	2	2	1	2
32394	2	2	2	1
32395	1	1	2	1
32403	2	2	2	1
32404	2	2	1	2
32410	3	2	2	1
32412	2	2	2	1
32418	1	1	3	1
32421	3	7	1	2
32423	2	2	1	3
32426	2	2	1	2
32428	3	2	1	2
32431	1	1	2	1
32439	1	1	1	2
32443	2	2	1	2
32447	1	1	1	2
32448	2	2	2	1
32450	3	7	2	1
32453	3	7	1	2
32454	3	2	2	1
32455	3	8	1	2
32457	2	2	1	2
32458	3	3	1	2
32459	3	2	1	2
32466	3	1	2	1
32468	3	4	2	1
32473	1	1	2	1
32478	3	1	1	3
32482	1	1	2	1
32485	3	2	1	2
32486	1	1	1	2
32492	3	3	1	2
