Sweep	Move_type	nBreakpoints	Chain_l	Chain_r
14400	1	1	1	2
14404	3	3	1	2
14406	2	2	1	2
14411	2	2	1	2
14414	3	6	2	1
14416	3	7	1	2
14418	3	3	2	1
14425	2	2	2	1
14427	3	3	2	1
14432	1	1	1	2
14433	1	1	1	2
14434	1	1	1	2
14445	1	1	1	2
14446	2	2	2	1
14447	3	2	1	2
14453	3	4	1	2
14460	3	6	2	1
14461	1	1	1	2
14464	2	2	1	2
14465	1	1	1	2
14467	2	2	1	3
14468	1	1	1	2
14471	2	2	1	2
14473	3	1	2	1
14479	3	3	1	2
14481	3	2	1	2
14484	3	4	2	1
14489	3	2	2	1
14490	2	2	1	2
14492	3	7	2	1
14495	2	2	1	3
14497	3	4	1	2
14507	3	3	1	2
14511	2	2	1	2
14512	2	2	1	2
14515	1	1	1	2
14521	2	2	2	1
14526	2	2	1	2
14539	3	3	1	3
14550	3	7	1	2
14552	2	2	1	3
14555	1	1	3	1
14556	3	2	2	1
14559	2	2	1	3
14562	2	2	1	2
14563	2	2	3	1
14569	2	2	2	1
14575	1	1	2	1
14580	1	1	1	2
14582	2	2	1	2
14599	1	1	1	2
14603	3	2	1	2
14605	3	7	1	2
14616	2	2	1	2
14627	1	1	2	1
14628	2	2	1	2
14637	1	1	1	2
14647	2	2	2	1
14648	1	1	2	1
14654	2	2	1	2
14655	3	7	1	2
14660	1	1	2	1
14664	2	2	2	1
14667	2	2	1	2
14672	1	1	1	3
14677	2	2	2	1
14690	1	1	1	2
14692	3	4	1	2
14696	3	7	1	2
14700	2	2	1	3
14701	2	2	1	2
14702	3	2	1	2
14703	2	2	1	2
14705	3	2	1	2
14708	2	2	1	2
14715	2	2	1	2
14717	1	1	1	2
14718	1	1	2	1
14719	2	2	1	2
14721	3	2	1	2
14734	3	7	2	1
14738	1	1	1	2
14742	1	1	1	2
14751	2	2	1	2
14752	3	8	1	3
14755	1	1	2	1
14758	1	1	1	2
14760	2	2	1	2
14765	3	7	1	2
14766	3	1	1	2
14767	3	3	1	2
14776	1	1	1	2
14777	2	2	1	2
14779	2	2	2	1
14780	3	2	1	2
14782	3	3	2	3
14788	3	4	2	1
14792	2	2	3	1
14794	3	1	1	2
14800	2	2	1	3
14802	3	2	1	2
14805	3	1	2	1
14814	3	3	1	2
14815	1	1	1	2
14817	1	1	2	1
14818	2	2	1	2
14820	1	1	1	2
14824	2	2	2	1
14828	1	1	1	2
14832	2	2	2	1
14837	3	1	2	1
14839	1	1	1	2
14843	3	7	2	1
14845	2	2	1	2
14848	3	7	2	1
14851	2	2	1	2
14855	3	3	1	3
14858	1	1	1	2
14861	2	2	1	2
14864	2	2	2	1
14877	2	2	1	3
14880	3	4	1	2
14886	2	2	1	2
14889	2	2	2	1
14893	1	1	2	1
14897	3	7	1	2
14900	2	2	1	2
14904	1	1	1	2
14907	1	1	1	2
14910	1	1	1	2
14914	1	1	1	2
14917	2	2	1	2
14920	3	2	2	1
14923	3	3	2	1
14928	3	4	1	2
14931	3	4	1	2
14932	1	1	1	2
14941	2	2	1	2
14943	2	2	1	3
14946	2	2	1	2
14947	3	2	1	2
14948	3	2	2	1
14951	2	2	1	2
14952	3	1	1	2
14963	3	7	1	2
14964	2	2	1	2
14966	3	6	1	2
14968	3	7	1	2
14970	3	7	2	1
14976	2	2	1	2
14978	2	2	2	1
14981	3	2	1	3
14992	2	2	1	2
14994	2	2	1	2
14996	3	2	2	1
14999	3	7	1	2
15000	3	1	1	2
15001	1	1	2	1
15002	1	1	1	2
15003	2	2	2	1
15008	2	2	1	2
15012	3	4	1	2
15014	3	4	1	2
15024	3	3	1	2
15025	1	1	1	2
15028	2	2	1	2
15038	2	2	1	3
15046	1	1	1	2
15049	2	2	1	2
15056	3	1	1	2
15058	3	3	1	2
15062	3	4	2	1
15067	2	2	1	2
15068	1	1	3	1
15070	2	2	2	1
15074	1	1	1	2
15078	2	2	1	2
15080	3	8	1	2
15081	2	2	2	1
15084	1	1	1	2
15086	2	2	1	2
15089	2	2	1	2
15091	1	1	1	2
15094	2	2	2	1
15102	3	2	1	2
15105	3	3	1	2
15107	3	3	1	2
15110	2	2	1	2
15111	3	3	1	2
15113	3	2	1	2
15114	2	2	1	2
15127	2	2	1	2
15130	2	2	2	1
15131	2	2	1	2
15134	2	2	2	1
15138	3	7	2	1
15140	3	7	1	2
15141	3	7	2	1
15143	3	2	1	2
15145	3	2	1	2
15146	3	2	1	2
15150	2	2	1	2
15151	3	4	2	1
15154	3	4	2	1
15155	1	1	1	2
15156	1	1	2	1
15162	2	2	1	2
15167	2	2	1	2
15171	1	1	1	2
15174	3	6	1	2
15179	3	4	1	2
15182	2	2	1	2
15184	2	2	1	2
15186	2	2	1	2
15189	2	2	1	2
15191	3	3	1	3
15192	2	2	1	3
15201	1	1	1	2
15204	2	2	1	2
15205	3	4	2	1
15207	2	2	1	2
15208	2	2	1	2
15211	3	7	1	2
15213	1	1	2	1
15214	1	1	1	2
15215	3	2	1	2
15217	3	6	2	1
15219	1	1	2	1
15224	2	2	2	1
15226	2	2	1	2
15230	3	7	1	3
15233	2	2	1	3
15234	1	1	1	2
15237	3	2	1	2
15239	3	3	1	2
15240	2	2	1	2
15243	1	1	1	2
15245	3	2	1	2
15248	2	2	2	1
15249	2	2	2	1
15253	2	2	1	2
15255	2	2	1	2
15259	3	1	1	2
15261	1	1	2	1
15262	3	3	2	1
15267	3	4	1	2
15268	1	1	2	1
15277	3	2	1	2
15278	3	3	1	2
15287	3	3	1	2
15288	3	4	1	2
15296	1	1	2	1
15297	1	1	1	2
15302	2	2	1	3
15305	2	2	1	2
15307	2	2	1	2
15308	2	2	2	1
15309	3	4	1	2
15312	1	1	2	1
15317	3	2	2	1
15319	2	2	2	1
15320	3	1	1	2
15321	1	1	1	2
15331	1	1	1	2
15334	3	2	1	3
15338	1	1	2	1
15340	3	4	1	2
15345	1	1	1	2
15351	3	3	1	2
15357	1	1	2	1
15360	1	1	1	2
15362	3	8	2	1
15371	3	7	1	2
15373	1	1	2	1
15374	1	1	1	2
15375	1	1	1	2
15376	1	1	1	2
15379	3	3	1	3
15380	2	2	1	3
15382	1	1	1	2
15383	3	4	1	2
15384	3	4	1	2
15388	2	2	1	3
15391	3	4	1	2
15396	3	2	1	2
15398	2	2	1	2
15404	3	1	1	3
15417	3	2	1	2
15419	2	2	2	1
15420	3	3	1	2
15423	3	2	1	2
15425	2	2	1	2
15428	3	4	1	2
15429	2	2	2	1
15436	3	3	1	2
15437	3	3	1	2
15438	1	1	2	1
15442	3	2	1	2
15447	2	2	1	2
15451	3	7	2	1
15455	3	3	1	2
15459	1	1	2	1
15460	3	3	2	1
15461	1	1	1	2
15463	2	2	2	1
15464	3	2	2	1
15465	1	1	2	1
15466	2	2	1	2
15469	2	2	2	1
15471	1	1	1	2
15477	1	1	1	2
15479	2	2	1	2
15481	3	3	1	2
15483	2	2	1	2
15487	3	7	2	1
15503	1	1	1	2
15507	2	2	2	1
15508	1	1	1	2
15509	3	7	1	2
15511	2	2	1	2
15513	2	2	1	2
15514	1	1	1	2
15516	1	1	1	2
15522	3	2	2	1
15523	2	2	1	2
15531	2	2	1	2
15541	2	2	1	3
15542	3	7	1	2
15545	2	2	1	2
15553	2	2	1	2
15554	1	1	1	2
15557	1	1	1	2
15559	2	2	2	1
15560	2	2	2	1
15561	1	1	1	2
15564	1	1	2	1
15569	3	3	1	2
15570	2	2	1	2
15574	2	2	1	2
15576	1	1	1	3
15579	1	1	1	2
15583	3	7	2	1
15585	1	1	1	2
15586	2	2	1	2
15591	3	3	1	2
15593	2	2	2	1
15594	2	2	1	2
15601	1	1	2	1
15607	1	1	1	2
15609	3	3	1	3
15612	2	2	1	2
15619	2	2	1	2
15621	3	2	1	2
15632	3	3	1	2
15633	3	3	1	2
15634	2	2	1	2
15640	3	3	1	2
15643	1	1	1	2
15644	2	2	1	2
15646	3	6	1	2
15647	2	2	1	2
15649	2	2	1	2
15652	1	1	1	2
15656	2	2	1	3
15664	1	1	1	2
15665	3	4	1	2
15666	3	2	1	2
15667	1	1	1	2
15670	1	1	2	1
15673	2	2	1	2
15676	3	2	1	2
15677	3	4	1	2
15680	1	1	1	2
15682	3	7	2	1
15683	3	2	1	2
15685	3	3	1	2
15686	1	1	1	2
15687	1	1	2	1
15688	2	2	2	1
15690	1	1	2	1
15691	3	2	2	1
15697	2	2	1	2
15702	1	1	3	1
15703	2	2	3	1
15706	3	3	1	2
15707	1	1	2	1
15709	1	1	1	2
15711	2	2	2	1
15714	3	2	1	2
15715	2	2	1	2
15716	1	1	2	1
15721	3	1	1	3
15723	3	2	1	2
15724	2	2	1	2
15726	2	2	2	1
15727	1	1	1	2
15736	1	1	2	1
15740	2	2	2	1
15748	2	2	1	2
15762	3	3	1	2
15770	3	3	1	3
15772	1	1	1	3
15776	3	3	1	2
15780	3	2	1	2
15784	3	2	1	2
15791	3	1	1	2
15806	2	2	1	2
15807	3	4	2	1
15809	2	2	1	3
15811	2	2	2	1
15812	2	2	3	1
15818	3	6	1	2
15820	3	3	1	2
15823	3	7	1	2
15824	2	2	1	2
15825	3	3	1	2
15826	3	3	2	1
15836	2	2	2	1
15839	3	7	1	2
15841	1	1	1	2
15847	3	3	1	2
15852	3	4	1	2
15853	1	1	2	1
15854	2	2	2	1
15855	3	8	1	2
15856	3	3	1	2
15857	1	1	1	2
15863	1	1	2	1
15871	1	1	1	2
15873	1	1	2	1
15876	3	7	1	2
15880	3	4	1	2
15881	3	7	1	2
15884	2	2	1	3
15886	2	2	1	2
15890	3	3	1	2
15892	3	2	2	1
15894	2	2	2	1
15895	1	1	1	2
15896	1	1	2	1
15897	1	1	1	2
15898	1	1	1	2
15899	3	7	2	1
15900	3	7	2	1
15901	1	1	2	1
15905	1	1	1	2
15906	3	4	1	2
15908	3	7	2	1
15909	2	2	2	1
15910	1	1	1	2
15916	2	2	1	2
15917	1	1	1	2
15923	1	1	1	2
15926	1	1	1	2
15931	2	2	1	2
15932	2	2	2	1
15933	1	1	1	2
15934	2	2	1	2
15938	2	2	2	1
15943	1	1	1	2
15945	2	2	2	1
15946	1	1	2	1
15950	2	2	1	2
15952	3	8	1	2
15955	3	4	1	2
15956	1	1	2	1
15961	1	1	1	2
15962	2	2	1	2
15963	1	1	1	2
15964	2	2	1	2
15966	3	2	1	2
15969	2	2	1	2
15974	2	2	1	2
15989	1	1	2	1
15990	3	4	2	1
15993	2	2	1	2
15995	3	7	1	2
15996	1	1	2	1
15998	1	1	1	3
16000	3	1	1	2
16002	3	3	2	1
16003	1	1	2	1
16004	2	2	2	1
16006	1	1	1	2
16007	2	2	1	2
16008	3	4	2	1
16011	2	2	1	2
16012	3	3	1	2
16024	3	2	1	2
16027	2	2	2	1
16031	3	3	1	2
16032	1	1	1	2
16033	3	2	1	2
16034	3	1	2	1
16040	3	8	1	2
16041	2	2	1	2
16044	1	1	2	1
16051	3	3	2	1
16054	3	3	1	2
16057	2	2	1	3
16059	2	2	1	2
16060	1	1	1	2
16063	2	2	1	3
16064	1	1	1	3
16068	1	1	1	3
16070	1	1	1	2
16073	1	1	1	2
16074	2	2	1	2
16082	3	2	1	2
16086	3	7	1	2
16087	1	1	2	1
16089	1	1	1	2
16098	1	1	1	2
16099	1	1	1	2
16101	1	1	1	2
16103	2	2	2	1
16105	3	2	1	3
16113	2	2	2	1
16128	2	2	1	2
16147	1	1	1	2
16151	2	2	2	1
16156	3	7	2	1
16159	1	1	2	1
16162	1	1	2	1
16163	1	1	2	1
16168	3	2	1	2
16169	3	7	2	1
16174	2	2	1	2
16180	1	1	2	1
16184	2	2	3	1
16185	3	1	3	1
16187	3	3	2	1
16191	2	2	1	2
16192	2	2	1	2
16194	3	3	1	2
16201	3	3	1	2
16204	1	1	1	2
16205	3	2	1	2
16206	3	1	1	2
16210	2	2	1	2
16214	1	1	1	2
16219	2	2	1	2
16229	2	2	1	2
16232	2	2	1	2
16233	2	2	1	2
16234	1	1	1	2
16235	3	3	1	2
16236	1	1	1	2
16239	1	1	3	1
16240	3	7	1	3
16242	2	2	2	1
16243	3	3	1	2
16244	3	2	1	2
16246	3	7	1	2
16247	3	7	1	2
16251	3	2	2	1
16252	3	4	1	2
16253	2	2	2	1
16256	1	1	2	1
16257	3	3	1	2
16258	1	1	1	2
16261	2	2	1	2
16263	3	3	2	1
16264	3	3	2	1
16271	1	1	1	2
16276	1	1	2	1
16283	2	2	1	2
16292	3	1	2	1
16293	3	2	1	2
16304	2	2	1	2
16306	2	2	1	3
16312	1	1	3	1
16314	2	2	1	2
16315	2	2	2	1
16316	3	1	1	2
16321	3	2	1	2
16322	3	8	2	1
16326	1	1	1	2
16337	2	2	2	1
16338	2	2	2	1
16341	2	2	1	2
16347	3	7	1	2
16352	3	3	1	2
16355	2	2	1	3
16359	2	2	1	2
16360	2	2	1	2
16363	1	1	1	2
16364	1	1	1	2
16370	3	1	1	2
16374	3	1	1	2
16381	2	2	1	2
16382	1	1	1	2
16383	1	1	1	2
16384	2	2	1	2
16385	2	2	2	1
16389	2	2	1	2
16396	2	2	1	2
16397	3	2	1	2
16402	1	1	2	1
16414	2	2	1	2
16415	3	8	1	2
16419	3	1	1	3
16421	1	1	2	1
16423	3	3	1	2
16425	2	2	2	1
16426	3	3	2	1
16429	1	1	2	1
16435	1	1	2	1
16437	1	1	1	2
16438	1	1	1	2
16443	3	7	1	2
16444	2	2	1	2
16461	1	1	2	1
16472	3	1	2	1
16478	1	1	1	2
16481	2	2	2	1
16482	2	2	1	2
16484	1	1	2	1
16485	3	4	2	1
16487	1	1	2	1
16488	2	2	1	2
16494	2	2	1	2
16499	3	1	1	2
16501	2	2	1	2
16503	3	3	2	1
16504	1	1	2	1
16510	3	2	1	2
16512	3	1	1	2
16514	3	2	1	3
16515	2	2	1	2
16524	2	2	1	2
16525	3	3	2	1
16526	3	2	2	1
16530	1	1	2	1
16531	3	4	1	3
16541	1	1	2	1
16543	1	1	1	2
16545	2	2	1	2
16546	2	2	1	2
16552	3	4	1	2
16562	3	1	2	1
16566	2	2	1	2
16570	2	2	1	2
16571	3	3	1	2
16572	3	7	1	2
16574	3	1	1	2
16577	2	2	1	2
16578	2	2	1	2
16579	2	2	1	2
16581	2	2	1	2
16587	3	3	2	1
16589	2	2	1	2
16590	2	2	1	2
16596	3	3	1	2
16601	1	1	1	2
16603	1	1	1	2
16607	2	2	1	2
16613	1	1	1	2
16615	3	2	1	2
16621	2	2	3	1
16626	3	3	1	2
16628	3	2	1	2
16629	2	2	2	1
16631	3	2	1	2
16635	3	7	1	3
16636	1	1	1	2
16645	1	1	1	2
16649	3	2	3	1
16651	2	2	1	2
16652	3	2	1	3
16653	3	2	1	2
16657	2	2	1	2
16661	1	1	1	2
16673	1	1	2	1
16674	2	2	2	1
16676	1	1	2	1
16677	1	1	1	2
16678	1	1	1	2
16679	3	7	3	1
16689	1	1	1	2
16692	2	2	1	2
16694	1	1	1	2
16699	3	7	2	1
16700	3	2	2	1
16701	1	1	2	1
16706	3	2	2	1
16708	1	1	1	3
16712	2	2	2	1
16718	3	1	1	2
16724	1	1	1	2
16732	3	3	1	2
16733	1	1	2	1
16734	3	3	1	2
16740	3	2	1	2
16757	3	8	2	1
16758	2	2	2	1
16774	2	2	1	2
16779	1	1	2	1
16781	1	1	1	2
16782	3	2	1	2
16790	3	7	1	2
16792	3	7	2	1
16796	2	2	1	2
16798	3	1	1	2
16808	3	2	1	2
16814	1	1	2	1
16831	3	3	1	2
16835	2	2	1	2
16848	3	3	1	2
16849	3	3	1	2
16850	2	2	1	2
16851	2	2	2	1
16853	2	2	2	1
16855	3	3	1	2
16864	1	1	1	2
16865	2	2	2	1
16866	1	1	1	2
16869	2	2	1	2
16872	2	2	1	2
16877	1	1	1	2
16882	3	3	1	3
16883	2	2	1	3
16889	2	2	1	2
16894	1	1	2	1
16898	2	2	1	2
16900	3	1	1	3
16920	3	6	1	2
16923	3	7	2	1
16931	1	1	1	2
16932	1	1	1	2
16935	3	3	1	2
16943	2	2	1	2
16946	3	2	1	2
16964	3	3	3	1
16965	3	7	3	1
16969	3	2	1	2
16970	1	1	1	2
16978	3	2	1	2
16992	1	1	2	1
17001	1	1	2	1
17002	2	2	2	1
17008	2	2	1	2
17012	1	1	1	2
17013	3	2	1	2
17015	2	2	1	2
17017	3	4	2	1
17030	3	2	1	2
17032	3	2	1	3
17036	3	8	1	2
17039	2	2	1	2
17047	3	3	1	2
17049	2	2	2	1
17050	1	1	2	1
17052	3	2	2	1
17053	1	1	2	1
17055	3	7	3	1
17059	2	2	1	3
17065	2	2	1	2
17069	3	2	1	2
17078	3	1	1	2
17079	2	2	1	2
17083	1	1	1	3
17084	2	2	1	2
17087	3	3	2	1
17089	3	7	1	3
17100	3	2	1	2
17111	2	2	1	3
17113	3	6	1	3
17121	3	2	1	2
17122	3	2	2	1
17128	3	3	1	2
17133	1	1	2	1
17141	3	8	2	1
17145	3	4	1	2
17148	3	3	2	1
17154	2	2	1	2
17157	1	1	1	3
17164	3	2	1	2
17166	3	3	2	1
17167	2	2	2	1
17169	1	1	2	1
17171	3	2	2	1
17175	1	1	2	1
17177	1	1	2	1
17184	1	1	1	2
17188	1	1	1	2
17189	1	1	2	1
17190	1	1	1	3
17192	2	2	1	2
17194	2	2	1	2
17195	3	1	2	1
17196	2	2	1	2
17200	2	2	1	2
17201	3	4	2	1
17202	3	3	1	2
17208	3	3	1	2
17209	3	3	2	1
17210	2	2	1	2
17212	1	1	1	2
17218	3	3	2	1
17219	3	8	2	1
17220	3	8	2	1
17227	3	3	1	2
17229	3	2	1	2
17237	3	3	1	2
17251	3	2	1	2
17253	2	2	1	2
17256	2	2	2	1
17260	2	2	1	2
17267	2	2	1	2
17268	3	4	1	2
17272	2	2	1	2
17274	3	4	1	2
17276	1	1	1	2
17277	2	2	1	2
17278	2	2	1	2
17280	2	2	1	2
17281	1	1	2	1
17289	3	1	1	2
17296	3	3	1	2
17297	3	3	1	2
17299	2	2	1	2
17305	3	3	1	2
17316	3	3	1	2
17322	3	3	1	2
17325	2	2	1	2
17329	3	3	2	1
17331	2	2	1	2
17332	3	3	2	1
17334	2	2	1	2
17338	2	2	1	2
17354	1	1	1	2
17358	1	1	2	1
17361	1	1	1	2
17363	3	7	1	2
17364	2	2	2	1
17365	3	3	1	2
17366	1	1	1	2
17367	3	3	1	2
17370	2	2	2	1
17376	3	2	1	2
17378	2	2	1	2
17383	1	1	3	1
17385	3	3	3	1
17386	2	2	1	2
17387	1	1	3	1
17393	2	2	1	2
17395	1	1	1	2
17396	3	3	1	2
17400	2	2	1	2
17404	3	3	1	2
17407	1	1	1	2
17411	2	2	2	1
17412	3	2	1	2
17413	2	2	2	1
17415	1	1	2	1
17416	2	2	1	2
17418	2	2	2	1
17422	3	7	1	2
17423	1	1	2	1
17426	2	2	1	2
17429	3	6	2	1
17434	1	1	2	1
17435	1	1	1	2
17437	3	8	2	1
17440	2	2	2	1
17443	2	2	1	2
17448	3	2	1	2
17452	2	2	1	2
17460	2	2	1	2
17464	1	1	2	1
17469	1	1	2	1
17470	2	2	2	1
17471	3	2	1	2
17477	3	2	1	3
17480	2	2	1	2
17483	3	7	1	3
17492	3	7	2	1
17493	3	2	3	1
17494	3	3	1	3
17495	3	2	2	1
17496	3	3	1	2
17499	1	1	3	1
17504	2	2	2	1
17507	1	1	1	3
17509	1	1	2	1
17521	1	1	1	2
17523	3	2	1	2
17524	2	2	1	2
17531	3	7	1	2
17533	1	1	2	1
17535	1	1	1	2
17544	2	2	2	1
17546	2	2	1	2
17548	3	1	1	2
17549	2	2	2	1
17553	3	7	1	2
17554	3	7	1	2
17558	1	1	1	2
17562	3	1	2	3
17564	3	3	2	1
17566	2	2	1	2
17568	3	4	2	1
17571	1	1	1	2
17575	3	3	1	2
17577	1	1	1	2
17578	1	1	1	2
17579	2	2	2	1
17580	3	3	2	1
17581	2	2	1	2
17582	1	1	2	1
17583	2	2	1	2
17591	3	7	1	2
17593	1	1	1	2
17601	1	1	1	2
17602	1	1	1	2
17607	1	1	2	1
17609	2	2	1	3
17613	1	1	1	2
17618	1	1	1	3
17633	1	1	2	1
17635	2	2	1	2
17639	2	2	2	1
17650	1	1	1	2
17653	1	1	1	2
17654	1	1	1	2
17663	2	2	1	2
17664	2	2	1	2
17670	3	6	2	1
17671	1	1	1	2
17675	2	2	1	2
17677	2	2	2	1
17678	3	7	2	1
17680	3	2	1	2
17681	1	1	1	2
17689	1	1	2	1
17692	3	2	2	1
17693	3	3	1	2
17697	3	1	1	2
17705	3	2	1	2
17709	3	4	1	2
17714	1	1	2	1
17716	3	7	2	1
17720	1	1	1	2
17724	3	3	1	2
17735	3	1	1	2
17736	3	3	1	2
17738	2	2	1	2
17739	2	2	2	1
17741	2	2	1	2
17745	1	1	2	1
17773	1	1	1	2
17774	3	6	1	2
17779	2	2	1	2
17787	2	2	1	2
17789	1	1	2	1
17790	2	2	2	1
17796	2	2	1	2
17805	2	2	1	3
17808	3	2	1	2
17809	1	1	2	1
17813	1	1	2	1
17814	1	1	2	1
17817	1	1	1	2
17819	1	1	1	2
17822	3	7	2	1
17824	3	7	2	1
17826	2	2	1	2
17834	1	1	1	2
17837	3	2	2	1
17838	1	1	1	2
17839	1	1	1	2
17840	1	1	2	1
17841	1	1	2	1
17846	1	1	3	1
17848	3	8	1	2
17857	3	3	1	2
17860	2	2	1	3
17862	3	7	1	2
17863	3	6	1	2
17868	3	2	1	2
17870	2	2	1	2
17873	2	2	2	1
17875	2	2	1	2
17882	3	2	1	2
17885	1	1	1	2
17886	1	1	1	2
17887	2	2	2	1
17888	1	1	2	1
17890	3	4	2	1
17892	1	1	1	2
17896	2	2	2	1
17897	2	2	2	1
17901	3	2	1	2
17902	2	2	1	2
17920	2	2	2	1
17921	1	1	1	2
17922	1	1	2	1
17925	1	1	1	2
17927	1	1	1	2
17928	2	2	1	2
17930	3	4	1	2
17932	3	2	1	2
17935	1	1	1	2
17936	3	2	2	1
17938	2	2	1	3
17939	2	2	1	3
17945	1	1	1	2
17946	3	1	2	1
17947	3	2	1	2
17949	2	2	1	2
17956	2	2	2	1
17957	1	1	2	1
17961	1	1	2	1
17965	2	2	1	2
17969	3	8	1	2
17970	3	7	1	2
17974	3	2	1	2
17982	2	2	1	3
17987	2	2	1	2
17998	3	3	1	2
18003	2	2	1	2
18004	2	2	1	2
18005	1	1	1	2
18011	3	1	2	1
18016	1	1	1	2
18017	1	1	1	2
18018	3	2	1	2
18020	2	2	1	2
18023	1	1	1	2
18027	3	2	1	2
18030	1	1	1	2
18049	3	2	1	2
18065	3	3	1	2
18067	1	1	1	2
18077	3	3	1	2
18078	2	2	1	2
18084	3	3	1	2
18087	2	2	1	2
18094	3	7	1	2
18098	3	2	1	3
18102	2	2	1	3
18116	3	3	2	1
18129	3	1	1	2
18140	1	1	1	2
18144	2	2	1	2
18148	3	3	1	2
18152	1	1	2	1
18154	2	2	1	2
18160	3	3	1	2
18163	3	3	1	2
18165	2	2	2	1
18167	1	1	2	1
18168	1	1	1	2
18169	1	1	2	1
18170	3	7	1	2
18172	2	2	1	2
18174	2	2	2	1
18175	1	1	1	2
18177	2	2	1	2
18181	3	3	1	2
18183	3	3	1	2
18188	2	2	2	1
18189	1	1	2	1
18190	2	2	2	1
18191	1	1	2	1
18192	3	3	2	1
18193	3	2	1	2
18195	1	1	2	1
18199	2	2	1	2
18202	2	2	1	2
18205	2	2	1	2
18206	2	2	1	2
18207	3	3	1	2
18208	2	2	1	2
18215	3	4	1	2
18217	2	2	1	2
18219	3	2	1	2
18222	2	2	2	1
18223	3	7	1	2
18224	2	2	2	1
18227	1	1	1	2
18231	1	1	1	2
18234	2	2	1	2
18236	1	1	1	2
18241	2	2	1	2
18243	3	2	1	2
18249	3	3	1	2
18253	3	3	1	3
18254	1	1	1	3
18257	3	2	2	1
18259	2	2	1	2
18268	3	3	1	2
18271	3	3	1	3
18276	3	3	1	2
18281	1	1	1	2
18286	3	7	1	2
18288	1	1	2	1
18290	1	1	1	2
18293	2	2	1	2
18295	1	1	1	2
18301	2	2	1	2
18304	3	2	1	2
18310	3	8	3	1
18312	1	1	1	2
18313	2	2	3	1
18315	1	1	2	1
18320	2	2	1	2
18323	3	3	1	2
18326	2	2	1	2
18328	1	1	1	2
18330	2	2	1	2
18333	2	2	1	2
18336	2	2	1	2
18338	1	1	1	2
18340	1	1	1	2
18343	1	1	1	3
18348	3	7	1	3
18352	2	2	1	2
18360	1	1	1	2
18367	3	4	1	2
18368	1	1	1	2
18371	2	2	1	2
18375	2	2	1	2
18376	2	2	2	1
18377	2	2	2	1
18378	3	3	1	2
18389	3	2	1	2
18401	2	2	1	2
18404	3	1	1	2
18405	3	3	1	2
18408	2	2	1	2
18411	1	1	1	2
18413	3	6	1	2
18415	1	1	2	1
18418	2	2	2	1
18424	2	2	1	2
18425	1	1	2	1
18426	3	4	1	2
18434	1	1	2	1
18438	1	1	1	2
18439	3	1	1	3
18440	1	1	1	3
18448	1	1	1	2
18449	2	2	1	2
18451	1	1	1	3
18463	3	3	1	2
18472	1	1	1	2
18473	2	2	1	2
18482	1	1	1	2
18484	1	1	1	2
18486	3	2	1	3
18492	3	6	1	2
18496	3	3	1	2
18502	3	1	1	2
18504	1	1	1	3
18517	3	2	1	2
18523	1	1	1	2
18535	3	3	1	2
18536	2	2	1	2
18538	3	3	1	2
18541	3	4	1	2
18544	2	2	1	2
18546	2	2	1	2
18549	3	2	1	2
18556	3	3	1	2
18564	1	1	1	2
18565	3	3	2	1
18569	3	7	2	1
18570	2	2	2	1
18574	2	2	1	3
18575	3	3	1	2
18576	2	2	1	3
18577	3	3	1	3
18578	2	2	1	3
18585	2	2	1	2
18588	3	2	1	2
18596	3	2	1	2
18598	1	1	1	2
18600	1	1	2	1
18601	1	1	1	2
18603	2	2	1	3
18612	2	2	1	2
18613	1	1	1	2
18614	1	1	1	2
18623	2	2	2	1
18635	2	2	1	2
18636	3	2	1	2
18637	2	2	1	3
18639	3	7	2	1
18642	2	2	1	2
18643	2	2	2	1
18645	2	2	1	3
18653	1	1	1	2
18654	2	2	1	2
18670	3	3	1	3
18674	2	2	2	1
18685	1	1	1	2
18687	2	2	1	2
18689	3	7	1	2
18692	1	1	2	1
18699	3	7	2	1
18702	1	1	1	2
18707	3	7	2	1
18708	2	2	1	2
18709	2	2	1	2
18710	2	2	2	1
18714	1	1	1	2
18715	3	2	1	2
18716	2	2	2	1
18718	2	2	1	3
18724	2	2	1	2
18730	2	2	1	2
18732	3	1	2	1
18734	1	1	2	1
18735	3	6	1	2
18738	2	2	1	2
18739	2	2	1	2
18741	2	2	1	2
18743	2	2	1	2
18745	2	2	1	2
18748	2	2	1	2
18751	2	2	1	2
18754	3	2	2	1
18755	2	2	1	2
18763	1	1	1	2
18771	3	7	1	2
18773	2	2	1	2
18774	2	2	1	2
18779	3	6	1	2
18783	3	7	1	2
18784	3	2	1	2
18794	1	1	2	1
18800	1	1	1	2
18803	1	1	1	2
18804	3	7	1	2
18808	2	2	2	1
18809	3	8	1	2
18811	2	2	1	3
18823	3	2	1	2
18826	1	1	2	1
18827	3	7	1	2
18828	2	2	2	1
18829	3	4	2	1
18831	2	2	1	2
18841	1	1	2	1
18850	2	2	2	1
18854	2	2	1	3
18855	3	2	1	2
18858	1	1	1	2
18863	1	1	1	2
18865	1	1	1	2
18871	1	1	1	2
18874	2	2	1	2
18875	3	2	2	1
18878	3	8	1	2
18880	1	1	1	2
18882	3	4	1	2
18889	1	1	1	2
18890	1	1	2	1
18891	1	1	1	2
18892	2	2	1	2
18893	2	2	2	1
18894	3	8	2	1
18896	3	1	1	2
18897	3	3	1	3
18898	1	1	1	2
18899	2	2	1	2
18900	1	1	1	2
18901	2	2	1	2
