Predictor	Marg_Prob_Incl
1	0.313053446803426
2	0.611937056706222
3	0.00086870992139819
4	0.0135795333929716
5	0.000106015412558868
6	0.000177217410646506
7	0.000123496559546575
8	0.000272573279844114
9	0.999996675108925
10	0.000233853943367418
11	0.00010911027586053
12	0.000154323305391921
13	7.60484580031501e-05
14	0.000377702525768721
15	0.000230319683363321
