Sweep	Chain_1	Chain_2	Chain_3	
53	-21946.93233406	-21952.81718852	-21952.38946492	
54	-21951.86434634	-21946.37312939	-21951.4368234	
55	-21946.37312939	-21951.86434634	-21951.4368234	
56	-21950.29465659	-21951.3367861	-21955.21682267	
57	-21951.3367861	-21950.29465659	-21955.21682267	
58	-21950.29465659	-21951.3367861	-21955.21682267	
59	-21951.32796165	-21950.28585303	-21955.19652771	
60	-21952.13795028	-21951.09536799	-21956.36826404	
61	-21950.65339973	-21954.98286381	-21956.87700146	
62	-21950.61055368	-21956.96389726	-21955.06924292	
63	-21950.62603314	-21952.0931214	-21958.08063116	
64	-21950.4604566	-21946.37179338	-21946.0289017	
65	-21952.0931214	-21946.37179338	-21954.95893333	
66	-21954.95893333	-21946.37179338	-21952.0931214	
67	-21951.60224538	-21947.34995795	-21959.77465892	
