Sweep	g
8158	895.152
8159	1855.41
8160	732.924
8161	732.924
8162	732.924
8163	935.024
8164	1814.59
8165	4003.15
8166	4003.15
8167	3976.38
8168	883.57
8169	1806.03
8170	1806.03
8171	1806.03
8172	5179.19
8173	796.244
8174	623.059
8175	623.059
8176	623.059
8177	545.151
8178	545.151
8179	545.151
8180	1318.37
8181	1318.37
8182	1522.06
8183	1522.06
8184	1522.06
8185	2148.76
8186	2148.76
8187	4063.84
8188	4063.84
8189	3723.55
8190	3723.55
8191	3723.55
8192	3723.55
8193	3723.55
8194	1008.14
8195	2956.65
8196	1031.64
8197	863.174
8198	863.174
8199	1491.12
8200	1203.57
8201	1203.57
8202	1203.57
8203	2277.62
8204	2277.62
8205	2712.26
8206	600.689
8207	1382.25
8208	1382.25
8209	1382.25
8210	1382.25
8211	1382.25
8212	1382.25
8213	1130.3
8214	1130.3
8215	1130.3
8216	1130.3
8217	1074.17
8218	949.459
8219	949.459
8220	949.459
8221	965.343
8222	965.343
8223	965.343
8224	965.343
8225	1378.94
8226	1378.94
8227	1458.45
8228	1458.45
8229	1458.45
8230	1471.22
8231	1238.01
8232	1192.22
8233	2230.77
8234	967.748
8235	967.748
8236	967.748
8237	4272.26
8238	582.516
8239	582.516
8240	582.516
8241	3398.1
8242	3398.1
8243	1261.58
8244	837.137
8245	837.137
8246	837.137
8247	837.137
8248	837.137
8249	837.137
8250	2969.38
8251	1595.75
8252	1402.02
8253	1402.02
8254	1402.02
8255	1402.02
8256	1402.02
8257	1402.02
8258	1402.02
8259	2576.64
8260	2576.64
8261	4657.54
8262	501.784
8263	501.784
8264	501.784
8265	501.784
8266	501.784
8267	361.208
8268	419.082
8269	419.082
8270	419.082
8271	419.082
8272	627.52
8273	1006.26
8274	3064.71
8275	686.249
8276	686.249
8277	686.249
8278	686.249
8279	1199.98
8280	1199.98
8281	1199.98
8282	2086.2
8283	2304.17
8284	1500.89
8285	1500.89
8286	1500.89
8287	1500.89
8288	1500.89
8289	1500.89
8290	2673.16
8291	2673.16
8292	2673.16
8293	2673.16
8294	2673.16
8295	2673.16
8296	2874.89
8297	3029.45
8298	3029.45
8299	3029.45
8300	3029.45
8301	3029.45
8302	3029.45
8303	3029.45
8304	2438.17
8305	1733.84
8306	1733.84
8307	1733.84
8308	1733.84
8309	2683.03
8310	937.469
8311	937.469
8312	1576.83
8313	1576.83
8314	1576.83
8315	778.405
8316	914.525
8317	1038.78
8318	1038.78
8319	875.459
8320	875.459
8321	875.459
8322	875.459
8323	875.459
8324	875.459
8325	875.459
8326	1239.51
8327	1239.51
8328	1239.51
8329	1131.02
8330	1131.02
8331	1131.02
8332	1996.36
8333	1996.36
8334	1996.36
8335	1996.36
8336	1727.64
8337	2215.65
8338	1622.7
8339	1622.7
8340	1622.7
8341	1622.7
8342	1622.7
8343	1622.7
8344	1622.7
8345	1622.7
8346	1784.25
8347	1624.17
8348	820.742
8349	2731.24
8350	1940.27
8351	1940.27
8352	1575.03
8353	1575.03
8354	2682.75
8355	2276.85
8356	2276.85
8357	1023.27
8358	1023.27
8359	1023.27
8360	1760.2
8361	3392.09
8362	3301.32
8363	4214.03
8364	1264.78
8365	1264.78
8366	1264.78
8367	1264.78
8368	1264.78
8369	1264.78
8370	1264.78
8371	1264.78
8372	1264.78
8373	698.288
8374	698.288
8375	746.284
8376	2738.54
8377	2167.4
8378	2167.4
8379	1128.78
8380	1128.78
8381	1164.45
8382	1164.45
8383	1164.45
8384	1164.45
8385	1164.45
8386	1164.45
8387	1164.45
8388	1164.45
8389	1477.06
8390	1477.06
8391	1477.06
8392	877.531
8393	877.531
8394	1230.75
8395	1230.75
8396	1230.75
8397	1230.75
8398	1202.86
8399	1202.86
8400	1202.86
8401	1202.86
8402	1202.86
8403	1296.83
8404	1658.48
8405	1658.48
8406	1558.83
8407	1558.83
8408	1558.83
8409	1558.83
8410	1558.83
8411	1558.83
8412	1558.83
8413	1558.83
8414	1139.9
8415	2108.13
8416	2108.13
8417	2108.13
8418	3007.85
8419	643.473
8420	720.965
8421	1815.7
8422	2598.08
8423	2598.08
8424	2598.08
8425	2598.08
8426	935.616
8427	2460.52
8428	2460.52
8429	2460.52
8430	2460.52
8431	2460.52
8432	1191.21
8433	1191.21
8434	1191.21
8435	1276.05
8436	1968.72
8437	1968.72
8438	1968.72
8439	1497.41
8440	1497.41
8441	1497.41
8442	923.844
8443	923.844
8444	923.844
8445	592.43
8446	1001.58
8447	691.276
8448	1288.59
8449	4675.79
8450	4675.79
8451	2615.92
8452	1363.93
8453	1363.93
8454	1363.93
8455	1363.93
8456	1363.93
8457	2280.24
8458	1598.64
8459	1598.64
8460	1219.67
8461	853.01
8462	824.499
8463	824.499
8464	1873.35
8465	1873.35
8466	3006.48
8467	3006.48
8468	865.413
8469	865.413
8470	2696.15
8471	991.13
8472	3401.69
8473	4291.94
8474	4708.69
8475	4708.69
8476	5425.01
8477	4289.24
8478	4748.11
8479	994.317
8480	994.317
8481	1359.63
8482	1359.63
8483	1359.63
8484	2929.36
8485	2929.36
8486	1371.42
8487	1371.42
8488	879.184
8489	805.869
8490	1364.14
8491	1374.68
8492	1374.68
8493	1374.68
8494	1208.02
8495	1208.02
8496	715.501
8497	715.501
8498	1201.7
8499	1152.2
8500	1540.29
8501	1541.86
8502	1847.9
8503	1361.29
8504	1361.29
8505	1361.29
8506	870.263
8507	3453.92
8508	2086.19
8509	1338.75
8510	1338.75
8511	1338.75
8512	1338.75
8513	1338.75
8514	1338.75
8515	2017.14
8516	2074.92
8517	2074.92
8518	2074.92
8519	1630.41
8520	1630.41
8521	1630.41
8522	1630.41
8523	1630.41
8524	3632.52
8525	1311.32
8526	4404.48
8527	2262.45
8528	2262.45
8529	1609.4
8530	1609.4
8531	1609.4
8532	1609.4
8533	2845.73
8534	2845.73
8535	2845.73
8536	2845.73
8537	2845.73
8538	3754.29
8539	982.103
8540	1389.74
8541	2015.94
8542	2015.94
8543	1941.3
8544	1941.3
8545	1271.36
8546	678.188
8547	678.188
8548	465.101
8549	568.957
8550	568.957
8551	568.957
8552	568.957
8553	382.214
8554	382.214
8555	458.143
8556	458.143
8557	593.87
8558	593.87
8559	3477.27
8560	1791.43
8561	761.258
8562	761.258
8563	722.304
8564	722.304
8565	531.132
8566	1176.25
8567	1176.25
8568	1176.25
8569	1176.25
8570	1176.25
8571	1055.26
8572	3247.47
8573	2143.47
8574	2457.07
8575	2457.07
8576	2457.07
8577	2457.07
8578	2086.76
8579	967.064
8580	967.064
8581	967.064
8582	967.064
8583	967.064
8584	967.064
8585	649.861
8586	649.861
8587	649.861
8588	1032.97
8589	1032.97
8590	1032.97
8591	1032.97
8592	7532.16
8593	2931.67
8594	2931.67
8595	5779.78
8596	2097.81
8597	2211.69
8598	1721.72
8599	1223.69
8600	1223.69
8601	7179.19
8602	7747.97
8603	3941.98
8604	3941.98
8605	2245.66
8606	955.797
8607	955.797
8608	955.797
8609	955.797
8610	955.797
8611	955.797
8612	2647.31
8613	2647.31
8614	1725.18
8615	1725.18
8616	1725.18
8617	1725.18
8618	1836.85
8619	1471.23
8620	1471.23
8621	1471.23
8622	1471.23
8623	1471.23
8624	1471.23
8625	1471.23
8626	919.456
8627	919.456
8628	919.456
8629	919.456
8630	919.456
8631	919.456
8632	919.456
8633	1600.12
8634	1097.99
8635	1097.99
8636	1097.99
8637	1097.99
8638	1097.99
8639	753.699
8640	1353.58
8641	1353.58
8642	1353.58
8643	1353.58
8644	1339.62
8645	1220.28
8646	1220.28
8647	593.314
8648	1024.23
8649	1187.4
8650	1323.64
8651	2312.08
8652	1977.48
8653	1977.48
8654	1977.48
8655	1977.48
8656	1333.17
8657	1333.17
8658	1333.17
8659	1333.17
8660	1333.17
8661	1084.67
8662	5126.37
8663	5126.37
8664	5126.37
8665	5126.37
8666	933.09
8667	1110.39
8668	1110.39
8669	1110.39
8670	1110.39
8671	1174.83
8672	1174.83
8673	775.437
8674	775.437
8675	775.437
8676	782.781
8677	1408.43
8678	1408.43
8679	3225.28
8680	3225.28
8681	3225.28
8682	1287.04
8683	2240.87
8684	2240.87
8685	2240.87
8686	1391.3
8687	1391.3
8688	1391.3
8689	1391.3
8690	1391.3
8691	1391.3
8692	1391.3
8693	1391.3
8694	1391.3
8695	2081.65
8696	1472.14
8697	1472.14
8698	1472.14
8699	1727.85
8700	1727.85
8701	1727.85
8702	1727.85
8703	1727.85
8704	1727.85
8705	1727.85
8706	1727.85
8707	2198.75
8708	2546.04
8709	972.079
8710	3811.45
8711	1662.36
8712	999.56
8713	999.56
8714	999.56
8715	999.56
8716	999.56
8717	999.56
8718	997.576
8719	2365.4
8720	4206.11
8721	2933.96
8722	2933.96
8723	899.852
8724	899.852
8725	456.787
8726	456.787
8727	472.2
8728	472.2
8729	472.2
8730	480.033
8731	480.033
8732	424.923
8733	575.423
8734	579.931
8735	579.931
8736	579.931
8737	2015.55
8738	1709.08
8739	1709.08
8740	1709.08
8741	1709.08
8742	1709.08
8743	1709.08
8744	1709.08
8745	1709.08
8746	1709.08
8747	1709.08
8748	1709.08
8749	2064.78
8750	2064.78
8751	1136.95
8752	1136.95
8753	1136.95
8754	1136.95
8755	1136.95
8756	990.242
8757	990.242
8758	990.242
8759	1613.29
8760	1613.29
8761	1613.29
8762	1613.29
8763	1613.29
8764	1274.32
8765	1274.32
8766	1554.04
8767	1554.04
8768	1683.07
8769	1925.43
8770	1925.43
8771	1925.43
8772	1925.43
8773	1925.43
8774	1534.31
8775	1828.11
8776	3909.24
8777	3909.24
8778	3909.24
8779	3909.24
8780	1932.18
8781	1932.18
8782	1932.18
8783	1988.41
8784	1988.41
8785	881.568
8786	2753.31
8787	2753.31
8788	2753.31
8789	2753.31
8790	782.627
8791	782.627
8792	5096.17
8793	5096.17
8794	987.711
8795	451.725
8796	451.725
8797	1321.72
8798	1321.72
8799	5541.78
8800	2792.34
8801	2792.34
8802	610.174
8803	1394.7
8804	1351.18
8805	2389.04
8806	2389.04
8807	2389.04
8808	2389.04
8809	2389.04
8810	2389.04
8811	3127.33
8812	2136.65
8813	837.622
8814	1298.35
8815	3970.34
8816	2007.05
8817	616.491
8818	683.473
8819	683.473
8820	1540.7
8821	1540.7
8822	1540.7
8823	1606.29
8824	1606.29
8825	1606.29
8826	1606.29
8827	1618.46
8828	1050.98
8829	1050.98
8830	1050.98
8831	1050.98
8832	734.164
8833	953.873
8834	953.873
8835	953.873
8836	873.339
8837	2005.3
8838	2005.3
8839	2005.3
8840	1712.74
8841	1712.74
8842	1712.74
8843	1776.83
8844	1113.21
8845	1308.09
8846	1308.09
8847	1308.09
8848	1308.09
8849	1308.09
8850	1308.09
8851	1935.88
8852	1935.88
8853	2426.32
8854	2426.32
8855	2426.32
8856	2426.32
8857	2426.32
8858	3960.98
8859	2575.51
8860	2575.51
8861	2770.97
8862	1113.49
8863	1113.49
8864	1113.49
8865	2635.89
8866	2635.89
8867	2668.07
8868	6707.4
8869	6902.97
8870	6902.97
8871	6902.97
8872	6902.97
8873	3085.01
8874	1134.13
8875	1134.13
8876	1134.13
8877	1134.13
8878	1134.13
8879	1422.53
8880	1422.53
8881	1422.53
8882	1422.53
8883	1422.53
8884	2323.07
8885	2323.07
8886	2323.07
8887	2323.07
8888	2323.07
8889	2323.07
8890	2340.71
8891	1176.29
8892	1176.29
8893	1176.29
8894	1176.29
8895	2050.46
8896	2050.46
8897	1221.99
8898	1342.04
8899	1058.56
8900	1058.56
8901	1442.31
8902	1442.31
8903	1442.31
8904	1442.31
8905	1149.86
8906	1149.86
8907	1149.86
8908	1828.95
8909	789.178
8910	789.178
8911	1222.29
8912	1222.29
8913	1222.29
8914	1196.31
8915	1196.31
8916	1196.31
8917	1196.31
8918	1913.43
8919	1913.43
8920	1913.43
8921	807.436
8922	807.436
8923	807.436
8924	1077.01
8925	930.297
8926	930.297
8927	1086.13
8928	1089.44
8929	2575.13
8930	2575.13
8931	2575.13
8932	2575.13
8933	849.962
8934	1952.45
8935	1952.45
8936	1952.45
8937	1074.72
8938	1074.72
8939	1074.72
8940	1074.72
8941	1074.72
8942	1074.72
8943	1074.72
8944	771.511
8945	1099.03
8946	1099.03
8947	1099.03
8948	1099.03
8949	1099.03
8950	1403.55
8951	1403.55
8952	1835.4
8953	2151.1
8954	867.699
8955	2238.55
8956	2238.55
8957	4880.57
8958	1149.54
8959	1065.75
8960	1065.75
8961	1065.75
8962	1065.75
8963	1065.75
8964	1065.75
8965	1065.75
8966	584.996
8967	584.996
8968	455.41
8969	455.41
8970	464.383
8971	568.421
8972	568.421
8973	568.421
8974	3778.64
8975	3778.64
8976	3778.64
8977	4784.46
8978	4784.46
8979	6304.86
8980	6304.86
8981	8815.31
8982	5817.75
8983	6187.41
8984	980.217
8985	988.895
8986	988.895
8987	1646.41
8988	1646.41
8989	1646.41
8990	1270.32
8991	1597.21
8992	1597.21
8993	1702.3
8994	2043.49
8995	1866
8996	784.436
8997	784.436
8998	1229.99
8999	1463.62
9000	758.245
9001	673.507
9002	673.507
9003	673.507
9004	673.507
9005	673.507
9006	697.741
9007	886.131
9008	886.131
9009	1154.68
9010	987.546
9011	987.546
9012	987.546
9013	987.546
9014	987.546
9015	987.546
9016	987.546
9017	1835.4
9018	1835.4
9019	1835.4
9020	1835.4
9021	3409.55
9022	804.293
9023	804.293
9024	804.293
9025	2209.58
9026	2209.58
9027	2119.28
9028	1470.42
9029	4586.9
9030	1144.01
9031	1144.01
9032	1144.01
9033	775.835
9034	775.835
9035	721.562
9036	753.58
9037	1598.02
9038	1705.49
9039	1705.49
9040	668.239
9041	668.239
9042	668.239
9043	1930.01
9044	1496.6
9045	1496.6
9046	1496.6
9047	1496.6
9048	1496.6
9049	2066.88
9050	2066.88
9051	2066.88
9052	2066.88
9053	1132.77
9054	1132.77
9055	1132.77
9056	1132.77
9057	1132.77
9058	1132.77
9059	1132.77
9060	1132.77
9061	1705.96
9062	1514.83
9063	1046.29
9064	1046.29
9065	1046.29
9066	1046.29
9067	2119.35
9068	2119.35
9069	2119.35
9070	3527.36
9071	2326.54
9072	2326.54
9073	1016.79
9074	1724.92
9075	2927.67
9076	2927.67
9077	502.461
9078	502.461
9079	502.461
9080	502.461
9081	502.461
9082	1052.47
9083	2407.95
9084	2407.95
9085	820.747
9086	820.747
9087	820.747
9088	2088.24
9089	2088.24
9090	1316.88
9091	1503.71
9092	1639.89
9093	1639.89
9094	1639.89
9095	1639.89
9096	1695.98
9097	1695.98
9098	1695.98
9099	1115.72
9100	819.31
9101	819.31
9102	2853.48
9103	1283.33
9104	1283.33
9105	1283.33
9106	1484.92
9107	2441.8
9108	2441.8
9109	2441.8
9110	1317.84
9111	1202.1
9112	1202.1
9113	1202.1
9114	1202.1
9115	1202.1
9116	781.297
9117	781.297
9118	781.297
9119	781.297
9120	781.297
9121	781.297
9122	781.297
9123	781.297
9124	781.297
9125	781.297
9126	781.297
9127	995.675
9128	995.675
9129	995.675
9130	995.675
9131	995.675
9132	995.675
9133	995.675
9134	995.675
9135	995.675
9136	1491.12
9137	1491.12
9138	1225.17
9139	1854.05
9140	1854.05
9141	2099.85
9142	2099.85
9143	2099.85
9144	2099.85
9145	609.392
9146	2185.64
9147	2185.64
9148	1440.02
9149	930.674
9150	930.674
9151	467.571
9152	3157.56
9153	2578.93
9154	1857.57
9155	5056.02
9156	3145.21
9157	3145.21
9158	3145.21
9159	1511.04
9160	1511.04
9161	1511.04
9162	1511.04
9163	1511.04
9164	1511.04
9165	1646.25
9166	840.01
9167	840.01
9168	1387.87
9169	1387.87
9170	2963.67
9171	1722.86
9172	1722.86
9173	1028.76
9174	1473.49
9175	1473.49
9176	931.739
9177	931.739
9178	931.739
9179	1113.01
9180	2689.97
9181	524.186
9182	524.186
9183	407.074
9184	3677.7
9185	650.588
9186	650.588
9187	650.588
9188	650.588
9189	701.275
9190	701.275
9191	701.275
9192	833.497
9193	833.497
9194	1906.26
9195	1906.26
9196	1906.26
9197	1906.26
9198	1041.08
9199	997.611
9200	1325.56
9201	1325.56
9202	1325.56
9203	1325.56
9204	5689.92
9205	1266.45
9206	1725.73
9207	1725.73
9208	1725.73
9209	1725.73
9210	1316.75
9211	1316.75
9212	1316.75
9213	1316.75
9214	1316.75
9215	1316.75
9216	1316.75
9217	1564.9
9218	2367.13
9219	558.3
9220	558.3
9221	558.3
9222	558.3
9223	1333.09
9224	1139.66
9225	996.381
9226	996.381
9227	996.381
9228	757.072
9229	757.072
9230	843.828
9231	1366.09
9232	1366.09
9233	1366.09
9234	1366.09
9235	1366.09
9236	1366.09
9237	1366.09
9238	1366.09
9239	853.314
9240	960.188
9241	960.188
9242	1415.18
9243	1415.18
9244	1415.18
9245	1415.18
9246	1415.18
9247	1378.66
9248	1378.66
9249	1378.66
9250	1378.66
9251	1378.66
9252	1617.1
9253	1617.1
9254	1617.1
9255	1617.1
9256	1617.1
9257	1399.42
9258	1399.42
9259	1399.42
9260	3789.07
9261	3789.07
9262	3789.07
9263	1229.41
9264	589.645
9265	734.33
9266	734.49
9267	734.49
9268	734.49
9269	734.49
9270	734.49
9271	526.234
9272	526.234
9273	526.234
9274	526.234
9275	526.234
9276	1371.66
9277	1371.66
9278	1715.74
9279	1275.15
9280	1275.15
9281	1275.15
9282	1275.15
9283	1275.15
9284	1044.98
9285	1518.25
9286	1518.25
9287	1518.25
9288	1518.25
9289	1518.25
9290	1518.25
9291	1518.25
9292	763.67
9293	763.67
9294	1036.91
9295	2005.6
9296	1906.41
9297	1906.41
9298	1906.41
9299	1257.05
9300	1571.56
9301	1031.7
9302	1031.7
9303	1031.7
9304	1031.7
9305	1031.7
9306	1031.7
9307	1031.7
9308	1031.7
9309	1031.7
9310	2679.55
9311	2643.25
9312	1569.84
9313	1569.84
9314	1569.84
9315	1569.84
9316	1569.84
9317	1569.84
9318	2133.21
9319	859.366
9320	2759.29
9321	2759.29
9322	1539.85
9323	1539.85
9324	2093.7
9325	797.288
9326	797.288
9327	2420.52
9328	2420.52
9329	2420.52
9330	2420.52
9331	1492.18
9332	1492.18
9333	1492.18
9334	1492.18
9335	763.183
9336	763.183
9337	937.03
9338	937.03
9339	1540.75
9340	1278.08
9341	1278.08
9342	706.081
9343	2107.4
9344	2107.4
9345	705.612
9346	1389.48
9347	1389.48
9348	1583.96
9349	1583.96
9350	1583.96
9351	934.094
9352	2336.09
9353	1382.56
9354	1382.56
9355	2023.27
9356	2027.83
9357	2027.83
9358	2489.5
9359	2489.5
9360	2489.5
9361	2489.5
9362	2489.5
9363	2489.5
9364	1450.04
9365	1450.04
9366	1226.92
9367	799.14
9368	1947.18
9369	1947.18
9370	1947.18
9371	1947.18
9372	1947.18
9373	776.366
9374	1458.31
9375	1481.81
9376	1481.81
9377	927.294
9378	927.294
9379	927.294
9380	927.294
9381	927.294
9382	927.294
9383	2515.31
9384	1690.77
9385	2225.12
9386	1040.61
9387	1671
9388	1671
9389	1671
9390	2992.05
9391	2992.05
9392	2992.05
9393	1869.97
9394	1869.97
9395	1869.97
9396	1105.61
9397	1105.61
9398	1105.61
9399	947.754
9400	947.754
9401	947.754
9402	1575.64
9403	1575.64
9404	1575.64
9405	1947.64
9406	1947.64
9407	1824.77
9408	4828.25
9409	8850.44
9410	3751.31
9411	3751.31
9412	1540.22
9413	1821.24
9414	1821.24
9415	1821.24
9416	1821.24
9417	2996.17
9418	2149.33
9419	1362.94
9420	1271.9
9421	1271.9
9422	2523.43
9423	837.028
9424	4334.83
9425	2976.25
9426	1058.72
9427	1058.72
9428	1058.72
9429	1058.72
9430	1417.36
9431	1417.36
9432	1859.91
9433	1859.91
9434	633.007
9435	633.007
9436	1299.61
9437	1299.61
9438	1299.61
9439	988.235
9440	988.235
9441	988.235
9442	988.235
9443	906.188
9444	1117.94
9445	792.058
9446	792.058
9447	792.058
9448	792.058
9449	925.683
9450	925.683
9451	925.683
9452	925.683
9453	967.866
9454	967.866
9455	967.866
9456	967.866
9457	967.866
9458	967.866
9459	2504.98
9460	2504.98
9461	2504.98
9462	1008.84
9463	761.403
9464	2476.67
9465	2614.83
9466	2614.83
9467	3019.58
9468	3019.58
9469	3019.58
9470	3019.58
9471	3019.58
9472	3019.58
9473	3019.58
9474	3019.58
9475	3019.58
9476	3019.58
9477	5980.07
9478	5980.07
9479	4544.14
9480	4544.14
9481	4544.14
9482	4544.14
9483	1585.45
9484	1585.45
9485	1585.45
9486	2076.76
9487	2076.76
9488	2076.76
9489	931.573
9490	931.573
9491	931.573
9492	931.573
9493	1433.92
9494	1238.95
9495	1238.95
9496	1238.95
9497	1238.95
9498	998.623
9499	998.623
9500	998.623
9501	1322.6
9502	1322.6
9503	1322.6
9504	1322.6
9505	533.846
9506	2857.04
9507	2857.04
9508	3061.07
9509	2095.59
9510	667.764
9511	667.764
9512	1086.51
9513	1478.05
9514	990.338
9515	675.437
9516	675.437
9517	2412.66
9518	938.632
9519	1324.07
9520	1890.93
9521	470.184
9522	705.397
9523	705.397
9524	705.397
9525	3648.18
9526	977.41
9527	977.41
9528	1127.78
9529	1127.78
9530	4436.98
9531	4436.98
9532	1830.67
9533	1830.67
9534	1308.95
9535	1308.95
9536	1308.95
9537	1344.76
9538	1344.76
9539	1344.76
9540	1520.12
9541	1520.12
9542	1520.12
9543	1520.12
9544	1520.12
9545	930.555
9546	930.555
9547	1281.68
9548	1281.68
9549	1281.68
9550	656.647
9551	656.647
9552	656.647
9553	1144.77
9554	1144.77
9555	1144.77
9556	1144.77
9557	1362.38
9558	1362.38
9559	1642.91
9560	1642.91
9561	822.035
9562	3232.03
9563	4653.84
9564	1531.27
9565	3122.52
9566	3122.52
9567	3122.52
9568	3122.52
9569	3122.52
9570	2604.94
9571	2255.14
9572	2255.14
9573	2255.14
9574	2255.14
9575	2255.14
9576	781.582
9577	714.636
9578	714.636
9579	3310.41
9580	1983.35
9581	1983.35
9582	4944.7
9583	4944.7
9584	4944.7
9585	4944.7
9586	4671.18
9587	4671.18
9588	3238.91
9589	3238.91
9590	3014.94
9591	2278.17
9592	1962.28
9593	1962.28
9594	1962.28
9595	670.465
9596	670.465
9597	2457.3
9598	2457.3
9599	1753.99
9600	1753.99
9601	1753.99
9602	624.87
9603	1536.11
9604	1536.11
9605	1536.11
9606	2724.81
9607	2724.81
9608	3186.62
9609	3186.62
9610	3778.5
9611	3778.5
9612	3778.5
9613	4977.88
9614	4977.88
9615	2739.85
9616	2739.85
9617	2739.85
9618	2739.85
9619	2734.89
9620	1357.77
9621	1357.77
9622	998.962
9623	998.962
9624	1782.8
9625	1782.8
9626	1245.33
9627	1245.33
9628	1245.33
9629	1257.85
9630	1257.85
9631	1257.85
9632	1257.85
9633	1564.64
9634	1564.64
9635	1564.64
9636	1729.45
9637	540.526
9638	1985.7
9639	1837.41
9640	1061.35
9641	1061.35
9642	1061.35
9643	1061.35
9644	1061.35
9645	1061.35
9646	520.797
9647	641.587
9648	641.587
9649	973.013
9650	973.013
9651	973.013
9652	973.013
9653	973.013
9654	973.013
9655	973.013
9656	1592.96
9657	6705.49
9658	1087.78
9659	1087.78
9660	1581.85
9661	1374.27
9662	1769.82
9663	1769.82
9664	1769.82
9665	1769.82
9666	2665.51
9667	2751.52
9668	1377.09
9669	1377.09
9670	905.746
9671	905.746
9672	1101.66
9673	1101.66
9674	1101.66
9675	2090.77
9676	821.932
9677	1351.27
9678	1351.27
9679	3876.79
9680	3876.79
9681	646.308
9682	646.308
9683	1167.94
9684	1167.94
9685	1241.34
9686	1241.34
9687	2621.44
9688	2046.14
9689	2046.14
9690	2046.14
9691	2046.14
9692	2046.14
9693	2046.14
9694	2046.14
9695	2046.14
9696	2046.14
9697	2046.14
9698	4861.31
9699	4861.31
9700	2755.92
9701	2159.02
9702	2159.02
9703	2159.02
9704	2159.02
9705	2159.02
9706	2783.74
9707	2783.74
9708	1892.91
9709	1892.91
9710	3390.35
9711	3390.35
9712	2270.48
9713	2270.48
9714	2270.48
9715	2270.48
9716	998.205
9717	1266.52
9718	1266.52
9719	1266.52
9720	1266.52
9721	1266.52
9722	1266.52
9723	1266.52
9724	1266.52
9725	1384.61
9726	3481.67
9727	3481.67
9728	3481.67
9729	1121.08
9730	2830.13
9731	2830.13
9732	1311.28
9733	1311.28
9734	1311.28
9735	1311.28
9736	1311.28
9737	1311.28
9738	1311.28
9739	1311.28
9740	869.087
9741	869.087
9742	869.087
9743	581.209
9744	687.458
9745	687.458
9746	1683.16
9747	1683.16
9748	1683.16
9749	3016.83
9750	3016.83
9751	2747.7
9752	2438.69
9753	2003.48
9754	633.049
9755	633.049
9756	633.049
9757	2161.97
9758	1538.24
9759	1538.24
9760	3176.05
9761	3176.05
9762	3176.05
9763	3545.05
9764	1937.06
9765	1937.06
9766	1937.06
9767	1937.06
9768	1937.06
9769	1937.06
9770	509.463
9771	406.74
9772	406.74
9773	406.74
9774	406.74
9775	623.731
9776	1593.93
9777	1593.93
9778	2346.13
9779	2346.13
9780	2534.55
9781	2534.55
9782	2534.55
9783	1588.05
9784	1588.05
9785	1359.53
9786	786.04
9787	591.497
9788	591.497
9789	769.102
9790	769.102
9791	1492.56
9792	1492.56
9793	1487.4
9794	620.853
9795	2989.55
9796	1594.21
9797	2083.28
9798	2083.28
9799	975.826
9800	975.826
9801	975.826
9802	975.826
9803	975.826
9804	975.826
9805	1398.82
9806	1398.82
9807	838.546
9808	815.266
9809	815.266
9810	881.704
9811	881.704
9812	1516.26
9813	1516.26
9814	1001.73
9815	1001.73
9816	1422.34
9817	2451.41
9818	2451.41
9819	2451.41
9820	2372.09
9821	2372.09
9822	1696.35
9823	1696.35
9824	6187.33
9825	4104.02
9826	1123.16
9827	1178.59
9828	1896.02
9829	2042.98
9830	2042.98
9831	3907.34
9832	1579.36
9833	1579.36
9834	1293.08
9835	651.95
9836	1078.06
9837	1078.06
9838	1078.06
9839	1078.06
9840	715.585
9841	1244.82
9842	1244.82
9843	1244.82
9844	1818.76
9845	1818.76
9846	1818.76
9847	5578.14
9848	1606.06
9849	1606.06
9850	1606.06
9851	916.593
9852	2888.3
9853	2372.65
9854	1538.33
9855	1538.33
9856	1538.33
9857	2430.17
9858	2430.17
9859	1812.05
9860	1812.05
9861	1525.95
9862	1525.95
9863	1525.95
9864	1198.07
9865	1198.07
9866	1198.07
9867	1198.07
9868	1227.48
9869	1018.26
9870	1018.26
9871	1018.26
9872	1018.26
9873	850.165
9874	2095.5
9875	1666.95
9876	1666.95
9877	2159.74
9878	6926.74
9879	6926.74
9880	2922.08
9881	2922.08
9882	2922.08
9883	886.375
9884	886.375
9885	886.375
9886	458.135
9887	458.135
9888	458.135
9889	2273.57
9890	2273.57
9891	741.783
9892	741.783
9893	3657.28
9894	3137.45
9895	3137.45
9896	1472.34
9897	1449.32
9898	1449.32
9899	1449.32
9900	1952.73
9901	1952.73
9902	1952.73
9903	1952.73
9904	1952.73
9905	1952.73
9906	2338.78
9907	1383.81
9908	1383.81
9909	1383.81
9910	1383.81
9911	1383.81
9912	1273.82
9913	1273.82
9914	1402.59
9915	1402.59
9916	1402.59
9917	1111.53
9918	1111.53
9919	1006.23
9920	1006.23
9921	1006.23
9922	1006.23
9923	1052.78
9924	1052.78
9925	1040.23
9926	1040.23
9927	4821.38
9928	2522.6
9929	2522.6
9930	2522.6
9931	2522.6
9932	2522.6
9933	1903.7
9934	1903.7
9935	1903.7
9936	2117.8
9937	2117.8
9938	1271.11
9939	991.213
9940	991.213
9941	991.213
9942	1730.41
9943	1730.41
9944	1077.51
9945	1077.51
9946	1077.51
9947	1077.51
9948	749.752
9949	499.939
9950	499.939
9951	686.979
9952	2852.05
9953	1325.23
9954	1325.23
9955	1325.23
9956	1325.23
9957	1983.78
9958	1983.78
9959	1983.78
9960	1983.78
9961	1983.78
9962	1983.78
9963	2545.99
