Sweep	Model_size	log_marg	log_cond_post	Model
557	1	-21923.59635061	-21947.30428755	9 
558	1	-21923.59635061	-21947.30428755	9 
559	2	-21920.94063271	-21946.40642757	1 9 
560	2	-21920.94063271	-21946.40642757	1 9 
561	2	-21920.77543279	-21946.37169804	1 9 
562	2	-21920.77543279	-21946.37169804	1 9 
563	2	-21920.77543279	-21946.37169804	1 9 
564	2	-21920.77543279	-21946.37169804	1 9 
565	2	-21920.77543279	-21946.37169804	1 9 
566	2	-21920.77543279	-21946.37169804	1 9 
567	2	-21920.77543279	-21946.37169804	1 9 
568	2	-21920.31546103	-21946.04667939	2 9 
569	2	-21920.31546103	-21946.04667939	2 9 
570	2	-21920.31546103	-21946.04667939	2 9 
571	3	-21923.66002513	-21950.93168854	1 6 9 
572	3	-21922.99782754	-21950.26949095	1 8 9 
573	3	-21923.3905954	-21950.41065719	1 8 9 
574	2	-21920.94781949	-21946.32242945	2 9 
575	2	-21920.58464446	-21946.05844085	2 9 
576	1	-21923.58988443	-21947.30582291	9 
577	2	-21920.58464446	-21946.05844085	2 9 
578	2	-21920.58464446	-21946.05844085	2 9 
579	2	-21920.91347386	-21946.39633505	1 9 
580	1	-21923.58290223	-21947.30790549	9 
581	1	-21923.58290223	-21947.30790549	9 
582	4	-21927.29069327	-21955.58935245	1 5 8 9 
583	1	-21923.65684317	-21947.30727268	9 
584	2	-21925.21701131	-21950.62529874	5 9 
585	2	-21921.06270897	-21946.4709964	1 9 
586	2	-21921.06270897	-21946.4709964	1 9 
587	2	-21921.06270897	-21946.4709964	1 9 
588	2	-21921.06270897	-21946.4709964	1 9 
589	2	-21921.06270897	-21946.4709964	1 9 
590	2	-21921.06270897	-21946.4709964	1 9 
591	1	-21923.65684317	-21947.30727268	9 
592	1	-21923.65684317	-21947.30727268	9 
593	2	-21920.39468073	-21946.03044403	2 9 
594	2	-21920.39468073	-21946.03044403	2 9 
595	2	-21920.73755935	-21946.37332265	1 9 
596	2	-21920.8781301	-21946.38568784	1 9 
597	2	-21920.53521188	-21946.04276963	2 9 
598	2	-21920.53521188	-21946.04276963	2 9 
599	2	-21920.8781301	-21946.38568784	1 9 
600	2	-21920.53521188	-21946.04276963	2 9 
601	2	-21920.8781301	-21946.38568784	1 9 
602	2	-21920.2259857	-21946.08752139	2 9 
603	2	-21920.2259857	-21946.08752139	2 9 
604	4	-21925.24579094	-21953.99769839	2 8 9 15 
605	2	-21920.39535943	-21946.58666462	1 9 
606	2	-21920.6978459	-21946.37921739	1 9 
607	2	-21920.6978459	-21946.37921739	1 9 
608	3	-21923.63142818	-21950.8053343	1 2 9 
609	2	-21921.02228264	-21946.44626833	1 9 
610	2	-21921.02228264	-21946.44626833	1 9 
611	2	-21920.35558128	-21946.03622859	2 9 
612	2	-21920.35558128	-21946.03622859	2 9 
613	2	-21920.6984478	-21946.37909512	1 9 
614	2	-21920.35558128	-21946.03622859	2 9 
615	2	-21920.35558128	-21946.03622859	2 9 
616	2	-21920.35558128	-21946.03622859	2 9 
617	2	-21920.35558128	-21946.03622859	2 9 
618	2	-21920.35558128	-21946.03622859	2 9 
619	2	-21920.35558128	-21946.03622859	2 9 
620	2	-21920.35558128	-21946.03622859	2 9 
621	3	-21923.11948284	-21950.34057519	2 9 11 
622	2	-21920.35558128	-21946.03622859	2 9 
623	2	-21920.35558128	-21946.03622859	2 9 
624	3	-21926.53687791	-21953.45862157	6 8 9 
625	1	-21923.80631155	-21947.42975225	9 
626	1	-21923.66900567	-21947.31144258	9 
627	1	-21923.82115433	-21947.44950034	9 
628	2	-21925.31079909	-21950.6945231	5 9 
629	1	-21923.70324654	-21947.32911263	9 
630	1	-21923.59935253	-21947.30370173	9 
631	1	-21923.59935253	-21947.30370173	9 
632	2	-21920.60375853	-21946.06596565	2 9 
633	2	-21919.92496564	-21946.43453364	2 9 
634	2	-21921.26928346	-21946.72573045	2 9 
635	2	-21921.26928346	-21946.72573045	2 9 
636	3	-21924.12403616	-21951.12092819	2 9 10 
637	3	-21924.12403616	-21951.12092819	2 9 10 
638	2	-21923.19311213	-21948.64955911	4 9 
639	2	-21922.47371774	-21947.97015336	4 9 
640	2	-21922.47371774	-21947.97015336	4 9 
641	3	-21924.92291663	-21951.95979728	4 9 14 
642	2	-21920.55062163	-21946.04705724	2 9 
643	2	-21920.55062163	-21946.04705724	2 9 
644	2	-21920.55062163	-21946.04705724	2 9 
645	2	-21920.32466204	-21946.043868	2 9 
646	2	-21920.32466204	-21946.043868	2 9 
647	2	-21920.32466204	-21946.043868	2 9 
648	2	-21920.32466204	-21946.043868	2 9 
649	2	-21920.32466204	-21946.043868	2 9 
650	2	-21920.32466204	-21946.043868	2 9 
651	2	-21920.32466204	-21946.043868	2 9 
652	2	-21920.53297784	-21946.0421938	2 9 
653	2	-21920.72524968	-21946.13164453	2 9 
654	2	-21920.72524968	-21946.13164453	2 9 
655	3	-21921.85553029	-21950.4865638	2 9 14 
656	3	-21921.85553029	-21950.4865638	2 9 14 
657	2	-21919.50844882	-21947.64907384	2 9 
658	3	-21922.47174555	-21950.00349304	2 9 14 
659	2	-21920.15076874	-21946.14207119	2 9 
660	2	-21921.14939649	-21946.56017553	2 9 
661	3	-21924.13096742	-21951.11981801	2 9 14 
662	2	-21921.08721788	-21946.48105948	2 9 
663	2	-21921.08721788	-21946.48105948	2 9 
664	2	-21921.08721788	-21946.48105948	2 9 
665	2	-21921.08721788	-21946.48105948	2 9 
666	2	-21921.3901201	-21946.90821362	2 9 
667	2	-21921.02779784	-21946.41013635	2 9 
668	2	-21921.28011796	-21946.74148134	2 9 
669	2	-21921.28011796	-21946.74148134	2 9 
670	2	-21921.28011796	-21946.74148134	2 9 
671	2	-21921.28011796	-21946.74148134	2 9 
672	2	-21920.20730937	-21946.09927292	2 9 
673	2	-21920.20730937	-21946.09927292	2 9 
674	2	-21920.20730937	-21946.09927292	2 9 
675	3	-21922.82152794	-21950.24122266	2 8 9 
676	3	-21922.72030512	-21950.25692365	2 8 9 
677	3	-21922.72030512	-21950.25692365	2 8 9 
678	3	-21922.51437166	-21950.05099019	2 9 15 
679	2	-21920.49474336	-21946.03417237	2 9 
680	2	-21920.0861949	-21946.20494862	2 9 
681	3	-21924.28812618	-21951.20328595	2 9 13 
682	3	-21923.97750951	-21950.91823731	2 9 13 
683	2	-21920.74430956	-21946.14459232	2 9 
684	2	-21920.77894567	-21946.16984487	2 9 
685	2	-21920.96126427	-21946.33652336	2 9 
686	2	-21920.66292583	-21946.38809474	1 9 
687	2	-21920.32007073	-21946.04523964	2 9 
688	2	-21920.32007073	-21946.04523964	2 9 
689	2	-21920.32007073	-21946.04523964	2 9 
690	2	-21921.3620479	-21946.74309451	1 9 
691	1	-21923.80543257	-21947.42862126	9 
692	2	-21920.8710298	-21946.38389677	1 9 
693	2	-21921.42096886	-21946.81270574	1 9 
694	2	-21921.07619411	-21946.47994687	1 9 
695	2	-21921.15116672	-21946.53582476	1 9 
696	2	-21921.15116672	-21946.53582476	1 9 
697	2	-21920.94387684	-21946.40774155	1 9 
698	2	-21921.64688082	-21947.11943354	1 9 
699	2	-21921.64858477	-21947.12196425	1 9 
700	2	-21922.45207466	-21947.96426447	4 9 
701	2	-21921.18811151	-21946.56700784	1 9 
702	2	-21920.34651406	-21946.65134666	1 9 
703	2	-21920.78939229	-21946.37205103	1 9 
704	2	-21920.78939229	-21946.37205103	1 9 
705	2	-21920.84221983	-21946.22148525	2 9 
706	2	-21920.84221983	-21946.22148525	2 9 
707	2	-21920.41785158	-21946.02899013	2 9 
708	2	-21921.2922182	-21946.75921944	2 9 
709	2	-21921.90044114	-21947.81350054	2 9 
710	2	-21921.90044114	-21947.81350054	2 9 
711	3	-21924.00990205	-21950.93021838	2 7 9 
712	2	-21921.35335207	-21946.73322336	1 9 
713	2	-21920.96067043	-21946.33589516	2 9 
714	2	-21920.77526623	-21946.37169688	1 9 
715	2	-21920.32194362	-21946.04467262	2 9 
716	2	-21920.32194362	-21946.04467262	2 9 
717	2	-21920.32194362	-21946.04467262	2 9 
718	2	-21920.32194362	-21946.04467262	2 9 
719	2	-21920.32194362	-21946.04467262	2 9 
720	2	-21920.32194362	-21946.04467262	2 9 
721	2	-21920.72875654	-21946.13397536	2 9 
722	1	-21923.3248747	-21947.76894407	9 
723	2	-21920.04785418	-21946.24978146	2 9 
724	2	-21921.5853736	-21947.23160765	2 9 
725	2	-21921.82610687	-21947.67047552	2 9 
726	3	-21924.33199259	-21951.71680628	2 3 9 
727	2	-21921.88654555	-21947.78652186	2 9 
728	2	-21921.36697645	-21946.87213814	2 9 
729	1	-21923.32622937	-21947.76412922	9 
730	1	-21923.81215557	-21947.43738186	9 
731	1	-21923.81215557	-21947.43738186	9 
732	2	-21921.37557672	-21946.75866093	1 9 
733	1	-21923.81215557	-21947.43738186	9 
734	1	-21924.14206867	-21948.11592753	9 
735	1	-21923.7717841	-21947.38867882	9 
736	3	-21923.64546337	-21950.56066104	2 9 10 
737	2	-21925.38435209	-21950.75910472	8 9 
738	2	-21925.11637825	-21950.53837962	8 9 
739	4	-21926.96359968	-21955.22992329	1 9 12 14 
740	2	-21921.31476758	-21946.69071944	1 9 
741	2	-21921.08054202	-21946.48290602	1 9 
742	2	-21924.47988476	-21949.88224876	3 9 
743	2	-21924.3391332	-21949.8052424	3 9 
744	2	-21920.59717407	-21946.06328327	2 9 
745	2	-21920.99639914	-21946.3746086	2 9 
746	3	-21928.23359765	-21955.14962493	3 6 9 
747	3	-21928.1836948	-21955.09835504	3 6 9 
748	1	-21923.9351466	-21947.63852121	9 
749	1	-21923.9351466	-21947.63852121	9 
750	2	-21921.62288729	-21947.08411982	1 9 
751	2	-21921.62288729	-21947.08411982	1 9 
752	2	-21921.27983312	-21946.74106565	2 9 
753	2	-21921.27983312	-21946.74106565	2 9 
754	2	-21921.62288729	-21947.08411982	1 9 
755	2	-21921.27983312	-21946.74106565	2 9 
756	2	-21921.27983312	-21946.74106565	2 9 
757	2	-21921.27983312	-21946.74106565	2 9 
758	2	-21921.62288729	-21947.08411982	1 9 
759	2	-21921.83821871	-21947.42118818	1 9 
760	3	-21925.43801734	-21952.56143185	1 6 9 
761	2	-21927.50956435	-21952.92202707	6 9 
762	2	-21921.4956616	-21946.90745075	1 9 
763	3	-21923.17598253	-21950.60447558	1 9 10 
764	3	-21922.24735337	-21950.0411296	2 9 10 
765	3	-21923.77482938	-21950.69912112	2 9 10 
766	2	-21920.33076671	-21946.04214014	2 9 
767	2	-21920.33076671	-21946.04214014	2 9 
768	2	-21920.48413343	-21946.03257204	2 9 
769	2	-21920.64222433	-21946.08349206	2 9 
770	2	-21920.64222433	-21946.08349206	2 9 
771	2	-21920.9259898	-21946.30012567	2 9 
772	2	-21921.2689921	-21946.64312798	1 9 
773	1	-21923.75920559	-21947.37548355	9 
774	2	-21920.76938703	-21946.37170242	1 9 
775	2	-21921.7632156	-21947.29883984	1 9 
776	3	-21924.17417621	-21951.09086198	1 9 10 
777	3	-21924.6825534	-21951.65421707	1 9 10 
778	1	-21923.45768788	-21947.4285561	9 
779	1	-21923.58345809	-21947.30772339	9 
780	2	-21920.57166898	-21946.0537922	2 9 
781	2	-21919.87346716	-21946.532153	2 9 
782	2	-21919.87346716	-21946.532153	2 9 
783	2	-21919.79449779	-21946.70740134	2 9 
784	1	-21923.01225212	-21949.96843904	9 
785	2	-21923.17331173	-21951.70753056	3 9 
786	2	-21921.35748583	-21949.89170465	4 9 
787	1	-21923.39494542	-21947.55798729	9 
788	4	-21926.15572496	-21955.83991091	3 4 9 12 
789	3	-21923.52088303	-21950.48258688	2 7 9 
790	2	-21921.45493356	-21947.01190187	2 9 
791	2	-21921.45493356	-21947.01190187	2 9 
792	1	-21923.62336944	-21947.30184288	9 
793	2	-21920.35911356	-21946.03553039	2 9 
794	2	-21922.28190369	-21947.95832051	4 9 
795	3	-21924.10590443	-21951.32276629	1 4 9 
796	2	-21920.35911356	-21946.03553039	2 9 
797	2	-21920.35911356	-21946.03553039	2 9 
798	2	-21922.1315696	-21948.02062179	4 9 
799	2	-21922.1315696	-21948.02062179	4 9 
800	2	-21922.1315696	-21948.02062179	4 9 
801	2	-21922.1315696	-21948.02062179	4 9 
802	2	-21922.37865576	-21947.95261385	4 9 
803	1	-21923.5260625	-21947.34216267	9 
804	2	-21920.29020593	-21946.05569536	2 9 
805	1	-21923.56166996	-21947.31701932	9 
806	3	-21924.36269936	-21951.60834893	3 4 9 
807	3	-21924.77155443	-21952.017204	4 6 9 
808	4	-21926.25774023	-21954.85331652	2 6 8 9 
809	3	-21925.10226352	-21952.3479131	4 9 12 
810	1	-21923.46671601	-21947.41406262	9 
811	2	-21922.25838375	-21947.96358829	4 9 
812	2	-21920.6784957	-21946.38370023	1 9 
813	2	-21922.25838375	-21947.96358829	4 9 
814	2	-21920.80213101	-21946.3728101	1 9 
815	2	-21920.80213101	-21946.3728101	1 9 
816	1	-21923.50856485	-21947.35930578	9 
817	1	-21923.50856485	-21947.35930578	9 
818	1	-21923.50856485	-21947.35930578	9 
819	1	-21923.17717042	-21948.50271128	9 
820	3	-21923.59581805	-21951.07398422	2 5 9 
821	2	-21926.69274675	-21952.09412586	9 15 
822	2	-21926.69274675	-21952.09412586	9 15 
823	3	-21928.21237044	-21955.1541946	5 8 9 
824	2	-21927.75271604	-21953.15409516	7 9 
825	2	-21926.69274675	-21952.09412586	9 15 
826	3	-21924.55962135	-21952.24957368	4 7 9 
827	3	-21925.3677082	-21952.36927495	4 7 9 
828	2	-21920.94855482	-21946.40967653	1 9 
829	2	-21921.14344946	-21946.52960788	1 9 
830	2	-21921.14344946	-21946.52960788	1 9 
831	2	-21921.14344946	-21946.52960788	1 9 
832	3	-21924.3613911	-21951.28799456	1 9 13 
833	2	-21920.80047056	-21946.18662898	2 9 
834	2	-21920.68391639	-21946.10595892	2 9 
835	2	-21920.1693272	-21946.1268009	2 9 
836	2	-21920.1693272	-21946.1268009	2 9 
837	2	-21920.1693272	-21946.1268009	2 9 
838	2	-21919.71872386	-21946.90710941	2 9 
839	2	-21919.26091934	-21948.96576566	2 9 
840	2	-21919.26091934	-21948.96576566	2 9 
841	3	-21923.37970934	-21950.31816469	2 9 14 
842	1	-21928.47173495	-21952.11188735	5 
843	3	-21923.37970934	-21950.31816469	2 9 14 
844	1	-21928.03579986	-21952.92551057	5 
845	3	-21921.89338404	-21950.43403543	2 9 14 
846	4	-21927.65635468	-21956.07004872	2 3 5 9 
847	4	-21926.5758055	-21954.84323605	2 3 5 9 
848	4	-21924.93702196	-21954.0228153	2 3 5 9 
849	3	-21924.51355615	-21951.44281428	2 5 9 
850	1	-21923.69068189	-21947.32163706	9 
851	1	-21923.69068189	-21947.32163706	9 
852	2	-21921.13093888	-21946.51975197	1 9 
853	2	-21921.13093888	-21946.51975197	1 9 
854	2	-21921.13093888	-21946.51975197	1 9 
855	2	-21921.13093888	-21946.51975197	1 9 
856	3	-21923.48053279	-21950.40979092	2 9 15 
857	2	-21920.65783415	-21946.09148918	2 9 
858	2	-21920.78453733	-21946.17412575	2 9 
859	2	-21920.78453733	-21946.17412575	2 9 
860	2	-21920.78453733	-21946.17412575	2 9 
861	2	-21921.13740948	-21946.54454804	2 9 
862	2	-21921.13740948	-21946.54454804	2 9 
863	1	-21923.86428745	-21947.51356809	9 
864	2	-21921.13740948	-21946.54454804	2 9 
865	1	-21924.09708674	-21948.00006883	9 
866	1	-21923.47909015	-21947.39577815	9 
867	2	-21920.36068517	-21946.03523109	2 9 
868	2	-21920.36068517	-21946.03523109	2 9 
869	2	-21920.88221521	-21946.25762429	2 9 
870	2	-21920.29817877	-21946.05264135	2 9 
871	2	-21920.29817877	-21946.05264135	2 9 
872	2	-21920.29817877	-21946.05264135	2 9 
873	2	-21920.29817877	-21946.05264135	2 9 
874	2	-21920.31868259	-21946.04566658	2 9 
875	2	-21920.96575522	-21946.34129096	2 9 
876	2	-21920.17736322	-21946.12056349	2 9 
877	2	-21920.17736322	-21946.12056349	2 9 
878	2	-21920.62642562	-21946.4012228	1 9 
879	2	-21920.74283842	-21946.37286599	1 9 
880	2	-21920.72104547	-21946.12888105	2 9 
881	3	-21923.34148025	-21950.28976087	2 6 9 
882	3	-21923.34148025	-21950.28976087	2 6 9 
883	3	-21923.37966612	-21950.32794673	2 9 15 
884	2	-21921.06400791	-21946.47184348	1 9 
885	2	-21921.06400791	-21946.47184348	1 9 
886	2	-21920.66854011	-21946.38642832	1 9 
887	3	-21922.74473492	-21950.00306817	2 6 9 
888	2	-21920.54138434	-21946.44798299	1 9 
889	2	-21920.54138434	-21946.44798299	1 9 
890	2	-21920.54138434	-21946.44798299	1 9 
891	1	-21923.39908265	-21947.54782338	9 
892	2	-21925.53556792	-21950.93304936	8 9 
893	2	-21924.53343243	-21950.61675204	8 9 
894	2	-21925.72517712	-21951.19184195	8 9 
895	3	-21922.95262096	-21950.26506691	1 8 9 
896	2	-21920.62840604	-21946.40040695	1 9 
897	2	-21920.62840604	-21946.40040695	1 9 
898	2	-21920.62840604	-21946.40040695	1 9 
899	2	-21920.28556245	-21946.05756336	2 9 
900	2	-21920.28556245	-21946.05756336	2 9 
901	2	-21920.28556245	-21946.05756336	2 9 
902	2	-21920.28556245	-21946.05756336	2 9 
903	2	-21920.28556245	-21946.05756336	2 9 
904	2	-21920.28556245	-21946.05756336	2 9 
905	2	-21920.53913517	-21946.44954129	1 9 
906	2	-21920.53913517	-21946.44954129	1 9 
907	2	-21920.19632337	-21946.10672949	2 9 
908	2	-21920.53913517	-21946.44954129	1 9 
909	3	-21924.22013337	-21951.35473365	1 4 9 
910	3	-21923.61780106	-21950.77249694	1 7 9 
911	2	-21920.75773138	-21946.37198222	1 9 
912	2	-21921.01171856	-21946.44033861	1 9 
913	2	-21921.91675341	-21947.55441224	1 9 
914	2	-21920.4026671	-21946.57781798	1 9 
915	2	-21920.4026671	-21946.57781798	1 9 
916	2	-21920.4026671	-21946.57781798	1 9 
917	2	-21920.56518141	-21946.43253393	1 9 
918	2	-21920.56518141	-21946.43253393	1 9 
919	2	-21920.56518141	-21946.43253393	1 9 
920	2	-21920.56518141	-21946.43253393	1 9 
921	2	-21921.10325634	-21946.49893806	1 9 
922	2	-21921.18605293	-21946.56520938	1 9 
923	2	-21921.18605293	-21946.56520938	1 9 
924	3	-21924.30487306	-21951.22447455	1 2 9 
925	3	-21923.97663857	-21950.96712414	1 2 9 
926	3	-21925.24450022	-21952.23498578	4 8 9 
927	3	-21923.97663857	-21950.96712414	1 2 9 
928	2	-21921.07739725	-21946.48076216	1 9 
929	2	-21921.07739725	-21946.48076216	1 9 
930	2	-21920.48078186	-21946.49608566	1 9 
931	2	-21920.48078186	-21946.49608566	1 9 
932	1	-21923.78262139	-21947.40081756	9 
933	1	-21923.37088631	-21947.62197129	9 
934	2	-21920.48413891	-21946.49308181	1 9 
935	1	-21923.37088631	-21947.62197129	9 
936	1	-21923.37088631	-21947.62197129	9 
937	1	-21923.37088631	-21947.62197129	9 
938	2	-21920.48413891	-21946.49308181	1 9 
939	2	-21921.70685481	-21947.21027688	1 9 
940	2	-21921.70685481	-21947.21027688	1 9 
941	2	-21921.8253674	-21947.39987509	1 9 
942	2	-21921.2122692	-21946.64495314	2 9 
943	2	-21921.2122692	-21946.64495314	2 9 
944	2	-21921.2122692	-21946.64495314	2 9 
945	2	-21920.0458204	-21946.25232197	2 9 
946	2	-21920.23761986	-21946.08078058	2 9 
947	2	-21920.23761986	-21946.08078058	2 9 
948	1	-21923.41833738	-21947.50364018	9 
949	2	-21920.58044675	-21946.42360747	1 9 
950	1	-21923.5353221	-21947.33439264	9 
951	1	-21923.49263359	-21947.3778053	9 
952	1	-21923.49263359	-21947.3778053	9 
953	1	-21923.87159106	-21947.52535564	9 
954	2	-21924.38961858	-21949.82824329	3 9 
955	2	-21924.38961858	-21949.82824329	3 9 
956	1	-21923.65906487	-21947.30794925	9 
957	1	-21923.65906487	-21947.30794925	9 
958	1	-21923.68542642	-21947.31884709	9 
959	1	-21923.68542642	-21947.31884709	9 
960	2	-21921.12034469	-21946.51162327	1 9 
961	2	-21920.77737044	-21946.16864903	2 9 
962	2	-21921.30680563	-21946.78080729	2 9 
963	1	-21923.94857164	-21947.66471539	9 
964	2	-21921.30680563	-21946.78080729	2 9 
965	2	-21921.2624965	-21946.7159278	2 9 
966	1	-21924.10408362	-21948.01770036	9 
967	1	-21923.78183857	-21947.39991723	9 
968	2	-21920.97154986	-21946.34748644	2 9 
969	2	-21921.31455995	-21946.69049653	1 9 
970	2	-21921.42506732	-21946.81772018	1 9 
971	3	-21924.63269832	-21951.54796905	2 4 9 
972	2	-21922.87651779	-21948.25134347	4 9 
973	2	-21925.45079807	-21950.82562375	5 9 
974	2	-21922.87651779	-21948.25134347	4 9 
975	2	-21920.95294662	-21946.32777231	2 9 
976	2	-21920.76829673	-21946.16184781	2 9 
977	2	-21920.39994048	-21946.02998719	2 9 
978	2	-21919.814154	-21946.66076103	2 9 
979	2	-21924.58452386	-21950.69578985	5 9 
980	2	-21919.92203381	-21946.43975524	2 9 
981	2	-21920.99035166	-21946.36792598	2 9 
982	2	-21921.01964881	-21946.40078309	2 9 
983	2	-21921.01964881	-21946.40078309	2 9 
984	2	-21921.01964881	-21946.40078309	2 9 
985	2	-21921.1142102	-21946.51480738	2 9 
986	2	-21921.1142102	-21946.51480738	2 9 
987	2	-21921.67166364	-21947.38430273	2 9 
988	2	-21921.67166364	-21947.38430273	2 9 
989	2	-21920.30933127	-21946.04869166	2 9 
990	2	-21921.17890145	-21946.55901689	1 9 
991	2	-21921.32390266	-21946.70058882	1 9 
992	2	-21920.99244723	-21946.4301038	1 9 
993	2	-21921.65136756	-21947.1261037	1 9 
994	2	-21921.59067643	-21947.0376748	1 9 
995	2	-21920.52735687	-21946.45798247	1 9 
996	2	-21923.66849832	-21950.1665562	3 9 
997	3	-21921.95495163	-21949.99345454	1 9 14 
998	3	-21921.95495163	-21949.99345454	1 9 14 
999	2	-21921.4515809	-21946.85068434	1 9 
1000	1	-21923.84993539	-21947.49118091	9 
1001	2	-21921.38577097	-21946.77055679	1 9 
1002	2	-21921.38577097	-21946.77055679	1 9 
1003	2	-21921.38577097	-21946.77055679	1 9 
1004	2	-21921.38577097	-21946.77055679	1 9 
1005	2	-21920.53219293	-21946.45445936	1 9 
1006	2	-21920.53219293	-21946.45445936	1 9 
1007	2	-21920.53219293	-21946.45445936	1 9 
1008	2	-21920.53219293	-21946.45445936	1 9 
1009	2	-21920.67715162	-21946.10207458	2 9 
1010	2	-21925.10949529	-21950.53441825	8 9 
1011	2	-21921.4975211	-21946.90989788	1 9 
1012	2	-21920.75399501	-21946.37214815	1 9 
1013	2	-21920.41111146	-21946.02926459	2 9 
1014	2	-21920.90409381	-21946.27848984	2 9 
1015	2	-21920.90409381	-21946.27848984	2 9 
1016	2	-21920.12408395	-21946.16618824	2 9 
1017	2	-21921.02030908	-21946.4015375	2 9 
1018	2	-21920.16049356	-21946.13391779	2 9 
1019	2	-21920.16049356	-21946.13391779	2 9 
1020	2	-21920.16049356	-21946.13391779	2 9 
1021	2	-21921.01347305	-21946.44130788	1 9 
1022	2	-21920.53202269	-21946.45458203	1 9 
1023	2	-21920.18921355	-21946.11177289	2 9 
1024	2	-21920.87264939	-21946.24874241	2 9 
1025	2	-21920.36975844	-21946.03363917	2 9 
1026	2	-21920.71262941	-21946.37651014	1 9 
1027	2	-21920.36975844	-21946.03363917	2 9 
1028	2	-21920.36975844	-21946.03363917	2 9 
1029	2	-21920.36975844	-21946.03363917	2 9 
1030	2	-21920.71415337	-21946.12442389	2 9 
1031	2	-21920.71415337	-21946.12442389	2 9 
1032	2	-21919.82368273	-21946.63888558	2 9 
1033	2	-21920.50038805	-21946.03513584	2 9 
1034	2	-21920.23221515	-21946.08385723	2 9 
1035	2	-21920.23221515	-21946.08385723	2 9 
1036	2	-21920.53680073	-21946.04318624	2 9 
1037	2	-21920.51573118	-21946.03814355	2 9 
1038	2	-21920.65741058	-21946.09126557	2 9 
1039	2	-21920.65741058	-21946.09126557	2 9 
1040	2	-21920.34503062	-21946.03852558	2 9 
1041	2	-21920.34503062	-21946.03852558	2 9 
1042	2	-21920.34503062	-21946.03852558	2 9 
1043	2	-21920.34503062	-21946.03852558	2 9 
1044	2	-21920.71103821	-21946.12243926	2 9 
1045	2	-21920.71103821	-21946.12243926	2 9 
1046	2	-21920.94295899	-21946.31740087	2 9 
1047	2	-21921.28596423	-21946.66040612	1 9 
1048	2	-21920.94295899	-21946.31740087	2 9 
