Sweep	Move_type	nBreakpoints	Chain_l	Chain_r
14843	3	5	1	2
14845	2	2	1	2
14847	3	5	2	1
14848	2	2	2	1
14850	1	1	1	2
14851	2	2	2	1
14852	2	2	1	2
14853	1	1	2	1
14854	3	5	1	2
14856	3	3	2	1
14858	2	2	1	2
14860	3	5	1	2
14861	3	2	2	1
14868	2	2	1	2
14869	3	5	1	2
14874	1	1	2	1
14876	2	2	1	2
14877	3	3	1	2
14880	3	2	2	1
14882	1	1	2	1
14888	1	1	1	3
14889	2	2	1	2
14892	1	1	1	2
14893	3	4	1	2
14900	1	1	1	2
14905	3	2	1	3
14906	3	2	2	1
14908	1	1	2	1
14913	3	3	1	2
14920	2	2	2	1
14923	3	3	1	2
14924	3	4	1	3
14925	3	2	1	2
14927	1	1	1	3
14929	3	3	1	2
14930	3	5	2	1
14935	2	2	1	2
14940	1	1	1	2
14945	2	2	2	1
14951	3	3	1	3
14955	2	2	1	2
14956	2	2	2	1
14957	3	2	2	1
14963	2	2	3	1
14964	3	2	3	1
14965	1	1	1	3
14966	2	2	1	3
14969	2	2	3	1
14972	1	1	1	2
14974	1	1	1	2
14979	3	1	1	2
14980	2	2	3	1
14987	2	2	2	1
14988	1	1	2	1
14991	3	5	2	1
14997	2	2	1	3
15002	2	2	1	3
15005	3	3	1	2
15007	2	2	2	1
15008	3	5	3	1
15010	1	1	2	1
15032	2	2	1	2
15037	1	1	2	1
15038	2	2	1	2
15039	1	1	2	1
15042	2	2	1	2
15043	1	1	2	1
15051	3	3	3	1
15053	3	2	2	1
15054	2	2	1	2
15055	1	1	1	2
15056	1	1	1	2
15057	3	2	1	2
15059	3	1	1	2
15060	1	1	2	1
15061	2	2	1	2
15062	2	2	1	2
15063	2	2	1	2
15067	2	2	2	1
15068	2	2	1	2
15069	3	5	1	2
15070	3	2	1	2
15071	1	1	2	1
15076	2	2	1	2
15091	3	2	1	2
15093	1	1	1	2
15094	2	2	1	2
15095	1	1	2	1
15096	1	1	1	2
15099	3	2	1	2
15100	2	2	2	1
15101	1	1	2	1
15102	1	1	1	2
15104	2	2	1	2
15105	3	3	2	1
15111	3	4	1	2
15114	1	1	1	2
15117	3	2	2	1
15120	1	1	1	3
15130	1	1	1	3
15131	3	3	3	1
15135	3	5	3	1
15137	2	2	1	2
15139	3	5	1	3
15142	1	1	1	2
15145	1	1	1	2
15149	2	2	2	1
15153	3	3	1	3
15154	1	1	2	1
15163	3	5	2	1
15169	3	2	1	3
15170	3	5	1	2
15171	1	1	1	3
15172	3	4	1	2
15177	2	2	1	2
15179	2	2	1	2
15186	3	3	1	2
15195	3	5	1	3
15198	2	2	1	3
15207	3	2	1	3
15211	1	1	1	2
15223	3	2	1	2
15235	3	1	1	3
15243	3	1	1	2
15244	2	2	2	1
15246	3	2	1	2
15249	3	3	1	2
15250	2	2	2	1
15252	3	5	1	2
15253	1	1	1	2
15258	3	3	1	3
15263	1	1	1	2
15266	1	1	1	2
15267	2	2	1	2
15268	2	2	1	2
15269	3	2	2	1
15274	2	2	2	1
15275	1	1	1	2
15276	3	1	2	1
15282	2	2	1	2
15283	3	5	1	3
15284	1	1	2	1
15288	3	4	2	1
15289	2	2	1	2
15293	1	1	2	1
15304	3	5	1	2
15309	1	1	1	2
15317	2	2	1	2
15321	1	1	1	2
15324	3	2	1	2
15327	2	2	2	1
15328	1	1	2	1
15329	1	1	2	1
15335	3	2	1	2
15340	3	3	2	1
15341	3	2	1	2
15344	3	5	1	2
15346	1	1	1	3
15348	3	2	2	1
15349	1	1	2	1
15358	3	1	1	3
15360	2	2	1	2
15361	1	1	1	2
15363	1	1	2	1
15369	2	2	1	2
15370	3	5	1	2
15371	1	1	1	2
15372	2	2	1	2
15379	3	3	1	2
15385	3	2	1	2
15389	3	4	2	1
15391	2	2	2	1
15393	2	2	1	2
15395	1	1	1	2
15398	2	2	1	3
15406	2	2	1	3
15409	1	1	1	2
15411	3	1	1	2
15417	3	2	1	3
15420	3	5	1	2
15421	2	2	1	3
15425	2	2	1	2
15427	3	2	2	1
15428	1	1	2	1
15432	2	2	1	2
15433	2	2	1	2
15436	3	2	1	2
15437	3	2	1	2
15438	3	4	1	2
15441	2	2	2	1
15444	1	1	2	1
15446	1	1	2	1
15447	1	1	1	2
15448	1	1	1	2
15451	1	1	1	2
15455	2	2	1	2
15457	2	2	2	1
15458	2	2	3	1
15469	3	2	2	1
15470	1	1	2	1
15471	1	1	1	2
15472	3	4	2	1
15473	3	3	1	2
15474	2	2	1	2
15476	2	2	2	1
15478	3	2	2	1
15479	1	1	1	2
15481	1	1	1	2
15482	2	2	1	2
15484	2	2	2	1
15493	3	3	1	3
15494	3	5	1	2
15495	2	2	1	2
15497	3	3	1	2
15505	2	2	1	2
15507	3	3	1	2
15512	3	5	1	2
15519	1	1	2	1
15521	2	2	1	2
15522	3	2	1	2
15523	2	2	2	1
15533	3	2	1	2
15534	2	2	2	1
15538	2	2	1	2
15539	1	1	1	2
15540	1	1	2	1
15542	3	3	1	2
15544	1	1	3	1
15552	2	2	2	1
15557	3	3	1	2
15561	2	2	1	2
15564	2	2	1	2
15569	3	1	1	2
15574	2	2	2	1
15576	2	2	1	2
15577	3	5	1	3
15578	2	2	1	2
15583	2	2	1	2
15589	1	1	1	2
15593	2	2	1	2
15598	2	2	1	2
15602	1	1	1	2
15606	2	2	1	2
15609	3	1	1	2
15612	3	2	1	2
15614	1	1	3	1
15615	2	2	1	2
15617	3	3	1	3
15623	3	2	1	2
15625	3	2	1	2
15627	3	2	1	2
15628	1	1	1	2
15629	1	1	1	2
15630	3	2	1	2
15633	1	1	1	2
15635	2	2	1	2
15644	3	5	1	2
15647	3	2	1	3
15650	1	1	2	1
15655	2	2	2	1
15657	1	1	2	1
15659	2	2	1	2
15664	2	2	2	1
15666	3	2	2	1
15667	1	1	1	3
15668	3	3	1	3
15671	3	3	1	2
15672	1	1	1	2
15674	3	3	1	2
15675	1	1	1	2
15676	1	1	1	2
15681	2	2	1	2
15682	2	2	1	2
15684	1	1	1	2
15691	3	3	2	1
15693	2	2	2	1
15694	3	2	1	2
15703	1	1	1	2
15704	1	1	1	2
15706	3	1	1	2
15711	3	2	1	2
15713	3	1	1	2
15714	3	3	1	2
15716	1	1	2	1
15718	2	2	1	2
15719	3	2	1	3
15721	3	2	2	1
15722	1	1	1	3
15724	2	2	2	1
15725	3	5	1	2
15726	2	2	1	2
15728	3	5	1	2
15732	3	3	1	3
15733	1	1	3	1
15734	2	2	3	1
15738	3	3	1	2
15740	3	2	3	1
15741	1	1	1	2
15742	2	2	1	2
15743	1	1	1	2
15749	2	2	1	3
15753	1	1	1	2
15755	2	2	1	3
15756	2	2	2	3
15758	2	2	1	2
15762	1	1	1	2
15765	2	2	1	2
15766	3	5	2	1
15768	3	2	1	3
15769	1	1	1	2
15770	2	2	1	2
15775	3	1	1	3
15776	2	2	1	2
15779	1	1	1	2
15781	3	2	1	2
15782	3	2	1	2
15785	2	2	1	2
15790	2	2	1	2
15792	3	5	2	1
15794	2	2	1	2
15799	3	2	1	2
15809	3	3	1	2
15810	3	2	2	1
15811	3	5	2	1
15812	1	1	2	1
15814	1	1	1	2
15815	1	1	1	2
15817	3	2	1	2
15818	3	2	1	2
15826	1	1	1	3
15827	1	1	1	2
15829	2	2	1	3
15831	1	1	1	3
15832	1	1	1	2
15833	3	2	1	2
15837	1	1	1	2
15838	2	2	1	2
15840	3	3	2	1
15841	1	1	2	1
15842	3	5	1	2
15851	1	1	1	2
15853	2	2	1	2
15855	3	3	1	2
15862	1	1	1	2
15872	2	2	1	2
15873	3	2	1	2
15879	2	2	2	1
15880	1	1	1	2
15881	2	2	2	1
15882	3	5	2	1
15883	1	1	2	1
15888	2	2	1	2
15890	3	1	2	1
15892	3	2	1	2
15893	1	1	1	3
15896	3	5	2	1
15897	2	2	1	2
15898	3	1	1	2
15899	1	1	1	2
15900	3	2	2	1
15905	2	2	2	1
15911	1	1	1	2
15913	2	2	1	2
15915	3	2	1	3
15921	1	1	3	1
15923	1	1	1	2
15930	3	2	1	2
15933	3	5	1	3
15934	3	2	1	2
15935	2	2	1	2
15939	2	2	1	2
15941	3	2	1	3
15942	3	2	1	3
15948	1	1	1	2
15952	2	2	1	2
15960	3	1	1	2
15961	2	2	1	2
15965	2	2	2	1
15969	3	3	1	2
15973	2	2	1	3
15974	3	3	3	1
15975	1	1	1	3
15977	3	3	1	2
15979	2	2	1	2
15980	2	2	1	2
15981	1	1	1	3
15982	2	2	1	2
15984	3	5	1	2
15987	2	2	1	2
15988	3	4	1	2
15990	3	4	1	2
15995	3	3	1	2
15997	3	1	1	2
16000	2	2	1	2
16001	2	2	2	1
16002	1	1	2	1
16006	1	1	1	2
16007	1	1	2	1
16010	1	1	3	1
16011	2	2	3	1
16012	2	2	3	1
16016	3	4	1	2
16018	3	1	1	2
16020	2	2	1	3
16023	1	1	2	1
16025	1	1	2	1
16028	1	1	1	3
16029	3	4	1	2
16032	2	2	2	1
16035	1	1	2	1
16038	2	2	2	1
16041	2	2	1	2
16047	2	2	1	2
16049	2	2	1	3
16056	1	1	3	2
16057	2	2	2	3
16058	3	3	2	1
16060	1	1	1	3
16083	2	2	1	2
16084	3	5	1	2
16085	3	5	1	2
16093	1	1	1	2
16095	1	1	1	2
16099	3	4	1	3
16105	3	5	1	2
16110	3	4	2	1
16115	1	1	1	2
16116	3	2	1	2
16119	3	2	1	3
16120	3	5	1	2
16122	1	1	1	2
16124	2	2	2	1
16134	3	1	1	2
16140	3	5	1	2
16141	3	3	1	2
16147	3	5	1	3
16153	1	1	2	1
16155	1	1	1	2
16157	3	5	1	2
16159	2	2	2	1
16160	2	2	1	2
16169	2	2	1	2
16173	1	1	2	1
16180	2	2	1	2
16184	3	2	1	2
16192	3	3	1	2
16193	2	2	2	1
16194	2	2	2	1
16195	3	2	1	2
16196	3	3	3	1
16203	1	1	1	2
16204	2	2	2	1
16205	3	2	2	1
16208	2	2	1	2
16209	2	2	1	3
16214	3	5	1	2
16218	1	1	2	1
16219	3	5	1	2
16222	2	2	2	1
16223	2	2	1	2
16226	2	2	1	2
16228	2	2	2	1
16231	3	3	1	2
16232	3	4	1	2
16233	1	1	1	2
16235	3	3	1	2
16242	2	2	1	2
16244	1	1	1	2
16247	2	2	2	1
16248	1	1	1	2
16249	1	1	1	2
16255	3	1	1	2
16256	3	1	1	2
16257	2	2	1	2
16258	2	2	1	2
16260	2	2	2	1
16262	1	1	1	2
16263	1	1	2	1
16264	3	3	1	2
16265	3	3	1	2
16267	3	4	1	3
16268	3	2	1	2
16276	3	3	2	1
16277	3	2	1	2
16279	1	1	1	2
16285	3	2	2	1
16286	3	2	1	2
16289	3	5	1	2
16294	3	2	1	2
16295	2	2	2	1
16296	1	1	1	2
16297	2	2	1	2
16305	1	1	1	2
16307	1	1	2	1
16310	1	1	1	2
16312	2	2	1	3
16313	2	2	3	2
16315	2	2	1	2
16316	2	2	2	1
16318	2	2	1	2
16320	2	2	1	3
16321	2	2	2	1
16322	2	2	1	2
16323	2	2	1	2
16325	2	2	1	2
16326	3	5	1	2
16328	1	1	2	1
16331	3	2	2	1
16334	1	1	1	2
16339	3	4	1	2
16342	1	1	1	2
16343	1	1	2	1
16345	3	3	2	1
16347	1	1	2	1
16351	3	3	1	2
16354	3	2	1	3
16356	3	1	1	2
16358	2	2	1	2
16359	3	4	1	2
16361	1	1	2	1
16362	1	1	1	2
16363	3	3	2	1
16367	1	1	2	1
16374	3	3	3	1
16375	3	5	2	1
16393	1	1	2	1
16395	2	2	1	2
16396	1	1	2	1
16398	2	2	1	2
16399	2	2	2	1
16402	3	2	1	2
16407	3	3	1	2
16412	2	2	1	2
16414	2	2	1	2
16426	3	2	1	3
16432	3	3	1	2
16435	1	1	2	1
16436	1	1	2	1
16438	2	2	1	2
16440	3	2	1	2
16441	2	2	1	2
16444	1	1	1	2
16445	2	2	2	1
16450	3	2	1	2
16455	3	1	1	2
16463	3	3	1	3
16464	1	1	1	3
16467	3	2	1	2
16468	2	2	2	1
16470	2	2	1	2
16474	3	2	1	2
16484	3	4	1	3
16486	3	3	2	1
16491	2	2	1	2
16494	3	3	1	2
16495	1	1	1	2
16496	2	2	2	1
16497	3	2	2	1
16498	2	2	1	2
16499	1	1	2	1
16503	3	1	1	2
16504	1	1	1	2
16505	1	1	1	2
16507	1	1	1	2
16508	2	2	1	2
16509	3	2	1	2
16516	3	4	1	2
16522	1	1	2	1
16525	2	2	1	3
16527	3	5	2	1
16534	2	2	1	3
16536	3	3	2	1
16537	1	1	1	2
16543	3	5	2	1
16544	3	5	1	2
16545	3	5	1	2
16547	3	3	3	2
16550	3	2	1	2
16553	1	1	1	2
16555	1	1	1	2
16556	3	2	1	2
16558	3	3	3	1
16561	3	2	1	2
16562	3	3	2	1
16563	3	1	1	2
16574	3	3	1	2
16580	2	2	1	2
16586	3	2	1	2
16589	2	2	1	2
16593	2	2	1	2
16594	1	1	1	2
16595	1	1	1	2
16599	2	2	2	1
16600	2	2	1	2
16601	3	2	1	2
16611	2	2	2	1
16613	3	1	1	3
16614	2	2	1	2
16617	1	1	2	1
16618	2	2	1	2
16620	2	2	2	1
16621	2	2	2	1
16636	1	1	2	1
16638	2	2	1	2
16639	1	1	1	2
16640	3	4	1	2
16642	3	1	1	2
16645	1	1	1	2
16646	1	1	1	2
16648	2	2	2	1
16658	1	1	2	1
16673	2	2	2	1
16676	2	2	2	1
16677	3	2	1	2
16678	2	2	2	1
16679	2	2	1	2
16681	3	5	2	1
16684	2	2	1	2
16687	2	2	1	2
16689	3	5	2	1
16693	3	2	2	1
16696	1	1	2	1
16713	2	2	1	2
16716	3	5	1	2
16720	2	2	2	1
16722	1	1	1	2
16723	1	1	1	2
16725	2	2	1	2
16731	2	2	2	1
16734	2	2	1	2
16735	2	2	2	1
16740	2	2	2	3
16742	2	2	1	2
16743	1	1	1	2
16747	3	1	1	2
16751	3	5	2	1
16752	1	1	1	2
16753	3	3	2	1
16754	1	1	1	2
16755	2	2	2	1
16756	1	1	2	1
16757	2	2	1	2
16759	1	1	1	2
16762	1	1	1	2
16763	2	2	1	3
16767	2	2	2	1
16772	1	1	1	3
16775	3	2	1	2
16779	2	2	2	1
16780	1	1	1	2
16784	2	2	3	1
16785	2	2	3	1
16787	3	3	2	1
16798	3	2	1	3
16802	3	2	2	1
16805	2	2	2	1
16806	2	2	1	2
16809	3	2	1	3
16810	3	2	1	3
16812	2	2	2	1
16817	2	2	1	2
16821	2	2	1	3
16822	2	2	1	2
16825	2	2	1	2
16828	2	2	1	3
16831	3	2	2	1
16838	2	2	2	1
16841	1	1	1	2
16846	2	2	1	2
16849	3	4	1	2
16852	3	5	1	2
16855	2	2	1	2
16858	1	1	1	2
16866	2	2	1	2
16871	3	3	2	1
16879	3	2	1	2
16889	1	1	1	2
16890	3	3	2	1
16891	3	3	1	2
16897	3	3	1	2
16898	2	2	1	2
16901	3	4	1	2
16903	2	2	2	1
16908	1	1	2	1
16925	3	5	1	2
16932	2	2	1	2
16933	2	2	1	3
16936	3	1	2	1
16939	2	2	1	2
16940	3	5	2	1
16942	1	1	3	1
16945	1	1	1	2
16946	3	5	2	1
16947	2	2	1	2
16948	3	2	1	2
16949	2	2	1	2
16955	3	2	1	2
16958	3	2	1	2
16963	1	1	1	2
16964	1	1	1	2
16965	1	1	2	1
16971	2	2	3	1
16980	2	2	1	2
16981	2	2	1	3
16982	3	5	1	3
16983	1	1	1	2
16984	3	5	1	2
16985	3	3	1	2
16986	3	5	2	1
16987	2	2	2	1
16991	3	4	1	2
16994	2	2	1	2
16995	2	2	2	1
16996	3	3	1	2
16997	3	3	1	2
17005	2	2	1	2
17009	2	2	2	1
17010	2	2	1	2
17011	3	3	1	2
17013	1	1	1	2
17016	2	2	1	2
17017	3	2	2	1
17019	1	1	2	1
17024	1	1	1	2
17032	1	1	1	2
17034	1	1	2	1
17035	2	2	2	1
17041	3	3	1	3
17044	2	2	3	1
17045	1	1	1	3
17048	2	2	2	1
17050	3	2	1	3
17052	1	1	1	3
17057	2	2	1	2
17059	3	5	2	1
17068	1	1	1	2
17071	2	2	1	2
17072	3	2	1	2
17074	3	5	2	1
17079	1	1	1	2
17084	2	2	2	1
17085	2	2	1	2
17086	3	5	2	1
17087	3	2	2	1
17093	3	3	2	1
17094	1	1	2	1
17096	3	3	1	2
17100	1	1	2	1
17101	1	1	2	1
17103	1	1	1	3
17104	1	1	1	3
17105	1	1	2	1
17107	3	2	1	2
17110	3	4	2	1
17111	1	1	2	1
17112	1	1	1	2
17118	3	2	1	2
17119	3	3	1	2
17121	3	3	1	2
17122	2	2	1	2
17127	3	2	1	2
17132	1	1	1	2
17134	3	4	2	1
17137	3	3	1	2
17138	3	2	1	2
17143	3	2	1	2
17145	1	1	3	1
17148	1	1	1	2
17149	3	2	1	2
17154	3	4	1	2
17156	2	2	1	2
17159	3	2	1	2
17160	1	1	2	1
17166	3	5	2	1
17168	2	2	1	2
17169	1	1	2	1
17176	3	2	2	1
17177	2	2	1	2
17178	2	2	3	1
17179	2	2	1	2
17180	2	2	2	1
17182	2	2	1	2
17183	2	2	1	3
17188	1	1	2	1
17189	2	2	1	2
17195	3	3	1	2
17196	2	2	2	1
17201	3	2	1	2
17205	3	2	1	2
17210	1	1	1	3
17211	3	3	1	2
17219	2	2	1	2
17221	1	1	1	2
17226	2	2	1	2
17227	1	1	2	1
17228	3	3	2	1
17232	2	2	1	2
17233	3	1	1	2
17234	3	3	2	1
17239	1	1	2	1
17241	3	2	1	2
17247	2	2	2	3
17248	3	1	2	1
17256	1	1	1	3
17268	3	3	1	2
17275	1	1	1	2
17277	1	1	1	2
17286	3	3	1	2
17293	3	2	1	2
17294	3	2	1	2
17305	3	5	2	1
17307	3	5	1	2
17311	3	2	1	3
17313	1	1	1	2
17317	3	2	3	1
17320	3	2	2	1
17321	1	1	1	2
17339	1	1	1	2
17341	3	2	1	2
17345	2	2	1	2
17348	3	2	1	2
17351	2	2	1	3
17354	2	2	1	3
17359	2	2	1	2
17361	3	2	1	2
17363	3	3	1	2
17364	3	3	1	3
17366	3	2	3	1
17367	1	1	2	1
17368	2	2	3	2
17369	2	2	3	1
17377	1	1	1	2
17382	2	2	2	1
17384	2	2	1	2
17387	1	1	1	2
17388	1	1	1	2
17389	2	2	2	1
17390	3	3	1	2
17391	3	3	1	2
17392	3	2	1	2
17395	3	3	2	1
17396	1	1	1	2
17400	2	2	1	2
17408	2	2	1	2
17410	2	2	1	2
17415	1	1	2	1
17418	3	3	1	2
17419	1	1	1	2
17420	3	3	1	2
17421	1	1	1	2
17422	2	2	1	2
17425	1	1	1	2
17430	2	2	2	1
17433	2	2	1	2
17437	3	3	1	2
17438	1	1	1	2
17442	2	2	1	2
17445	3	2	1	2
17447	1	1	2	1
17448	1	1	2	3
17450	1	1	1	2
17451	3	3	1	2
17452	2	2	2	1
17455	3	1	2	1
17458	2	2	2	1
17464	2	2	1	2
17467	1	1	1	2
17468	3	1	2	1
17469	3	2	1	2
17472	1	1	1	2
17473	1	1	1	2
17476	1	1	1	2
17477	1	1	1	2
17479	2	2	1	2
17485	3	3	1	2
17486	1	1	1	2
17489	1	1	2	1
17493	2	2	1	2
17494	2	2	1	2
17500	3	3	1	2
17505	3	5	1	2
17506	3	2	2	1
17507	1	1	1	2
17508	2	2	1	2
17511	3	3	1	2
17527	3	2	2	1
17531	2	2	2	1
17537	1	1	2	1
17538	1	1	1	2
17540	2	2	1	2
17545	3	1	1	2
17547	2	2	1	2
17548	3	2	1	3
17549	1	1	1	3
17553	2	2	1	2
17559	2	2	3	1
17562	1	1	2	1
17567	2	2	2	1
17568	3	1	2	1
17577	1	1	1	2
17578	2	2	1	2
17579	2	2	1	2
17581	2	2	2	1
17582	3	3	1	2
17583	1	1	2	1
17584	2	2	2	1
17587	1	1	2	1
17589	1	1	1	2
17590	2	2	1	2
17592	1	1	1	2
17600	3	5	1	2
17604	1	1	3	1
17605	2	2	1	3
17612	1	1	1	3
17616	3	4	1	2
17618	2	2	1	2
17628	3	5	1	2
17629	2	2	1	2
17630	2	2	2	1
17631	2	2	2	1
17632	1	1	1	2
17639	3	2	1	3
17640	3	1	1	2
17641	3	3	1	3
17643	1	1	1	2
17644	3	5	3	2
17645	3	5	3	2
17649	2	2	1	2
17650	2	2	1	2
17651	2	2	1	2
17652	3	5	1	2
17657	1	1	1	2
17660	1	1	3	1
17661	2	2	1	2
17664	3	2	1	3
17666	1	1	1	2
17668	1	1	1	3
17669	3	2	1	3
17670	2	2	1	3
17671	2	2	1	3
17674	2	2	2	1
17675	3	1	2	1
17676	2	2	2	1
17688	1	1	1	2
17690	1	1	2	1
17692	2	2	1	2
17697	1	1	2	1
17698	2	2	2	1
17700	3	3	2	1
17705	2	2	1	2
17706	2	2	1	2
17708	2	2	2	1
17719	3	4	2	1
17721	2	2	1	2
17724	3	3	2	1
17726	1	1	2	1
17729	3	2	1	3
17739	2	2	1	3
17741	3	3	1	3
17743	1	1	1	2
17744	3	3	2	1
17750	3	5	2	1
17751	3	3	2	1
17752	2	2	2	1
17753	2	2	1	2
17757	3	3	1	3
17758	3	2	1	3
17761	2	2	1	2
17763	2	2	1	2
17765	3	2	1	2
17769	3	4	1	2
17771	2	2	1	2
17782	2	2	1	2
17794	2	2	2	1
17797	1	1	1	2
17799	1	1	1	2
17800	1	1	1	2
17802	3	3	1	2
17803	1	1	1	2
17804	2	2	1	2
17806	3	2	1	2
17808	1	1	1	2
17809	2	2	2	1
17814	3	2	2	1
17816	2	2	1	2
17818	2	2	1	2
17820	1	1	1	2
17821	3	5	2	1
17822	1	1	2	1
17825	2	2	2	1
17829	2	2	1	3
17830	1	1	1	2
17832	3	2	1	2
17834	2	2	2	1
17835	2	2	1	2
17843	2	2	1	2
17844	3	2	1	2
17845	2	2	1	2
17850	3	1	1	2
17852	2	2	2	1
17854	1	1	2	1
17855	1	1	1	2
17857	2	2	2	1
17858	2	2	2	1
17861	1	1	2	1
17868	2	2	2	1
17869	2	2	1	2
17870	1	1	2	1
17873	3	3	1	2
17875	1	1	2	1
17879	1	1	1	2
17881	2	2	1	2
17883	2	2	1	2
17893	1	1	1	2
17894	1	1	2	1
17899	3	2	1	2
17900	3	2	1	2
17902	2	2	1	2
17908	2	2	1	2
17909	1	1	1	2
17910	1	1	2	1
17912	3	2	2	1
17913	1	1	1	2
17914	1	1	2	1
17916	3	3	2	1
17917	1	1	1	2
17918	1	1	1	2
17919	2	2	1	2
17922	2	2	1	2
17924	3	3	1	3
17926	1	1	1	2
17927	1	1	1	3
17929	2	2	1	3
17932	2	2	1	2
17934	2	2	1	2
17944	1	1	1	2
17948	2	2	1	2
17950	1	1	2	1
17957	2	2	2	1
17958	3	4	1	2
17961	3	2	2	1
17962	3	2	1	2
17966	2	2	1	3
17975	1	1	1	2
17977	3	3	2	1
17982	2	2	1	2
17984	1	1	1	3
17987	1	1	2	1
17992	2	2	1	2
17995	3	3	1	2
17996	1	1	1	2
17998	2	2	1	2
17999	1	1	1	2
18000	2	2	2	1
18003	2	2	1	2
18005	3	2	1	2
18017	2	2	2	1
18018	1	1	2	1
18019	2	2	1	3
18020	3	5	1	2
18021	2	2	1	2
18022	3	2	2	1
18023	2	2	2	1
18024	2	2	2	1
18025	3	1	2	1
18028	3	4	1	3
18030	2	2	3	1
18033	1	1	1	2
18036	2	2	1	2
18038	1	1	2	1
18039	1	1	2	1
18045	1	1	1	2
18049	1	1	1	2
18061	3	1	1	2
18065	2	2	1	2
18070	2	2	1	2
18074	3	2	2	1
18080	1	1	1	2
18082	3	3	2	1
18085	1	1	2	1
18087	3	2	1	2
18088	3	2	1	2
18093	3	1	1	2
18106	1	1	1	2
18107	3	3	1	2
18110	2	2	1	2
18114	1	1	2	1
18116	2	2	1	2
18119	3	2	1	2
18121	1	1	1	2
18128	1	1	2	1
18132	2	2	2	1
18133	2	2	1	2
18141	1	1	1	2
18150	3	2	1	2
18153	3	2	1	2
18158	3	1	2	1
18161	2	2	1	3
18164	2	2	1	2
18174	2	2	2	1
18176	1	1	1	2
18178	1	1	1	3
18182	2	2	2	1
18183	2	2	2	1
18184	2	2	2	1
18186	2	2	2	1
18197	2	2	2	1
18198	2	2	2	1
18199	2	2	1	2
18200	3	3	1	2
18209	2	2	1	2
18210	2	2	2	1
18212	3	5	1	2
18214	3	3	1	2
18217	3	3	1	2
18218	3	1	1	2
18219	2	2	1	2
18225	3	1	1	2
18226	2	2	1	2
18227	2	2	1	2
18228	2	2	1	2
18231	3	2	2	1
18232	3	2	1	2
18234	1	1	1	2
18235	2	2	2	1
18236	1	1	1	2
18238	3	4	1	2
18240	3	5	2	1
18244	3	4	2	1
18245	2	2	1	3
18246	1	1	1	2
18250	1	1	1	2
18252	1	1	1	2
18257	1	1	1	3
18258	1	1	2	1
18260	3	3	1	2
18261	3	4	1	2
18266	1	1	2	1
18267	1	1	2	1
18271	1	1	1	3
18274	3	2	2	1
18275	1	1	2	1
18279	3	5	1	2
18280	3	3	1	2
18286	2	2	3	1
18290	1	1	2	1
18293	1	1	1	2
18296	3	5	1	2
18297	3	5	1	2
18301	1	1	2	1
18305	2	2	1	2
18306	1	1	2	1
18307	3	3	2	1
18309	1	1	2	1
18311	2	2	1	2
18315	3	2	1	2
18317	1	1	2	1
18320	1	1	1	2
18321	1	1	1	3
18324	3	1	1	2
18327	3	3	1	2
18328	1	1	2	1
18331	2	2	1	2
18333	1	1	2	1
18334	2	2	1	2
18341	1	1	2	1
18342	3	5	1	2
18343	1	1	1	2
18344	3	3	2	1
18345	1	1	3	1
18346	3	3	1	3
18348	2	2	1	3
18350	1	1	1	2
18351	1	1	1	2
18353	2	2	1	2
18360	2	2	1	3
18363	3	5	1	2
18366	1	1	2	1
18370	3	5	1	2
18375	3	4	1	2
18378	1	1	1	2
18381	2	2	1	3
18383	1	1	1	2
18385	2	2	2	1
18387	1	1	1	2
18398	3	3	1	2
18399	3	3	2	1
18400	3	3	1	2
18401	3	5	2	1
18402	1	1	2	1
18408	3	2	1	2
18412	1	1	1	2
18413	2	2	1	3
18414	2	2	1	3
18416	3	4	1	2
18422	3	5	1	2
18424	3	3	1	3
18427	3	2	3	1
18429	3	3	1	2
18431	1	1	1	2
18433	3	3	1	2
18437	3	4	2	1
18440	1	1	2	1
18441	1	1	1	2
18442	1	1	1	3
18450	2	2	1	2
18452	3	3	1	2
18454	2	2	1	3
18456	3	5	1	3
18459	1	1	2	1
18461	1	1	2	1
18462	1	1	2	1
18463	3	2	2	1
18466	3	3	1	2
18468	3	2	1	2
18469	2	2	1	2
18472	2	2	2	1
18474	3	2	1	2
18477	3	2	2	1
18480	1	1	1	2
18481	3	5	2	1
18485	2	2	3	1
18490	3	1	3	1
18494	3	2	1	2
18498	2	2	1	2
18500	2	2	1	2
18507	1	1	1	2
18510	2	2	2	1
18513	1	1	3	1
18514	1	1	2	1
18515	1	1	2	1
18517	3	4	2	1
18518	3	5	1	2
18519	3	3	1	2
18520	2	2	2	1
18524	1	1	1	2
18526	1	1	1	2
18529	3	3	2	1
18533	2	2	2	1
18534	3	3	1	2
18536	2	2	1	2
18542	3	3	2	1
18549	1	1	1	2
18552	1	1	1	3
18553	2	2	1	2
18556	3	2	1	2
18557	1	1	1	2
18558	2	2	2	1
18562	2	2	2	1
18572	2	2	2	1
18574	2	2	2	1
18583	3	5	3	1
18590	1	1	1	2
18591	2	2	2	1
18593	2	2	1	2
18607	1	1	1	2
18609	3	2	2	1
18616	2	2	1	3
18618	3	1	1	2
18620	1	1	1	2
18622	3	3	1	2
18634	3	2	1	2
18637	1	1	1	2
18645	1	1	1	2
18647	3	5	1	2
18648	2	2	1	2
18649	3	5	1	2
18651	3	2	1	2
18653	2	2	1	2
18655	2	2	1	2
