Sweep	Move_type	nBreakpoints	Chain_l	Chain_r
27708	1	1	1	2
27710	2	2	2	1
27711	3	4	1	2
27716	2	2	1	2
27721	3	5	2	1
27722	3	2	1	2
27723	1	1	1	2
27724	1	1	1	2
27725	3	5	1	2
27726	1	1	2	1
27736	2	2	1	2
27739	2	2	1	2
27746	3	1	1	2
27748	1	1	1	2
27750	3	1	1	2
27754	2	2	3	1
27756	1	1	1	2
27761	3	2	1	2
27769	1	1	2	1
27772	2	2	1	2
27774	2	2	1	2
27775	1	1	1	2
27780	1	1	1	2
27781	1	1	1	2
27791	3	2	2	1
27792	2	2	2	1
27793	3	4	1	2
27794	1	1	1	2
27797	1	1	2	1
27802	2	2	1	2
27803	1	1	1	2
27814	2	2	2	1
27819	3	2	1	2
27824	2	2	1	2
27827	3	3	1	2
27828	1	1	1	2
27833	1	1	1	2
27834	1	1	1	2
27835	1	1	1	2
27836	2	2	1	2
27838	1	1	1	2
27841	3	3	1	2
27842	1	1	1	3
27843	3	2	1	2
27845	2	2	2	1
27851	2	2	1	2
27853	3	5	1	2
27855	3	3	1	2
27860	3	2	1	2
27862	1	1	2	1
27867	1	1	3	1
27869	3	3	1	2
27871	1	1	2	1
27877	3	1	1	3
27879	3	5	2	1
27880	2	2	2	1
27884	1	1	1	2
27887	3	3	1	2
27889	1	1	1	2
27895	3	2	1	2
27897	2	2	3	1
27903	2	2	1	2
27911	2	2	2	1
27912	1	1	1	2
27913	2	2	2	1
27916	3	5	1	2
27917	3	2	1	3
27919	2	2	2	1
27920	1	1	1	2
27921	1	1	2	1
27922	2	2	1	2
27928	3	5	1	2
27933	1	1	1	2
27934	2	2	2	1
27936	2	2	1	3
27937	1	1	1	2
27940	2	2	1	3
27943	2	2	1	2
27949	2	2	1	2
27951	2	2	1	2
27955	1	1	1	2
27960	1	1	2	1
27963	1	1	1	2
27964	3	2	1	2
27965	2	2	1	2
27966	1	1	1	2
27968	1	1	1	2
27973	1	1	1	2
27977	1	1	2	1
27978	1	1	1	2
27981	1	1	2	1
27985	1	1	1	3
27986	1	1	1	3
27996	3	2	3	1
28001	3	3	1	3
28002	1	1	1	2
28003	2	2	2	1
28006	3	2	1	2
28009	2	2	2	1
28012	2	2	1	2
28015	3	4	1	2
28016	1	1	1	3
28020	2	2	2	1
28022	2	2	1	2
28027	2	2	1	2
28028	2	2	1	2
28030	3	2	1	2
28031	3	2	1	2
28033	2	2	1	2
28034	3	5	1	2
28036	1	1	1	2
28044	2	2	1	2
28045	3	2	1	2
28047	1	1	1	2
28049	1	1	1	2
28050	1	1	1	2
28059	3	5	3	1
28061	3	2	1	2
28064	3	3	1	3
28065	2	2	1	2
28073	2	2	1	2
28077	1	1	1	2
28081	1	1	1	2
28084	3	2	1	2
28086	3	3	1	2
28089	1	1	1	3
28094	1	1	1	2
28095	1	1	1	2
28096	1	1	2	1
28099	2	2	1	2
28100	3	3	1	2
28101	3	3	1	2
28103	2	2	1	3
28104	3	3	1	3
28110	1	1	1	2
28113	3	5	1	2
28121	1	1	2	3
28122	2	2	2	1
28129	2	2	1	3
28131	3	2	1	2
28138	2	2	2	1
28142	1	1	1	2
28144	1	1	2	1
28146	2	2	2	1
28150	3	3	2	1
28151	1	1	1	2
28159	3	5	1	2
28161	1	1	1	2
28171	2	2	2	1
28174	2	2	2	1
28175	3	5	2	1
28178	2	2	2	1
28182	3	1	2	1
28185	1	1	1	2
28187	1	1	1	2
28188	3	3	1	2
28191	1	1	1	2
28195	3	3	2	1
28196	1	1	1	2
28198	3	2	1	3
28199	3	2	1	3
28202	1	1	2	1
28203	1	1	1	2
28211	2	2	1	2
28212	1	1	1	2
28215	3	3	2	1
28216	1	1	1	2
28217	2	2	1	2
28218	2	2	1	2
28219	2	2	1	2
28220	2	2	1	2
28221	1	1	1	2
28229	3	5	1	3
28230	3	2	1	2
28231	3	5	1	3
28237	2	2	1	2
28241	3	2	2	1
28247	1	1	2	1
28248	2	2	1	2
28251	2	2	1	2
28256	1	1	1	2
28257	2	2	1	2
28258	2	2	2	1
28260	3	3	1	2
28261	1	1	1	2
28267	2	2	2	1
28269	2	2	1	2
28274	3	5	1	2
28275	2	2	2	1
28278	3	2	2	1
28293	1	1	2	1
28297	2	2	2	1
28299	1	1	2	1
28304	3	5	1	2
28306	3	1	1	3
28308	2	2	1	2
28309	1	1	1	2
28310	2	2	1	2
28316	2	2	2	1
28317	1	1	1	2
28318	2	2	1	2
28320	2	2	2	1
28322	3	3	1	3
28324	1	1	1	2
28326	2	2	1	2
28327	1	1	1	2
28332	1	1	2	1
28340	1	1	1	3
28343	2	2	2	1
28352	2	2	1	3
28353	3	5	1	2
28357	2	2	2	1
28358	2	2	2	1
28359	2	2	2	1
28361	3	5	1	2
28363	1	1	3	1
28366	1	1	1	2
28371	2	2	1	2
28374	2	2	1	2
28377	3	2	2	1
28381	1	1	1	2
28383	1	1	1	2
28388	3	5	2	1
28389	3	3	1	2
28390	2	2	1	2
28398	2	2	1	3
28400	2	2	1	2
28410	1	1	1	2
28411	1	1	1	2
28412	1	1	1	2
28413	1	1	2	1
28414	3	3	1	2
28415	3	3	1	2
28416	3	3	1	2
28417	2	2	1	2
28418	2	2	2	1
28420	2	2	1	2
28427	2	2	1	3
28432	2	2	1	2
28434	1	1	1	2
28436	3	2	1	2
28442	2	2	1	2
28450	3	5	1	2
28454	3	4	1	2
28458	3	1	1	2
28461	1	1	2	1
28463	3	3	1	2
28465	3	2	1	2
28481	2	2	1	2
28487	3	3	1	2
28488	1	1	1	2
28493	2	2	1	2
28494	2	2	1	2
28495	1	1	2	1
28496	2	2	2	1
28497	1	1	1	2
28498	2	2	2	1
28499	3	2	1	2
28501	3	4	2	1
28503	3	2	1	2
28505	2	2	2	1
28507	3	3	1	3
28508	2	2	1	3
28519	2	2	1	2
28520	1	1	1	2
28528	3	1	3	1
28531	2	2	1	2
28532	1	1	1	2
28533	3	4	1	2
28534	3	5	2	1
28539	1	1	1	2
28541	3	1	1	2
28543	1	1	3	1
28546	3	2	1	2
28547	3	5	1	2
28550	3	2	1	2
28552	3	2	1	2
28556	1	1	1	3
28562	3	2	1	2
28568	3	2	2	1
28569	3	5	2	1
28571	3	2	2	1
28574	2	2	1	2
28575	2	2	1	2
28576	1	1	1	2
28581	3	1	1	2
28584	3	5	2	1
28590	3	3	1	2
28591	1	1	1	3
28596	1	1	1	2
28600	3	2	2	1
28601	3	2	1	2
28602	3	3	1	2
28604	1	1	2	1
28605	2	2	1	2
28606	2	2	2	1
28610	3	3	1	2
28614	3	3	1	2
28617	2	2	1	3
28625	3	3	1	2
28627	3	2	1	2
28633	3	2	1	2
28634	2	2	1	2
28643	3	5	2	1
28645	3	3	1	2
28656	2	2	2	1
28659	3	3	2	1
28660	2	2	1	2
28662	2	2	1	2
28664	1	1	2	1
28668	3	2	2	1
28674	2	2	1	2
28676	3	3	1	3
28677	3	1	1	3
28679	2	2	1	2
28681	3	4	1	2
28682	2	2	2	1
28683	1	1	2	1
28685	2	2	2	1
28686	2	2	2	1
28687	1	1	1	2
28689	1	1	1	2
28691	1	1	1	2
28692	2	2	2	1
28693	1	1	2	1
28694	1	1	2	1
28695	1	1	2	1
28697	3	2	1	2
28699	2	2	1	2
28700	2	2	1	2
28703	3	3	1	2
28706	2	2	1	2
28707	3	5	1	2
28712	3	2	1	2
28715	1	1	1	3
28718	2	2	1	3
28723	2	2	3	1
28729	3	3	2	1
28732	2	2	1	2
28735	3	2	1	2
28736	3	1	1	3
28738	1	1	1	3
28739	1	1	1	2
28742	1	1	1	2
28743	3	5	1	2
28745	2	2	1	2
28746	3	3	2	1
28747	2	2	2	1
28748	3	3	1	2
28749	3	3	2	1
28750	2	2	2	1
28754	3	3	3	2
28756	2	2	1	2
28757	1	1	2	1
28761	1	1	1	2
28763	1	1	2	1
28769	2	2	1	2
28770	1	1	2	1
28771	3	2	1	2
28772	2	2	3	1
28774	3	2	1	2
28777	1	1	2	1
28778	1	1	1	2
28779	2	2	1	2
28786	3	5	1	2
28801	1	1	2	1
28804	3	2	1	2
28805	3	3	2	1
28817	2	2	1	2
28823	1	1	1	2
28824	3	3	2	1
28825	3	2	2	1
28829	2	2	1	2
28837	3	5	1	2
28841	3	2	1	2
28842	2	2	1	3
28846	3	3	1	2
28862	3	2	1	2
28868	1	1	2	1
28874	1	1	1	2
28879	2	2	1	3
28887	1	1	1	2
28888	1	1	1	2
28889	2	2	1	2
28891	3	2	1	3
28894	2	2	1	3
28896	3	5	1	2
28899	2	2	2	1
28902	2	2	1	2
28906	1	1	1	2
28907	3	2	1	2
28912	2	2	1	2
28914	2	2	1	2
28915	1	1	1	2
28916	2	2	2	1
28917	2	2	2	1
28924	2	2	1	2
28930	2	2	1	2
28931	2	2	1	2
28935	3	2	2	3
28937	2	2	1	2
28938	1	1	1	2
28941	1	1	2	1
28943	3	5	1	2
28954	3	5	1	3
28955	2	2	1	3
28958	3	2	1	3
28964	2	2	1	2
28967	3	5	1	3
28974	2	2	1	2
28980	1	1	1	2
28984	3	1	2	1
28985	1	1	1	2
28988	2	2	1	2
28999	3	2	1	2
29006	3	3	1	2
29008	2	2	2	1
29010	3	2	1	2
29012	2	2	1	2
29013	2	2	2	1
29015	3	4	3	1
29016	1	1	2	1
29017	3	2	2	1
29019	1	1	1	2
29020	1	1	1	2
29024	3	2	1	2
29025	2	2	1	2
29026	2	2	1	2
29028	1	1	2	1
29031	3	4	1	2
29033	1	1	2	1
29034	1	1	1	2
29035	2	2	1	2
29036	1	1	1	2
29041	2	2	2	1
29044	1	1	2	1
29054	1	1	3	1
29056	1	1	1	2
29058	3	2	1	3
29065	2	2	1	2
29070	3	3	1	2
29071	1	1	1	2
29078	1	1	2	1
29079	2	2	2	1
29082	1	1	1	2
29084	3	2	1	3
29086	2	2	1	2
29093	1	1	1	2
29095	1	1	1	2
29099	2	2	1	2
29101	3	2	1	2
29104	3	5	2	1
29106	1	1	2	1
29107	1	1	1	2
29112	3	2	1	2
29117	2	2	1	2
29118	2	2	1	2
29120	1	1	1	2
29121	1	1	1	2
29123	2	2	1	2
29126	3	3	1	2
29127	3	5	2	1
29128	3	4	3	1
29129	2	2	1	3
29131	2	2	1	2
29137	1	1	1	3
29138	3	2	1	3
29147	2	2	1	2
29150	3	4	1	2
29151	3	5	1	2
29163	1	1	1	2
29170	2	2	1	2
29171	1	1	1	2
29172	3	2	2	1
29173	1	1	1	2
29174	2	2	2	1
29175	2	2	1	3
29176	1	1	1	2
29177	3	1	1	2
29179	2	2	1	2
29194	2	2	1	2
29197	1	1	1	2
29198	1	1	1	2
29200	2	2	1	2
29202	2	2	1	2
29208	1	1	2	1
29212	2	2	1	3
29214	2	2	1	2
29216	2	2	2	1
29217	3	2	2	1
29221	3	2	1	2
29222	3	2	1	2
29226	2	2	1	3
29233	3	2	1	2
29238	2	2	1	2
29242	2	2	1	2
29244	2	2	1	2
29247	1	1	2	1
29248	2	2	2	1
29249	3	1	2	1
29253	2	2	1	3
29258	1	1	1	2
29259	3	2	1	2
29261	2	2	1	2
29263	2	2	1	2
29266	3	1	1	2
29269	2	2	2	1
29272	1	1	1	2
29275	1	1	2	1
29276	2	2	2	1
29279	2	2	2	1
29282	2	2	1	2
29286	1	1	1	2
29290	2	2	3	1
29293	3	2	1	2
29304	3	3	1	2
29309	2	2	2	1
29312	1	1	1	2
29318	2	2	1	2
29319	2	2	1	2
29320	2	2	2	1
29321	3	3	1	2
29323	2	2	1	2
29328	1	1	1	2
29331	3	5	1	3
29335	1	1	1	2
29336	2	2	1	2
29342	2	2	1	2
29343	2	2	1	2
29344	3	3	1	3
29347	3	3	2	1
29352	1	1	1	2
29353	3	2	2	1
29367	1	1	2	1
29378	2	2	1	2
29389	1	1	2	1
29390	1	1	1	2
29391	3	2	1	2
29394	3	3	1	3
29396	1	1	1	2
29397	2	2	1	2
29400	1	1	1	2
29402	3	3	1	2
29409	3	3	1	2
29411	1	1	1	2
29412	2	2	2	1
29418	1	1	2	1
29419	3	2	1	2
29420	3	2	2	1
29421	1	1	3	1
29422	3	3	3	1
29423	3	5	3	1
29424	1	1	3	1
29429	3	2	2	1
29443	3	2	1	2
29448	2	2	2	1
29449	3	5	2	1
29450	2	2	2	1
29459	3	2	1	2
29462	3	3	1	2
29478	2	2	2	1
29479	3	1	2	1
29484	2	2	1	3
29485	3	3	1	3
29492	3	3	1	2
29493	2	2	1	2
29496	2	2	1	2
29497	3	2	2	1
29502	2	2	1	2
29506	3	2	1	2
29507	1	1	1	2
29508	2	2	1	2
29510	2	2	1	2
29513	1	1	1	2
29516	1	1	1	2
29518	1	1	1	2
29520	2	2	2	1
29527	1	1	2	1
29528	1	1	1	2
29529	1	1	2	1
29530	2	2	2	1
29536	3	3	1	2
29538	2	2	2	1
29543	3	2	1	2
29549	3	5	1	2
29551	3	2	1	2
29564	2	2	1	2
29565	2	2	2	1
29572	3	2	1	3
29578	3	5	1	2
29583	3	3	1	2
29586	2	2	1	2
29587	3	3	1	3
29588	3	3	1	2
29589	3	3	1	3
29592	3	2	1	2
29593	1	1	2	1
29594	1	1	2	1
29595	3	2	1	2
29597	2	2	1	2
29601	3	1	2	1
29605	3	3	2	1
29606	3	4	1	2
29607	1	1	1	2
29612	2	2	1	2
29617	3	3	1	2
29618	3	3	2	1
29621	1	1	1	2
29624	1	1	1	2
29631	3	5	1	2
29632	3	5	1	2
29633	3	2	1	2
29634	2	2	1	2
29636	1	1	1	2
29644	3	2	2	1
29655	1	1	3	2
29659	2	2	1	2
29662	3	2	1	2
29663	2	2	1	2
29668	1	1	1	2
29669	1	1	2	1
29672	1	1	1	2
29674	3	4	1	2
29678	1	1	1	3
29679	2	2	1	3
29680	3	2	1	2
29683	1	1	1	2
29684	1	1	1	2
29688	3	3	2	1
29693	2	2	1	2
29696	2	2	1	2
29697	2	2	1	2
29698	3	5	1	3
29699	1	1	3	1
29700	1	1	1	2
29703	2	2	1	2
29705	2	2	1	2
29712	3	1	1	2
29713	1	1	1	2
29716	3	3	1	2
29720	2	2	1	3
29727	2	2	1	2
29728	2	2	1	2
29729	1	1	1	2
29730	2	2	1	2
29732	1	1	1	2
29737	1	1	2	1
29738	1	1	1	2
29739	1	1	1	2
29741	1	1	1	2
29742	2	2	1	2
29745	2	2	1	2
29751	1	1	1	2
29752	3	3	1	3
29754	1	1	1	2
29758	3	5	1	2
29759	1	1	1	3
29766	3	3	1	2
29768	3	3	1	2
29773	3	5	1	2
29778	3	1	1	2
29781	2	2	2	1
29784	2	2	1	2
29790	1	1	1	2
29795	2	2	1	3
29806	2	2	1	3
29809	3	2	1	2
29817	1	1	1	2
29818	3	1	1	2
29821	2	2	1	2
29822	1	1	2	1
29824	1	1	1	2
29825	2	2	1	2
29826	3	5	1	2
29828	3	4	1	2
29829	1	1	2	1
29830	1	1	1	2
29835	2	2	2	1
29837	2	2	2	1
29839	3	3	1	2
29843	3	2	1	2
29844	2	2	1	2
29845	1	1	1	2
29846	3	3	1	2
29847	1	1	1	3
29857	3	2	1	3
29864	1	1	2	1
29865	3	2	1	2
29866	3	2	2	1
29868	2	2	1	2
29877	2	2	1	2
29880	2	2	1	2
29883	1	1	1	2
29884	1	1	1	2
29886	3	2	2	1
29887	1	1	1	2
29889	1	1	1	2
29892	2	2	1	2
29900	3	2	1	2
29905	2	2	1	2
29906	1	1	2	1
29907	3	2	1	2
29913	3	5	1	2
29917	1	1	1	2
29918	1	1	1	2
29919	3	2	1	3
29920	1	1	1	3
29924	3	2	1	2
29928	3	1	1	2
29929	1	1	1	2
29930	3	2	1	2
29936	1	1	1	2
29938	1	1	1	3
29939	2	2	1	3
29940	2	2	1	3
29946	3	5	1	2
29949	2	2	2	1
29951	3	2	1	2
29952	2	2	1	2
29954	1	1	1	2
29955	2	2	2	1
29956	3	2	1	2
29957	1	1	2	1
29958	2	2	2	1
29959	3	2	1	2
29960	1	1	1	2
29962	1	1	2	1
29976	3	5	2	1
29977	2	2	1	2
29978	3	2	3	1
29979	1	1	1	3
29980	2	2	2	1
29987	3	5	1	2
29989	2	2	1	2
29993	3	2	1	2
30002	1	1	2	1
30003	3	2	3	1
30005	1	1	1	2
30008	3	2	1	2
30009	2	2	2	1
30013	1	1	1	2
30017	1	1	1	2
30020	1	1	1	2
30021	3	3	1	2
30022	2	2	1	2
30024	2	2	1	2
30025	3	2	2	1
30029	1	1	1	3
30032	2	2	1	2
30033	2	2	1	2
30034	1	1	1	2
30035	3	3	2	1
30036	1	1	2	1
30037	2	2	2	1
30038	3	2	2	1
30039	3	3	1	2
30040	3	5	2	1
30049	2	2	1	2
30053	3	1	1	2
30059	3	2	1	2
30061	2	2	1	2
30066	2	2	3	1
30067	2	2	2	1
30068	3	4	2	1
30069	2	2	1	2
30070	3	5	1	2
30071	2	2	1	2
30072	2	2	1	2
30079	1	1	1	2
30080	1	1	1	2
30083	2	2	2	1
30084	2	2	1	2
30095	2	2	1	3
30098	2	2	2	1
30100	2	2	1	2
30101	1	1	1	2
30102	2	2	2	1
30107	1	1	2	1
30109	3	2	1	3
30111	1	1	1	2
30112	3	5	1	2
30115	3	2	1	2
30118	3	3	1	2
30124	3	5	1	3
30125	2	2	1	3
30126	3	5	1	2
30127	1	1	2	1
30128	2	2	1	2
30129	3	2	2	1
30132	2	2	1	2
30149	2	2	1	2
30152	2	2	1	2
30155	1	1	2	1
30156	1	1	2	1
30158	2	2	1	2
30162	1	1	1	2
30168	3	3	1	2
30169	3	2	1	2
30174	2	2	1	3
30179	1	1	1	2
30185	1	1	1	3
30186	3	3	3	1
30189	2	2	1	2
30190	3	2	1	2
30192	1	1	1	2
30198	3	4	1	2
30200	3	2	1	3
30203	2	2	1	2
30204	1	1	2	1
30205	2	2	1	2
30206	1	1	1	2
30207	1	1	2	1
30215	1	1	1	3
30217	1	1	1	2
30218	3	5	2	1
30219	1	1	1	2
30221	3	2	2	1
30222	1	1	2	1
30233	1	1	1	2
30234	3	3	1	2
30238	2	2	1	2
30240	2	2	1	2
30244	3	3	1	2
30245	2	2	3	1
30248	3	2	2	3
30249	2	2	3	2
30259	1	1	1	3
30261	2	2	2	1
30262	3	2	1	2
30264	1	1	2	1
30268	2	2	2	1
30270	1	1	1	2
30276	3	1	1	3
30283	3	3	1	2
30284	2	2	2	1
30285	1	1	2	1
30286	3	2	1	2
30288	1	1	1	2
30289	3	4	1	2
30291	2	2	1	2
30293	3	3	1	2
30296	2	2	2	1
30298	1	1	2	1
30299	3	3	2	1
30303	1	1	2	1
30307	2	2	2	1
30308	3	3	1	2
30314	3	2	1	3
30321	3	2	1	3
30325	2	2	1	2
30326	2	2	2	1
30327	2	2	1	2
30334	2	2	2	1
30335	1	1	2	1
30340	2	2	1	3
30341	2	2	1	2
30342	2	2	1	2
30346	1	1	1	2
30348	2	2	2	1
30349	3	3	2	1
30353	3	2	1	2
30355	3	5	2	1
30357	3	3	2	1
30359	2	2	1	3
30366	3	2	1	2
30367	2	2	2	1
30369	3	5	2	1
30378	1	1	1	3
30380	1	1	1	2
30388	1	1	1	2
30389	2	2	2	1
30393	2	2	2	1
30394	1	1	1	2
30395	2	2	1	2
30396	2	2	2	1
30397	3	3	1	2
30399	2	2	1	2
30400	3	5	2	1
30401	2	2	1	2
30403	3	3	1	2
30404	2	2	2	1
30407	2	2	1	2
30408	3	3	1	2
30418	2	2	1	2
30419	3	3	1	2
30420	2	2	1	2
30429	1	1	2	1
30430	3	2	2	1
30431	3	3	1	2
30449	2	2	2	1
30454	3	2	1	2
30455	2	2	1	2
30456	1	1	2	1
30459	3	5	1	2
30460	1	1	1	2
30464	3	2	1	2
30465	2	2	2	1
30471	3	3	1	2
30474	3	3	1	2
30476	2	2	1	2
30477	3	2	2	1
30480	2	2	1	2
30492	2	2	2	1
30493	3	2	1	2
30494	3	2	1	2
30499	2	2	1	2
30500	2	2	1	2
30509	2	2	2	1
30510	1	1	2	1
30512	1	1	2	1
30515	3	4	1	2
30516	3	5	1	2
30517	2	2	1	2
30520	2	2	1	2
30524	2	2	1	2
30526	1	1	1	3
30532	3	4	1	2
30534	3	3	1	2
30537	2	2	1	2
30539	3	1	1	3
30540	2	2	1	2
30542	1	1	1	2
30544	1	1	1	2
30551	3	3	1	2
30553	3	2	2	1
30554	1	1	2	1
30557	2	2	1	2
30558	1	1	2	1
30559	3	2	1	2
30565	1	1	1	2
30566	2	2	1	2
30567	1	1	1	2
30569	2	2	1	2
30570	2	2	1	2
30571	1	1	1	2
30577	2	2	3	1
30581	1	1	2	1
30585	2	2	1	2
30587	3	3	1	2
30588	1	1	1	2
30593	3	2	1	2
30599	2	2	1	2
30608	2	2	2	1
30613	1	1	1	2
30614	1	1	1	2
30615	2	2	1	2
30619	3	3	1	2
30621	2	2	2	1
30622	1	1	2	1
30626	3	2	1	2
30627	2	2	1	2
30629	3	3	1	2
30639	1	1	3	1
30645	1	1	1	2
30649	1	1	1	2
30650	3	3	1	3
30656	2	2	1	3
30659	1	1	2	1
30660	1	1	3	2
30661	1	1	2	1
30662	3	4	2	1
30664	1	1	2	1
30665	2	2	1	2
30668	3	2	1	2
30669	2	2	1	2
30671	3	2	1	3
30679	2	2	1	2
30680	3	3	1	2
30682	2	2	1	2
30684	1	1	2	1
30685	2	2	1	2
30690	2	2	1	3
30696	1	1	2	1
30700	2	2	1	2
30701	3	2	1	2
30702	2	2	2	1
30703	1	1	2	1
30704	3	4	2	1
30708	2	2	1	2
30709	2	2	1	2
30712	1	1	1	3
30717	2	2	1	2
30724	3	5	1	2
30725	3	1	1	2
30731	2	2	1	2
30732	3	3	1	2
30735	2	2	2	1
30741	2	2	1	3
30743	1	1	1	3
30745	1	1	2	1
30747	2	2	1	2
30748	1	1	1	2
30750	1	1	2	1
30758	2	2	1	3
30760	3	2	1	2
30762	1	1	3	1
30767	3	1	2	1
30779	3	3	1	2
30783	3	3	1	2
30785	3	3	1	2
30786	2	2	1	2
30787	3	5	2	1
30790	2	2	1	2
30796	1	1	1	2
30799	2	2	2	1
30802	1	1	1	2
30808	1	1	1	2
30810	2	2	1	2
30811	2	2	1	2
30813	2	2	3	1
30815	2	2	1	2
30816	2	2	1	2
30818	3	1	1	3
30822	2	2	2	1
30823	1	1	2	1
30829	3	3	1	2
30831	3	3	1	2
30833	3	2	1	2
30837	1	1	1	2
30838	2	2	1	2
30840	2	2	1	2
30842	1	1	2	1
30843	1	1	2	1
30844	1	1	2	1
30847	2	2	1	2
30851	3	2	1	2
30852	2	2	2	1
30857	3	3	1	2
30863	1	1	2	1
30873	2	2	2	1
30875	3	1	2	1
30876	1	1	2	1
30882	3	2	1	2
30883	3	2	1	2
30886	2	2	1	2
30887	3	3	1	2
30888	3	2	1	2
30889	3	3	1	2
30909	1	1	2	1
30911	3	3	1	2
30912	3	5	2	1
30915	3	2	1	3
30916	1	1	2	3
30919	2	2	1	2
30925	1	1	2	1
30931	2	2	1	2
30934	2	2	1	2
30935	2	2	2	1
30937	2	2	1	2
30938	3	5	2	1
30939	1	1	1	2
30940	3	2	1	2
30945	3	3	2	1
30948	2	2	2	1
30950	3	2	1	2
30952	2	2	1	2
30953	1	1	1	2
30954	3	2	1	2
30956	2	2	1	2
30959	3	3	1	2
30962	1	1	1	2
30978	3	2	1	2
30979	3	2	2	1
30986	3	3	1	2
30990	3	2	1	2
30994	3	3	2	1
30996	1	1	1	2
31000	3	3	1	2
31003	3	5	2	1
31004	1	1	1	2
31007	3	3	1	2
31010	1	1	2	1
31013	3	5	1	2
31015	3	2	1	2
31026	3	3	2	1
31032	2	2	1	2
31033	3	3	1	2
31034	3	1	1	2
31035	1	1	1	2
31036	1	1	2	1
31037	1	1	1	2
31038	2	2	2	1
31039	2	2	1	2
31046	3	1	1	2
31049	3	2	3	1
31050	1	1	1	2
31051	2	2	2	1
31052	2	2	2	1
31053	1	1	2	1
31055	2	2	1	2
31062	3	5	1	2
31063	3	5	1	2
31071	1	1	1	2
31072	1	1	2	1
31078	3	2	1	3
31080	3	5	1	3
31081	3	5	1	3
31082	3	4	1	2
31090	3	5	1	2
31091	3	5	1	2
31100	1	1	1	2
31101	1	1	1	2
31102	1	1	1	2
31103	1	1	1	2
31115	1	1	1	2
31120	2	2	1	2
31123	1	1	1	3
31127	3	3	1	2
31128	2	2	1	3
31130	3	2	1	2
31131	3	2	1	2
31133	2	2	1	3
31134	3	2	1	2
31136	2	2	2	3
31137	3	2	1	3
31140	2	2	2	1
31142	3	5	2	1
31146	1	1	2	1
31147	1	1	2	1
31148	2	2	2	3
31149	3	2	2	3
31150	2	2	3	2
31154	1	1	1	2
31155	1	1	1	2
31160	2	2	1	2
31164	2	2	1	2
31165	3	2	1	2
31169	2	2	1	3
31174	2	2	2	1
31175	1	1	1	2
31177	2	2	2	1
31182	1	1	1	2
31183	3	2	2	1
31186	1	1	1	2
31188	1	1	1	2
31193	3	2	1	2
31198	3	4	3	1
31200	1	1	2	1
31201	2	2	2	1
31203	3	3	1	3
31204	3	2	1	2
31206	1	1	1	2
31207	2	2	1	3
31209	3	2	1	2
31212	3	3	1	2
31213	3	2	1	2
31214	3	3	1	2
31217	1	1	1	3
31218	2	2	1	3
31222	1	1	1	2
31223	2	2	1	2
31225	3	2	3	1
31228	1	1	2	1
31229	3	2	1	2
31240	2	2	1	2
31241	2	2	1	2
31244	3	2	1	3
31245	3	2	3	1
31248	2	2	2	1
31249	2	2	1	2
31250	3	2	1	2
31252	1	1	1	2
31254	1	1	1	2
31260	1	1	1	2
31264	3	2	3	1
31268	3	5	2	1
31269	2	2	2	1
31273	3	5	1	2
31274	1	1	2	1
31275	1	1	2	1
31277	2	2	1	2
31281	1	1	2	1
31283	3	4	1	2
31284	2	2	2	1
31285	3	3	2	1
31289	2	2	1	3
31290	3	2	1	2
31291	1	1	1	2
31292	3	5	2	1
31302	3	4	2	1
31311	3	3	1	2
31312	1	1	1	2
31313	2	2	1	2
31314	2	2	1	2
31319	3	5	1	2
31320	3	2	1	2
31321	1	1	1	2
31325	3	5	1	2
31326	3	3	1	2
31327	2	2	1	2
31328	2	2	1	2
31336	3	1	1	3
31339	1	1	1	2
31340	2	2	1	2
31348	2	2	2	1
31349	1	1	2	1
31354	3	3	1	2
31355	3	5	1	2
31356	1	1	1	2
31357	1	1	1	2
31359	3	4	1	2
31363	1	1	1	2
31367	1	1	1	2
31368	1	1	1	2
31369	1	1	1	2
31370	2	2	1	2
31383	2	2	2	1
31384	1	1	1	2
31389	2	2	1	3
31390	2	2	1	2
31391	3	5	1	2
31392	3	2	1	2
31394	2	2	1	2
31401	1	1	1	2
31402	3	5	1	2
31406	3	2	2	1
31408	3	2	1	2
31411	3	1	1	3
31416	2	2	2	1
31419	3	2	1	2
31423	3	2	2	1
31427	2	2	1	2
31431	2	2	1	2
31435	2	2	1	2
31437	3	3	1	2
31439	1	1	1	2
31440	1	1	2	1
31441	3	2	1	2
31455	2	2	1	2
31456	1	1	2	1
31465	3	2	1	2
31467	1	1	1	2
31472	1	1	1	2
31496	2	2	2	1
31497	2	2	2	1
31499	1	1	2	1
31502	2	2	1	2
31503	2	2	2	1
31505	2	2	1	2
31507	3	2	1	3
31509	1	1	1	2
31511	3	5	1	2
31512	1	1	1	2
31513	3	5	2	1
31517	1	1	1	3
31518	3	3	1	2
31519	3	5	3	1
31520	1	1	2	1
31522	3	5	2	1
31529	3	5	1	2
31532	3	2	1	3
31537	2	2	2	1
31538	1	1	2	1
31542	2	2	1	2
31543	2	2	2	1
31545	2	2	1	2
31546	3	3	2	1
31550	3	2	2	1
31551	2	2	2	1
31553	2	2	2	1
31562	3	1	2	1
31563	2	2	2	1
31566	2	2	2	1
31569	3	3	1	2
31570	1	1	1	2
31573	3	2	1	2
31574	1	1	1	3
31575	2	2	1	2
31576	3	2	1	2
31583	3	2	2	1
